session,gender,disability,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated,median_time_to_matriculation_years
2022/2023,Female,ALL,WAEC,5+-year,College of Education,zone,South South,South South,,,,,0,797,912,148,133,4,0,0,764,15,1.5
2022/2023,Female,ALL,WAEC,5+-year,College of Education,zone,South West,South West,,,,,0,1882,2143,622,605,5,0,0,1521,17,1.5
2022/2023,Female,ALL,WAEC,5+-year,Polytechnic,zone,North Central,North Central,,,,,0,740,844,351,321,8,0,0,493,30,1.5
2022/2023,Female,ALL,WAEC,5+-year,Polytechnic,zone,North East,North East,,,,,0,1162,1349,145,132,4,0,0,1204,13,1.5
2022/2023,Female,ALL,WAEC,5+-year,Polytechnic,zone,North West,North West,,,,,0,1821,2078,262,251,3,0,0,1816,11,1.5
2022/2023,Female,ALL,WAEC,5+-year,Polytechnic,zone,South East,South East,,,,,0,645,734,216,198,5,0,0,518,18,1.5
2022/2023,Female,ALL,WAEC,5+-year,Polytechnic,zone,South South,South South,,,,,0,756,874,233,224,3,0,0,641,9,1.5
2022/2023,Female,ALL,WAEC,5+-year,Polytechnic,zone,South West,South West,,,,,0,1817,2126,739,685,15,0,0,1387,54,1.5
2022/2023,Female,ALL,WAEC,5+-year,University,zone,North Central,North Central,,,,,0,786,898,1916,1788,36,0,0,0,128,1.5
2022/2023,Female,ALL,WAEC,5+-year,University,zone,North East,North East,,,,,0,1085,1231,1056,926,36,0,0,175,130,1.5
2022/2023,Female,ALL,WAEC,5+-year,University,zone,North West,North West,,,,,0,2607,2997,1241,1186,15,0,0,1756,55,1.5
2022/2023,Female,ALL,WAEC,5+-year,University,zone,South East,South East,,,,,0,681,784,2012,1877,38,0,0,0,135,1.5
2022/2023,Female,ALL,WAEC,5+-year,University,zone,South South,South South,,,,,0,693,792,2040,1936,29,0,0,0,104,1.5
2022/2023,Female,ALL,WAEC,5+-year,University,zone,South West,South West,,,,,0,1876,2108,2166,2023,40,0,0,0,143,1.5
2022/2023,Female,Disabled,NABTEB,1-year,College of Education,zone,North Central,North Central,,,,,0,140,148,236,214,6,0,0,0,22,1.0
2022/2023,Female,Disabled,NABTEB,1-year,College of Education,zone,North East,North East,,,,,0,224,255,121,114,2,0,0,134,7,1.0
2022/2023,Female,Disabled,NABTEB,1-year,College of Education,zone,North West,North West,,,,,0,441,500,200,184,4,0,0,300,16,1.0
2022/2023,Female,Disabled,NABTEB,1-year,College of Education,zone,South East,South East,,,,,0,109,117,100,91,3,0,0,17,9,1.0
2022/2023,Female,Disabled,NABTEB,1-year,College of Education,zone,South South,South South,,,,,0,141,140,75,68,2,0,1,65,7,1.0
2022/2023,Female,Disabled,NABTEB,1-year,College of Education,zone,South West,South West,,,,,0,338,346,353,320,9,0,0,0,33,1.0
2022/2023,Female,Disabled,NABTEB,1-year,Polytechnic,zone,North Central,North Central,,,,,0,136,144,198,180,5,0,0,0,18,1.0
2022/2023,Female,Disabled,NABTEB,1-year,Polytechnic,zone,North East,North East,,,,,0,200,228,75,71,1,0,0,153,4,1.0
2022/2023,Female,Disabled,NABTEB,1-year,Polytechnic,zone,North West,North West,,,,,0,312,356,135,124,3,0,0,221,11,1.0
2022/2023,Female,Disabled,NABTEB,1-year,Polytechnic,zone,South East,South East,,,,,0,116,121,111,101,3,0,0,10,10,1.0
2022/2023,Female,Disabled,NABTEB,1-year,Polytechnic,zone,South South,South South,,,,,0,137,140,128,118,3,0,0,12,10,1.0
2022/2023,Female,Disabled,NABTEB,1-year,Polytechnic,zone,South West,South West,,,,,0,300,324,397,358,11,0,0,0,39,1.0
2022/2023,Female,Disabled,NABTEB,1-year,University,zone,North Central,North Central,,,,,0,140,146,982,901,23,0,0,0,81,1.0
2022/2023,Female,Disabled,NABTEB,1-year,University,zone,North East,North East,,,,,0,190,220,513,478,10,0,0,0,35,1.0
2022/2023,Female,Disabled,NABTEB,1-year,University,zone,North West,North West,,,,,0,439,498,614,556,16,0,0,0,58,1.0
2022/2023,Female,Disabled,NABTEB,1-year,University,zone,South East,South East,,,,,0,117,125,1095,1000,27,0,0,0,95,1.0
2022/2023,Female,Disabled,NABTEB,1-year,University,zone,South South,South South,,,,,0,128,124,1132,1039,26,0,4,0,93,1.0
2022/2023,Female,Disabled,NABTEB,1-year,University,zone,South West,South West,,,,,0,327,341,1221,1105,32,0,0,0,116,1.0
2022/2023,Female,Disabled,NABTEB,2-year,College of Education,zone,North Central,North Central,,,,,0,76,143,0,0,0,0,0,143,0,2.0
2022/2023,Female,Disabled,NABTEB,2-year,College of Education,zone,North East,North East,,,,,0,129,256,0,0,0,0,0,256,0,2.0
2022/2023,Female,Disabled,NABTEB,2-year,College of Education,zone,North West,North West,,,,,0,244,498,0,0,0,0,0,498,0,2.0
2022/2023,Female,Disabled,NABTEB,2-year,College of Education,zone,South East,South East,,,,,0,58,116,0,0,0,0,0,116,0,2.0
2022/2023,Female,Disabled,NABTEB,2-year,College of Education,zone,South South,South South,,,,,0,74,139,0,0,0,0,0,139,0,2.0
2022/2023,Female,Disabled,NABTEB,2-year,College of Education,zone,South West,South West,,,,,0,181,335,0,0,0,0,0,335,0,2.0
2022/2023,Female,Disabled,NABTEB,2-year,Polytechnic,zone,North Central,North Central,,,,,0,69,140,0,0,0,0,0,140,0,2.0
2022/2023,Female,Disabled,NABTEB,2-year,Polytechnic,zone,North East,North East,,,,,0,117,228,0,0,0,0,0,228,0,2.0
2022/2023,Female,Disabled,NABTEB,2-year,Polytechnic,zone,North West,North West,,,,,0,179,357,0,0,0,0,0,357,0,2.0
2022/2023,Female,Disabled,NABTEB,2-year,Polytechnic,zone,South East,South East,,,,,0,62,120,0,0,0,0,0,120,0,2.0
2022/2023,Female,Disabled,NABTEB,2-year,Polytechnic,zone,South South,South South,,,,,0,71,136,0,0,0,0,0,136,0,2.0
2022/2023,Female,Disabled,NABTEB,2-year,Polytechnic,zone,South West,South West,,,,,0,170,312,0,0,0,0,0,312,0,2.0
2022/2023,Female,Disabled,NABTEB,2-year,University,zone,North Central,North Central,,,,,0,72,143,0,0,0,0,0,143,0,2.0
2022/2023,Female,Disabled,NABTEB,2-year,University,zone,North East,North East,,,,,0,113,222,0,0,0,0,0,222,0,2.0
2022/2023,Female,Disabled,NABTEB,2-year,University,zone,North West,North West,,,,,0,240,488,0,0,0,0,0,488,0,2.0
2022/2023,Female,Disabled,NABTEB,2-year,University,zone,South East,South East,,,,,0,63,123,0,0,0,0,0,123,0,2.0
2022/2023,Female,Disabled,NABTEB,2-year,University,zone,South South,South South,,,,,0,64,122,0,0,0,0,0,122,0,2.0
2022/2023,Female,Disabled,NABTEB,2-year,University,zone,South West,South West,,,,,0,177,324,0,0,0,0,0,324,0,2.0
2022/2023,Female,Disabled,NABTEB,3-5-year,College of Education,zone,North Central,North Central,,,,,0,65,34,0,0,0,0,31,34,0,1.5
2022/2023,Female,Disabled,NABTEB,3-5-year,College of Education,zone,North East,North East,,,,,0,119,41,0,0,0,0,78,41,0,1.5
2022/2023,Female,Disabled,NABTEB,3-5-year,College of Education,zone,North West,North West,,,,,0,227,89,0,0,0,0,138,89,0,1.5
2022/2023,Female,Disabled,NABTEB,3-5-year,College of Education,zone,South East,South East,,,,,0,54,22,0,0,0,0,32,22,0,1.5
2022/2023,Female,Disabled,NABTEB,3-5-year,College of Education,zone,South South,South South,,,,,0,68,24,0,0,0,0,44,24,0,1.5
2022/2023,Female,Disabled,NABTEB,3-5-year,College of Education,zone,South West,South West,,,,,0,163,71,0,0,0,0,92,71,0,1.5
2022/2023,Female,Disabled,NABTEB,3-5-year,Polytechnic,zone,North Central,North Central,,,,,0,64,22,0,0,0,0,42,22,0,1.5
2022/2023,Female,Disabled,NABTEB,3-5-year,Polytechnic,zone,North East,North East,,,,,0,105,50,0,0,0,0,55,50,0,1.5
2022/2023,Female,Disabled,NABTEB,3-5-year,Polytechnic,zone,North West,North West,,,,,0,161,68,0,0,0,0,93,68,0,1.5
2022/2023,Female,Disabled,NABTEB,3-5-year,Polytechnic,zone,South East,South East,,,,,0,58,31,0,0,0,0,27,31,0,1.5
2022/2023,Female,Disabled,NABTEB,3-5-year,Polytechnic,zone,South South,South South,,,,,0,67,22,0,0,0,0,45,22,0,1.5
2022/2023,Female,Disabled,NABTEB,3-5-year,Polytechnic,zone,South West,South West,,,,,0,153,83,0,0,0,0,70,83,0,1.5
2022/2023,Female,Disabled,NABTEB,3-5-year,University,zone,North Central,North Central,,,,,0,66,24,0,0,0,0,42,24,0,1.5
2022/2023,Female,Disabled,NABTEB,3-5-year,University,zone,North East,North East,,,,,0,103,34,0,0,0,0,69,34,0,1.5
2022/2023,Female,Disabled,NABTEB,3-5-year,University,zone,North West,North West,,,,,0,225,103,0,0,0,0,122,103,0,1.5
2022/2023,Female,Disabled,NABTEB,3-5-year,University,zone,South East,South East,,,,,0,59,32,0,0,0,0,27,32,0,1.5
2022/2023,Female,Disabled,NABTEB,3-5-year,University,zone,South South,South South,,,,,0,62,26,0,0,0,0,36,26,0,1.5
2022/2023,Female,Disabled,NABTEB,3-5-year,University,zone,South West,South West,,,,,0,159,66,0,0,0,0,93,66,0,1.5
2022/2023,Female,Disabled,NABTEB,5+-year,College of Education,zone,North Central,North Central,,,,,0,11,0,0,0,0,0,11,0,0,1.5
2022/2023,Female,Disabled,NABTEB,5+-year,College of Education,zone,North East,North East,,,,,0,15,0,0,0,0,0,15,0,0,1.5
2022/2023,Female,Disabled,NABTEB,5+-year,College of Education,zone,North West,North West,,,,,0,34,0,0,0,0,0,34,0,0,1.5
2022/2023,Female,Disabled,NABTEB,5+-year,College of Education,zone,South East,South East,,,,,0,8,0,0,0,0,0,8,0,0,1.5
2022/2023,Female,Disabled,NABTEB,5+-year,College of Education,zone,South South,South South,,,,,0,9,0,0,0,0,0,9,0,0,1.5
2022/2023,Female,Disabled,NABTEB,5+-year,College of Education,zone,South West,South West,,,,,0,25,0,0,0,0,0,25,0,0,1.5
2022/2023,Female,Disabled,NABTEB,5+-year,Polytechnic,zone,North Central,North Central,,,,,0,9,0,0,0,0,0,9,0,0,1.5
2022/2023,Female,Disabled,NABTEB,5+-year,Polytechnic,zone,North East,North East,,,,,0,15,0,0,0,0,0,15,0,0,1.5
2022/2023,Female,Disabled,NABTEB,5+-year,Polytechnic,zone,North West,North West,,,,,0,29,0,0,0,0,0,29,0,0,1.5
2022/2023,Female,Disabled,NABTEB,5+-year,Polytechnic,zone,South East,South East,,,,,0,11,0,0,0,0,0,11,0,0,1.5
2022/2023,Female,Disabled,NABTEB,5+-year,Polytechnic,zone,South South,South South,,,,,0,9,0,0,0,0,0,9,0,0,1.5
2022/2023,Female,Disabled,NABTEB,5+-year,Polytechnic,zone,South West,South West,,,,,0,35,0,0,0,0,0,35,0,0,1.5
2022/2023,Female,Disabled,NABTEB,5+-year,University,zone,North Central,North Central,,,,,0,9,0,0,0,0,0,9,0,0,1.5
2022/2023,Female,Disabled,NABTEB,5+-year,University,zone,North East,North East,,,,,0,12,0,0,0,0,0,12,0,0,1.5
2022/2023,Female,Disabled,NABTEB,5+-year,University,zone,North West,North West,,,,,0,49,0,0,0,0,0,49,0,0,1.5
2022/2023,Female,Disabled,NABTEB,5+-year,University,zone,South East,South East,,,,,0,15,0,0,0,0,0,15,0,0,1.5
2022/2023,Female,Disabled,NABTEB,5+-year,University,zone,South South,South South,,,,,0,12,0,0,0,0,0,12,0,0,1.5
2022/2023,Female,Disabled,NABTEB,5+-year,University,zone,South West,South West,,,,,0,21,0,0,0,0,0,21,0,0,1.5
2022/2023,Female,Disabled,NECO,1-year,College of Education,zone,North Central,North Central,,,,,0,207,227,235,212,6,0,0,0,23,1.0
2022/2023,Female,Disabled,NECO,1-year,College of Education,zone,North East,North East,,,,,0,338,372,181,168,4,0,0,191,13,1.0
2022/2023,Female,Disabled,NECO,1-year,College of Education,zone,North West,North West,,,,,0,636,683,243,220,6,0,0,440,23,1.0
2022/2023,Female,Disabled,NECO,1-year,College of Education,zone,South East,South East,,,,,0,169,194,105,96,3,0,0,89,9,1.0
2022/2023,Female,Disabled,NECO,1-year,College of Education,zone,South South,South South,,,,,0,200,225,72,67,1,0,0,153,5,1.0
2022/2023,Female,Disabled,NECO,1-year,College of Education,zone,South West,South West,,,,,0,506,559,335,300,10,0,0,224,35,1.0
2022/2023,Female,Disabled,NECO,1-year,Polytechnic,zone,North Central,North Central,,,,,0,204,221,195,176,5,0,0,26,19,1.0
2022/2023,Female,Disabled,NECO,1-year,Polytechnic,zone,North East,North East,,,,,0,309,350,85,79,2,0,0,265,6,1.0
2022/2023,Female,Disabled,NECO,1-year,Polytechnic,zone,North West,North West,,,,,0,509,547,158,142,4,0,0,389,16,1.0
2022/2023,Female,Disabled,NECO,1-year,Polytechnic,zone,South East,South East,,,,,0,176,191,113,106,2,0,0,78,7,1.0
2022/2023,Female,Disabled,NECO,1-year,Polytechnic,zone,South South,South South,,,,,0,195,222,125,116,3,0,0,97,9,1.0
2022/2023,Female,Disabled,NECO,1-year,Polytechnic,zone,South West,South West,,,,,0,472,540,367,323,12,0,0,173,44,1.0
2022/2023,Female,Disabled,NECO,1-year,University,zone,North Central,North Central,,,,,0,203,223,1048,952,27,0,0,0,96,1.0
2022/2023,Female,Disabled,NECO,1-year,University,zone,North East,North East,,,,,0,281,292,616,582,10,0,0,0,34,1.0
2022/2023,Female,Disabled,NECO,1-year,University,zone,North West,North West,,,,,0,673,699,714,648,18,0,0,0,66,1.0
2022/2023,Female,Disabled,NECO,1-year,University,zone,South East,South East,,,,,0,181,204,1152,1075,22,0,0,0,77,1.0
2022/2023,Female,Disabled,NECO,1-year,University,zone,South South,South South,,,,,0,186,207,1062,977,24,0,0,0,85,1.0
2022/2023,Female,Disabled,NECO,1-year,University,zone,South West,South West,,,,,0,477,529,1138,1004,38,0,0,0,134,1.0
2022/2023,Female,Disabled,NECO,2-year,College of Education,zone,North Central,North Central,,,,,0,126,158,9,8,0,0,0,149,1,2.0
2022/2023,Female,Disabled,NECO,2-year,College of Education,zone,North East,North East,,,,,0,208,248,1,0,0,0,0,247,1,2.0
2022/2023,Female,Disabled,NECO,2-year,College of Education,zone,North West,North West,,,,,0,378,489,3,2,0,0,0,486,1,2.0
2022/2023,Female,Disabled,NECO,2-year,College of Education,zone,South East,South East,,,,,0,99,120,5,4,0,0,0,115,1,2.0
2022/2023,Female,Disabled,NECO,2-year,College of Education,zone,South South,South South,,,,,0,122,156,5,4,0,0,0,151,1,2.0
2022/2023,Female,Disabled,NECO,2-year,College of Education,zone,South West,South West,,,,,0,308,381,18,16,1,0,0,363,2,2.0
2022/2023,Female,Disabled,NECO,2-year,Polytechnic,zone,North Central,North Central,,,,,0,120,142,3,2,0,0,0,139,1,2.0
2022/2023,Female,Disabled,NECO,2-year,Polytechnic,zone,North East,North East,,,,,0,189,233,1,0,0,0,0,232,1,2.0
2022/2023,Female,Disabled,NECO,2-year,Polytechnic,zone,North West,North West,,,,,0,307,368,3,2,0,0,0,365,1,2.0
2022/2023,Female,Disabled,NECO,2-year,Polytechnic,zone,South East,South East,,,,,0,100,126,4,3,0,0,0,122,1,2.0
2022/2023,Female,Disabled,NECO,2-year,Polytechnic,zone,South South,South South,,,,,0,119,155,7,6,0,0,0,148,1,2.0
2022/2023,Female,Disabled,NECO,2-year,Polytechnic,zone,South West,South West,,,,,0,283,358,32,29,1,0,0,326,3,2.0
2022/2023,Female,Disabled,NECO,2-year,University,zone,North Central,North Central,,,,,0,122,153,22,18,1,0,0,131,4,2.0
2022/2023,Female,Disabled,NECO,2-year,University,zone,North East,North East,,,,,0,166,200,0,0,0,0,0,200,0,2.0
2022/2023,Female,Disabled,NECO,2-year,University,zone,North West,North West,,,,,0,390,492,0,0,0,0,0,492,0,2.0
2022/2023,Female,Disabled,NECO,2-year,University,zone,South East,South East,,,,,0,109,134,46,41,1,0,0,88,5,2.0
2022/2023,Female,Disabled,NECO,2-year,University,zone,South South,South South,,,,,0,118,143,68,60,2,0,0,75,8,2.0
2022/2023,Female,Disabled,NECO,2-year,University,zone,South West,South West,,,,,0,299,361,57,49,2,0,0,304,8,2.0
2022/2023,Female,Disabled,NECO,3-5-year,College of Education,zone,North Central,North Central,,,,,0,83,118,0,0,0,0,0,118,0,1.5
2022/2023,Female,Disabled,NECO,3-5-year,College of Education,zone,North East,North East,,,,,0,141,189,0,0,0,0,0,189,0,1.5
2022/2023,Female,Disabled,NECO,3-5-year,College of Education,zone,North West,North West,,,,,0,263,378,0,0,0,0,0,378,0,1.5
2022/2023,Female,Disabled,NECO,3-5-year,College of Education,zone,South East,South East,,,,,0,64,94,0,0,0,0,0,94,0,1.5
2022/2023,Female,Disabled,NECO,3-5-year,College of Education,zone,South South,South South,,,,,0,85,130,0,0,0,0,0,130,0,1.5
2022/2023,Female,Disabled,NECO,3-5-year,College of Education,zone,South West,South West,,,,,0,201,302,0,0,0,0,0,302,0,1.5
2022/2023,Female,Disabled,NECO,3-5-year,Polytechnic,zone,North Central,North Central,,,,,0,81,117,0,0,0,0,0,117,0,1.5
2022/2023,Female,Disabled,NECO,3-5-year,Polytechnic,zone,North East,North East,,,,,0,134,175,0,0,0,0,0,175,0,1.5
2022/2023,Female,Disabled,NECO,3-5-year,Polytechnic,zone,North West,North West,,,,,0,195,273,0,0,0,0,0,273,0,1.5
2022/2023,Female,Disabled,NECO,3-5-year,Polytechnic,zone,South East,South East,,,,,0,69,100,0,0,0,0,0,100,0,1.5
2022/2023,Female,Disabled,NECO,3-5-year,Polytechnic,zone,South South,South South,,,,,0,83,126,0,0,0,0,0,126,0,1.5
2022/2023,Female,Disabled,NECO,3-5-year,Polytechnic,zone,South West,South West,,,,,0,206,286,0,0,0,0,0,286,0,1.5
2022/2023,Female,Disabled,NECO,3-5-year,University,zone,North Central,North Central,,,,,0,82,116,0,0,0,0,0,116,0,1.5
2022/2023,Female,Disabled,NECO,3-5-year,University,zone,North East,North East,,,,,0,127,154,0,0,0,0,0,154,0,1.5
2022/2023,Female,Disabled,NECO,3-5-year,University,zone,North West,North West,,,,,0,275,375,0,0,0,0,0,375,0,1.5
2022/2023,Female,Disabled,NECO,3-5-year,University,zone,South East,South East,,,,,0,76,100,0,0,0,0,0,100,0,1.5
2022/2023,Female,Disabled,NECO,3-5-year,University,zone,South South,South South,,,,,0,76,120,0,0,0,0,0,120,0,1.5
2022/2023,Female,Disabled,NECO,3-5-year,University,zone,South West,South West,,,,,0,200,291,0,0,0,0,0,291,0,1.5
2022/2023,Female,Disabled,NECO,5+-year,College of Education,zone,North Central,North Central,,,,,0,45,37,0,0,0,0,8,37,0,1.5
2022/2023,Female,Disabled,NECO,5+-year,College of Education,zone,North East,North East,,,,,0,76,47,0,0,0,0,29,47,0,1.5
2022/2023,Female,Disabled,NECO,5+-year,College of Education,zone,North West,North West,,,,,0,137,89,0,0,0,0,48,89,0,1.5
2022/2023,Female,Disabled,NECO,5+-year,College of Education,zone,South East,South East,,,,,0,35,29,0,0,0,0,6,29,0,1.5
2022/2023,Female,Disabled,NECO,5+-year,College of Education,zone,South South,South South,,,,,0,46,27,0,0,0,0,19,27,0,1.5
2022/2023,Female,Disabled,NECO,5+-year,College of Education,zone,South West,South West,,,,,0,110,101,0,0,0,0,9,101,0,1.5
2022/2023,Female,Disabled,NECO,5+-year,Polytechnic,zone,North Central,North Central,,,,,0,46,33,0,0,0,0,13,33,0,1.5
2022/2023,Female,Disabled,NECO,5+-year,Polytechnic,zone,North East,North East,,,,,0,77,49,0,0,0,0,28,49,0,1.5
2022/2023,Female,Disabled,NECO,5+-year,Polytechnic,zone,North West,North West,,,,,0,113,86,0,0,0,0,27,86,0,1.5
2022/2023,Female,Disabled,NECO,5+-year,Polytechnic,zone,South East,South East,,,,,0,38,33,0,0,0,0,5,33,0,1.5
2022/2023,Female,Disabled,NECO,5+-year,Polytechnic,zone,South South,South South,,,,,0,46,22,0,0,0,0,24,22,0,1.5
2022/2023,Female,Disabled,NECO,5+-year,Polytechnic,zone,South West,South West,,,,,0,116,99,0,0,0,0,17,99,0,1.5
2022/2023,Female,Disabled,NECO,5+-year,University,zone,North Central,North Central,,,,,0,39,23,0,0,0,0,16,23,0,1.5
2022/2023,Female,Disabled,NECO,5+-year,University,zone,North East,North East,,,,,0,68,49,0,0,0,0,19,49,0,1.5
2022/2023,Female,Disabled,NECO,5+-year,University,zone,North West,North West,,,,,0,155,112,0,0,0,0,43,112,0,1.5
2022/2023,Female,Disabled,NECO,5+-year,University,zone,South East,South East,,,,,0,42,40,0,0,0,0,2,40,0,1.5
2022/2023,Female,Disabled,NECO,5+-year,University,zone,South South,South South,,,,,0,44,35,0,0,0,0,9,35,0,1.5
2022/2023,Female,Disabled,NECO,5+-year,University,zone,South West,South West,,,,,0,109,87,0,0,0,0,22,87,0,1.5
2022/2023,Female,Disabled,WAEC,1-year,College of Education,zone,North Central,North Central,,,,,0,266,298,210,199,3,0,0,88,11,1.0
2022/2023,Female,Disabled,WAEC,1-year,College of Education,zone,North East,North East,,,,,0,430,495,167,150,5,0,0,328,17,1.0
2022/2023,Female,Disabled,WAEC,1-year,College of Education,zone,North West,North West,,,,,0,827,953,221,206,4,0,0,732,15,1.0
2022/2023,Female,Disabled,WAEC,1-year,College of Education,zone,South East,South East,,,,,0,210,243,89,83,2,0,0,154,6,1.0
2022/2023,Female,Disabled,WAEC,1-year,College of Education,zone,South South,South South,,,,,0,260,300,67,63,1,0,0,233,4,1.0
2022/2023,Female,Disabled,WAEC,1-year,College of Education,zone,South West,South West,,,,,0,629,728,288,277,3,0,0,440,11,1.0
2022/2023,Female,Disabled,WAEC,1-year,Polytechnic,zone,North Central,North Central,,,,,0,262,292,177,166,3,0,0,115,11,1.0
2022/2023,Female,Disabled,WAEC,1-year,Polytechnic,zone,North East,North East,,,,,0,394,457,85,76,3,0,0,372,9,1.0
2022/2023,Female,Disabled,WAEC,1-year,Polytechnic,zone,North West,North West,,,,,0,649,722,156,146,3,0,0,566,10,1.0
2022/2023,Female,Disabled,WAEC,1-year,Polytechnic,zone,South East,South East,,,,,0,219,253,97,89,2,0,0,156,8,1.0
2022/2023,Female,Disabled,WAEC,1-year,Polytechnic,zone,South South,South South,,,,,0,257,287,116,107,3,0,0,171,9,1.0
2022/2023,Female,Disabled,WAEC,1-year,Polytechnic,zone,South West,South West,,,,,0,612,731,313,303,3,0,0,418,10,1.0
2022/2023,Female,Disabled,WAEC,1-year,University,zone,North Central,North Central,,,,,0,257,294,947,889,16,0,0,0,58,1.0
2022/2023,Female,Disabled,WAEC,1-year,University,zone,North East,North East,,,,,0,365,415,638,572,18,0,0,0,66,1.0
2022/2023,Female,Disabled,WAEC,1-year,University,zone,North West,North West,,,,,0,861,1014,665,628,10,0,0,349,37,1.0
2022/2023,Female,Disabled,WAEC,1-year,University,zone,South East,South East,,,,,0,235,265,976,900,21,0,0,0,76,1.0
2022/2023,Female,Disabled,WAEC,1-year,University,zone,South South,South South,,,,,0,243,273,967,900,19,0,0,0,67,1.0
