session,zone,state,lga,institution_type,tertiary_institution,gender,disability_scope,programme_cluster,discipline_group,programme,admitted_count,matriculated_count
2022/2023,North Central,Kogi,Lokoja,University,Other University Admissions - Kogi 4,Male,disabled,STEMM,Health Sciences,Science Laboratory Technology,122,111
2022/2023,North Central,Kogi,Lokoja,University,Other University Admissions - Kogi 4,Male,disabled,STEMM,Mathematics / Statistics,Statistics,7,6
2022/2023,North Central,Kogi,Okene,Monotechnic,Other Monotechnic Admissions 1,Female,all,STEMM,Environmental Sciences,Quantity Surveying,61,56
2022/2023,North Central,Kogi,Okene,Monotechnic,Other Monotechnic Admissions 1,Female,disabled,STEMM,Environmental Sciences,Quantity Surveying,5,5
2022/2023,North Central,Kogi,Okene,Monotechnic,Other Monotechnic Admissions 1,Male,all,STEMM,Environmental Sciences,Quantity Surveying,77,71
2022/2023,North Central,Kogi,Okene,Monotechnic,Other Monotechnic Admissions 1,Male,disabled,STEMM,Environmental Sciences,Quantity Surveying,6,5
2022/2023,North Central,Kogi,Okene,Monotechnic,Other Monotechnic Admissions 2,Female,all,STEMM,Environmental Sciences,Quantity Surveying,60,55
2022/2023,North Central,Kogi,Okene,Monotechnic,Other Monotechnic Admissions 2,Female,disabled,STEMM,Environmental Sciences,Quantity Surveying,4,4
2022/2023,North Central,Kogi,Okene,Monotechnic,Other Monotechnic Admissions 2,Male,all,STEMM,Environmental Sciences,Quantity Surveying,78,71
2022/2023,North Central,Kogi,Okene,Monotechnic,Other Monotechnic Admissions 2,Male,disabled,STEMM,Environmental Sciences,Quantity Surveying,6,5
2022/2023,North Central,Kogi,Okene,Polytechnic,Other Polytechnic Admissions - Kogi 1,Female,all,Non-STEMM,Social Sciences,Library and Information Science,1581,1448
2022/2023,North Central,Kogi,Okene,Polytechnic,Other Polytechnic Admissions - Kogi 1,Female,all,STEMM,Medicine / Health Sciences,Physiology,392,359
2022/2023,North Central,Kogi,Okene,Polytechnic,Other Polytechnic Admissions - Kogi 1,Female,disabled,Non-STEMM,Social Sciences,Library and Information Science,127,116
2022/2023,North Central,Kogi,Okene,Polytechnic,Other Polytechnic Admissions - Kogi 1,Female,disabled,STEMM,Medicine / Health Sciences,Physiology,31,28
2022/2023,North Central,Kogi,Okene,Polytechnic,Other Polytechnic Admissions - Kogi 1,Male,all,Non-STEMM,Social Sciences,Library and Information Science,1519,1391
2022/2023,North Central,Kogi,Okene,Polytechnic,Other Polytechnic Admissions - Kogi 1,Male,all,STEMM,Medicine / Health Sciences,Physiology,283,259
2022/2023,North Central,Kogi,Okene,Polytechnic,Other Polytechnic Admissions - Kogi 1,Male,disabled,Non-STEMM,Social Sciences,Library and Information Science,122,111
2022/2023,North Central,Kogi,Okene,Polytechnic,Other Polytechnic Admissions - Kogi 1,Male,disabled,STEMM,Medicine / Health Sciences,Physiology,22,20
2022/2023,North Central,Kwara,Edu,Monotechnic,Other Monotechnic Admissions 1,Female,all,STEMM,Environmental Sciences,Quantity Surveying,54,49
2022/2023,North Central,Kwara,Edu,Monotechnic,Other Monotechnic Admissions 1,Female,disabled,STEMM,Environmental Sciences,Quantity Surveying,4,4
2022/2023,North Central,Kwara,Edu,Monotechnic,Other Monotechnic Admissions 1,Male,all,STEMM,Environmental Sciences,Quantity Surveying,69,63
2022/2023,North Central,Kwara,Edu,Monotechnic,Other Monotechnic Admissions 1,Male,disabled,STEMM,Environmental Sciences,Quantity Surveying,6,5
2022/2023,North Central,Kwara,Edu,Monotechnic,Other Monotechnic Admissions 2,Female,all,STEMM,Environmental Sciences,Quantity Surveying,53,49
2022/2023,North Central,Kwara,Edu,Monotechnic,Other Monotechnic Admissions 2,Female,disabled,STEMM,Environmental Sciences,Quantity Surveying,4,4
2022/2023,North Central,Kwara,Edu,Monotechnic,Other Monotechnic Admissions 2,Male,all,STEMM,Environmental Sciences,Quantity Surveying,69,63
2022/2023,North Central,Kwara,Edu,Monotechnic,Other Monotechnic Admissions 2,Male,disabled,STEMM,Environmental Sciences,Quantity Surveying,5,5
2022/2023,North Central,Kwara,Ekiti,School of Health,Other School of Health Admissions,Female,all,STEMM,Environmental Sciences,Estate Management,6,5
2022/2023,North Central,Kwara,Ekiti,School of Health,Other School of Health Admissions,Male,all,STEMM,Environmental Sciences,Estate Management,8,7
2022/2023,North Central,Kwara,Ekiti,Seminary/Theological College,Other Seminary/Theological College Admissions,Female,all,STEMM,Environmental Sciences,Estate Management,7,6
2022/2023,North Central,Kwara,Ekiti,Seminary/Theological College,Other Seminary/Theological College Admissions,Male,all,STEMM,Environmental Sciences,Estate Management,11,10
2022/2023,North Central,Kwara,Ilorin East,University,Other University Admissions - Kwara 1,Female,all,Non-STEMM,ART,Linguistics,1287,1179
2022/2023,North Central,Kwara,Ilorin East,University,Other University Admissions - Kwara 1,Female,all,STEMM,Mathematics / Statistics,Statistics,326,299
2022/2023,North Central,Kwara,Ilorin East,University,Other University Admissions - Kwara 1,Female,disabled,Non-STEMM,ART,Linguistics,102,93
2022/2023,North Central,Kwara,Ilorin East,University,Other University Admissions - Kwara 1,Female,disabled,STEMM,Mathematics / Statistics,Statistics,26,24
2022/2023,North Central,Kwara,Ilorin East,University,Other University Admissions - Kwara 1,Male,all,Non-STEMM,ART,Linguistics,1141,1045
2022/2023,North Central,Kwara,Ilorin East,University,Other University Admissions - Kwara 1,Male,all,STEMM,Mathematics / Statistics,Statistics,415,380
2022/2023,North Central,Kwara,Ilorin East,University,Other University Admissions - Kwara 1,Male,disabled,Non-STEMM,ART,Linguistics,91,83
2022/2023,North Central,Kwara,Ilorin East,University,Other University Admissions - Kwara 1,Male,disabled,STEMM,Mathematics / Statistics,Statistics,33,30
2022/2023,North Central,Kwara,Ilorin East,University,"Summit University, Offa, Kwara State",Female,all,STEMM,Medicine / Health Sciences,Physiology,65,60
2022/2023,North Central,Kwara,Ilorin East,University,"Summit University, Offa, Kwara State",Female,disabled,STEMM,Medicine / Health Sciences,Physiology,5,5
2022/2023,North Central,Kwara,Ilorin East,University,"Summit University, Offa, Kwara State",Male,all,STEMM,Medicine / Health Sciences,Physiology,46,42
2022/2023,North Central,Kwara,Ilorin East,University,"Summit University, Offa, Kwara State",Male,disabled,STEMM,Medicine / Health Sciences,Physiology,3,3
2022/2023,North Central,Kwara,Ilorin West,Polytechnic,Other Polytechnic Admissions - Kwara 1,Female,all,Non-STEMM,Social Sciences,Insurance,934,855
2022/2023,North Central,Kwara,Ilorin West,Polytechnic,Other Polytechnic Admissions - Kwara 1,Female,all,STEMM,Environmental Sciences,Urban and Regional Planning,26,24
2022/2023,North Central,Kwara,Ilorin West,Polytechnic,Other Polytechnic Admissions - Kwara 1,Female,all,STEMM,Medicine / Health Sciences,Anatomy,389,356
2022/2023,North Central,Kwara,Ilorin West,Polytechnic,Other Polytechnic Admissions - Kwara 1,Female,disabled,Non-STEMM,Social Sciences,Insurance,74,67
2022/2023,North Central,Kwara,Ilorin West,Polytechnic,Other Polytechnic Admissions - Kwara 1,Female,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,2,2
2022/2023,North Central,Kwara,Ilorin West,Polytechnic,Other Polytechnic Admissions - Kwara 1,Female,disabled,STEMM,Medicine / Health Sciences,Anatomy,31,28
2022/2023,North Central,Kwara,Ilorin West,Polytechnic,Other Polytechnic Admissions - Kwara 1,Male,all,Non-STEMM,Social Sciences,Insurance,897,822
2022/2023,North Central,Kwara,Ilorin West,Polytechnic,Other Polytechnic Admissions - Kwara 1,Male,all,STEMM,Environmental Sciences,Urban and Regional Planning,35,32
2022/2023,North Central,Kwara,Ilorin West,Polytechnic,Other Polytechnic Admissions - Kwara 1,Male,all,STEMM,Medicine / Health Sciences,Anatomy,280,256
2022/2023,North Central,Kwara,Ilorin West,Polytechnic,Other Polytechnic Admissions - Kwara 1,Male,disabled,Non-STEMM,Social Sciences,Insurance,71,65
2022/2023,North Central,Kwara,Ilorin West,Polytechnic,Other Polytechnic Admissions - Kwara 1,Male,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,2,2
2022/2023,North Central,Kwara,Ilorin West,Polytechnic,Other Polytechnic Admissions - Kwara 1,Male,disabled,STEMM,Medicine / Health Sciences,Anatomy,22,20
2022/2023,North Central,Kwara,Offa,College of Education,Other College of Education Admissions - Kwara 1,Female,all,Non-STEMM,ART,Theology,379,347
2022/2023,North Central,Kwara,Offa,College of Education,Other College of Education Admissions - Kwara 1,Female,all,Non-STEMM,Education,Economics Education,1377,1261
2022/2023,North Central,Kwara,Offa,College of Education,Other College of Education Admissions - Kwara 1,Female,all,STEMM,Environmental Sciences,Estate Management,14,13
2022/2023,North Central,Kwara,Offa,College of Education,Other College of Education Admissions - Kwara 1,Female,disabled,Non-STEMM,ART,Theology,30,27
2022/2023,North Central,Kwara,Offa,College of Education,Other College of Education Admissions - Kwara 1,Female,disabled,Non-STEMM,Education,Economics Education,111,101
2022/2023,North Central,Kwara,Offa,College of Education,Other College of Education Admissions - Kwara 1,Female,disabled,STEMM,Environmental Sciences,Estate Management,1,1
2022/2023,North Central,Kwara,Offa,College of Education,Other College of Education Admissions - Kwara 1,Male,all,Non-STEMM,ART,Theology,336,308
2022/2023,North Central,Kwara,Offa,College of Education,Other College of Education Admissions - Kwara 1,Male,all,Non-STEMM,Education,Economics Education,1125,1030
2022/2023,North Central,Kwara,Offa,College of Education,Other College of Education Admissions - Kwara 1,Male,all,STEMM,Environmental Sciences,Estate Management,18,16
2022/2023,North Central,Kwara,Offa,College of Education,Other College of Education Admissions - Kwara 1,Male,disabled,Non-STEMM,ART,Theology,26,24
2022/2023,North Central,Kwara,Offa,College of Education,Other College of Education Admissions - Kwara 1,Male,disabled,Non-STEMM,Education,Economics Education,89,81
2022/2023,North Central,Kwara,Offa,College of Education,Other College of Education Admissions - Kwara 1,Male,disabled,STEMM,Environmental Sciences,Estate Management,1,1
2022/2023,North Central,Kwara,Offa,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Female,all,STEMM,Environmental Sciences,Estate Management,25,23
2022/2023,North Central,Kwara,Offa,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Female,disabled,STEMM,Environmental Sciences,Estate Management,1,1
2022/2023,North Central,Kwara,Offa,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Male,all,STEMM,Environmental Sciences,Estate Management,33,30
2022/2023,North Central,Kwara,Offa,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Male,disabled,STEMM,Environmental Sciences,Estate Management,2,2
2022/2023,North Central,Kwara,Offa,University,"University of Ilorin, Ilorin, Kwara State",Female,all,Non-STEMM,Education,Education & Biology,5901,5405
2022/2023,North Central,Kwara,Offa,University,"University of Ilorin, Ilorin, Kwara State",Female,all,Non-STEMM,Social Sciences,Library and Information Science,1480,1356
2022/2023,North Central,Kwara,Offa,University,"University of Ilorin, Ilorin, Kwara State",Female,disabled,Non-STEMM,Education,Education & Biology,480,437
2022/2023,North Central,Kwara,Offa,University,"University of Ilorin, Ilorin, Kwara State",Female,disabled,Non-STEMM,Social Sciences,Library and Information Science,119,108
2022/2023,North Central,Kwara,Offa,University,"University of Ilorin, Ilorin, Kwara State",Male,all,Non-STEMM,Education,Education & Biology,4828,4422
2022/2023,North Central,Kwara,Offa,University,"University of Ilorin, Ilorin, Kwara State",Male,all,Non-STEMM,Social Sciences,Library and Information Science,1421,1302
2022/2023,North Central,Kwara,Offa,University,"University of Ilorin, Ilorin, Kwara State",Male,disabled,Non-STEMM,Education,Education & Biology,392,357
2022/2023,North Central,Kwara,Offa,University,"University of Ilorin, Ilorin, Kwara State",Male,disabled,Non-STEMM,Social Sciences,Library and Information Science,114,104
2022/2023,North Central,Nasarawa,Akwanga,College of Education,Other College of Education Admissions - Nasarawa 1,Female,all,Non-STEMM,Education,Early Childhood Education,1391,1274
2022/2023,North Central,Nasarawa,Akwanga,College of Education,Other College of Education Admissions - Nasarawa 1,Female,all,Non-STEMM,Education,Social Studies Education,573,525
2022/2023,North Central,Nasarawa,Akwanga,College of Education,Other College of Education Admissions - Nasarawa 1,Female,all,STEMM,Environmental Sciences,Estate Management,10,9
2022/2023,North Central,Nasarawa,Akwanga,College of Education,Other College of Education Admissions - Nasarawa 1,Female,disabled,Non-STEMM,Education,Early Childhood Education,112,102
2022/2023,North Central,Nasarawa,Akwanga,College of Education,Other College of Education Admissions - Nasarawa 1,Female,disabled,Non-STEMM,Education,Social Studies Education,45,41
2022/2023,North Central,Nasarawa,Akwanga,College of Education,Other College of Education Admissions - Nasarawa 1,Male,all,Non-STEMM,Education,Early Childhood Education,1138,1042
2022/2023,North Central,Nasarawa,Akwanga,College of Education,Other College of Education Admissions - Nasarawa 1,Male,all,Non-STEMM,Education,Social Studies Education,467,428
2022/2023,North Central,Nasarawa,Akwanga,College of Education,Other College of Education Admissions - Nasarawa 1,Male,all,STEMM,Environmental Sciences,Estate Management,13,12
2022/2023,North Central,Nasarawa,Akwanga,College of Education,Other College of Education Admissions - Nasarawa 1,Male,disabled,Non-STEMM,Education,Early Childhood Education,91,83
2022/2023,North Central,Nasarawa,Akwanga,College of Education,Other College of Education Admissions - Nasarawa 1,Male,disabled,Non-STEMM,Education,Social Studies Education,37,34
2022/2023,North Central,Nasarawa,Akwanga,College of Education,Other College of Education Admissions - Nasarawa 1,Male,disabled,STEMM,Environmental Sciences,Estate Management,1,1
2022/2023,North Central,Nasarawa,Akwanga,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Female,all,STEMM,Environmental Sciences,Estate Management,14,13
2022/2023,North Central,Nasarawa,Akwanga,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Female,disabled,STEMM,Environmental Sciences,Estate Management,1,1
2022/2023,North Central,Nasarawa,Akwanga,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Male,all,STEMM,Environmental Sciences,Estate Management,18,16
