session,zone,state,lga,institution_type,tertiary_institution,gender,disability_scope,programme_cluster,discipline_group,programme,loan_applications,loan_approved,loan_disbursed
2024/2025,North Central,Abuja Federal Capital Territory,Gwagwalada,College of Education,"Federal College of Education, Zuba",Male,disabled,Non-STEMM,Arts / Humanities,Theatre Arts,3,3,3
2024/2025,North Central,Abuja Federal Capital Territory,Gwagwalada,College of Education,"Federal College of Education, Zuba",Male,disabled,Non-STEMM,Business / Administration / Law,Marketing,5,3,3
2024/2025,North Central,Abuja Federal Capital Territory,Gwagwalada,College of Education,"Federal College of Education, Zuba",Male,disabled,Non-STEMM,Communication / Media,Broadcasting,3,3,3
2024/2025,North Central,Abuja Federal Capital Territory,Gwagwalada,College of Education,"Federal College of Education, Zuba",Male,disabled,Non-STEMM,Communication / Media,Development Communication,3,3,3
2024/2025,North Central,Abuja Federal Capital Territory,Gwagwalada,College of Education,"Federal College of Education, Zuba",Male,disabled,Non-STEMM,Communication / Media,Public Relations,3,3,3
2024/2025,North Central,Abuja Federal Capital Territory,Gwagwalada,College of Education,"Federal College of Education, Zuba",Male,disabled,Non-STEMM,Education,Adult Education,3,3,3
2024/2025,North Central,Abuja Federal Capital Territory,Gwagwalada,College of Education,"Federal College of Education, Zuba",Male,disabled,Non-STEMM,Education,Educational Technology,3,3,3
2024/2025,North Central,Abuja Federal Capital Territory,Gwagwalada,College of Education,"Federal College of Education, Zuba",Male,disabled,Non-STEMM,Education,Guidance and Counselling,3,3,3
2024/2025,North Central,Abuja Federal Capital Territory,Gwagwalada,College of Education,"Federal College of Education, Zuba",Male,disabled,Non-STEMM,Education,Primary Education Studies,3,3,3
2024/2025,North Central,Abuja Federal Capital Territory,Gwagwalada,College of Education,"Federal College of Education, Zuba",Male,disabled,Non-STEMM,Languages,English Language,5,3,3
2024/2025,North Central,Abuja Federal Capital Territory,Gwagwalada,College of Education,"Federal College of Education, Zuba",Male,disabled,Non-STEMM,Languages,Hausa,5,3,3
2024/2025,North Central,Abuja Federal Capital Territory,Gwagwalada,College of Education,"Federal College of Education, Zuba",Male,disabled,Non-STEMM,Languages,Yoruba,5,3,3
2024/2025,North Central,Abuja Federal Capital Territory,Gwagwalada,College of Education,"Federal College of Education, Zuba",Male,disabled,Non-STEMM,Social Sciences,Accounting,3,3,3
2024/2025,North Central,Abuja Federal Capital Territory,Gwagwalada,College of Education,"Federal College of Education, Zuba",Male,disabled,Non-STEMM,Social Sciences,Business Administration,3,3,3
2024/2025,North Central,Abuja Federal Capital Territory,Gwagwalada,College of Education,"Federal College of Education, Zuba",Male,disabled,Non-STEMM,Social Sciences,Criminology,3,3,3
2024/2025,North Central,Abuja Federal Capital Territory,Gwagwalada,College of Education,"Federal College of Education, Zuba",Male,disabled,Non-STEMM,Social Sciences,Economics,3,3,3
2024/2025,North Central,Abuja Federal Capital Territory,Gwagwalada,College of Education,"Federal College of Education, Zuba",Male,disabled,Non-STEMM,Social Sciences,Geography,3,3,3
2024/2025,North Central,Abuja Federal Capital Territory,Gwagwalada,College of Education,"Federal College of Education, Zuba",Male,disabled,Non-STEMM,Social Sciences,International Relations,3,3,3
2024/2025,North Central,Abuja Federal Capital Territory,Gwagwalada,College of Education,"Federal College of Education, Zuba",Male,disabled,Non-STEMM,Social Sciences,Sociology,3,3,3
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,Non-STEMM,Arts,English and Literary Studies,38,31,28
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,Non-STEMM,Arts,Law,69,53,46
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,Non-STEMM,Arts / Humanities,Fine and Applied Arts,61,53,48
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,Non-STEMM,Arts / Humanities,Philosophy,51,43,41
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,Non-STEMM,Arts / Humanities,Religious Studies,58,46,38
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,Non-STEMM,Business / Administration / Law,Insurance,81,61,56
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,Non-STEMM,Communication / Media,Broadcasting,51,43,41
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,Non-STEMM,Communication / Media,Development Communication,53,46,41
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,Non-STEMM,Communication / Media,Journalism and Media Studies,56,46,41
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,Non-STEMM,Communication / Media,Public Relations,64,51,48
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,Non-STEMM,Education,Curriculum Studies,56,48,46
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,Non-STEMM,Education,Educational Management,48,41,36
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,Non-STEMM,Education,Educational Technology,64,48,46
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,Non-STEMM,Education,Guidance and Counselling,43,33,28
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,Non-STEMM,Education,Primary Education Studies,56,48,46
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,Non-STEMM,Languages,Arabic Studies,43,33,33
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,Non-STEMM,Languages,English Language,36,31,28
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,Non-STEMM,Languages,French,41,31,28
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,Non-STEMM,Languages,Hausa,58,43,38
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,Non-STEMM,Languages,Igbo,51,43,41
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,Non-STEMM,Languages,Yoruba,58,48,46
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,Non-STEMM,Social Sciences,Accounting,51,41,36
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,Non-STEMM,Social Sciences,Banking and Finance,61,48,46
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,Non-STEMM,Social Sciences,Economics,46,38,36
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,Non-STEMM,Social Sciences,Geography,74,58,53
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,Non-STEMM,Social Sciences,International Relations,79,66,56
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,Non-STEMM,Social Sciences,Mass Communication,41,31,31
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,Non-STEMM,Social Sciences,Political Science,53,43,38
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,Non-STEMM,Social Sciences,Psychology,61,48,46
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,Non-STEMM,Social Sciences,Public Administration,58,46,41
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,Non-STEMM,Social Sciences,Sociology,48,41,38
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,STEMM,Biological Sciences,Biochemistry,51,38,33
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,STEMM,Computing / ICT,Computer Science,46,36,33
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,STEMM,Engineering,Chemical Engineering,61,53,48
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,STEMM,Engineering,Civil Engineering,51,41,38
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,STEMM,Engineering,Electrical Engineering,58,48,48
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,STEMM,Engineering,Mechanical Engineering,41,31,31
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,STEMM,Engineering,Mechatronics Engineering,69,56,46
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,STEMM,Engineering,Petroleum Engineering,61,48,43
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,STEMM,Mathematics / Statistics,Actuarial Science,58,51,48
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,STEMM,Mathematics / Statistics,Applied Mathematics,58,46,43
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,STEMM,Mathematics / Statistics,Mathematics,38,33,28
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,STEMM,Mathematics / Statistics,Operations Research,64,51,48
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,STEMM,Mathematics / Statistics,Statistics,46,38,36
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,STEMM,Medicine / Health Sciences,Anatomy,56,43,38
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,STEMM,Medicine / Health Sciences,Medical Laboratory Science,38,36,33
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,STEMM,Medicine / Health Sciences,Medicine and Surgery,36,31,28
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,STEMM,Medicine / Health Sciences,Nursing Science,36,31,28
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,STEMM,Physical Sciences,Microbiology,43,36,33
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,STEMM,Science,Geology,64,56,51
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,STEMM,Science,Industrial Chemistry,64,48,46
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,STEMM,Science,Physics,48,41,36
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,STEMM,Science,Plant Science,66,53,46
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,STEMM,Technology / ICT,Cybersecurity,51,41,41
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,STEMM,Technology / ICT,Data Science,58,48,41
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,STEMM,Technology / ICT,Software Engineering,61,51,46
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,disabled,Non-STEMM,Arts,English and Literary Studies,3,3,3
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,disabled,Non-STEMM,Arts,Law,5,5,3
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,disabled,Non-STEMM,Arts / Humanities,Fine and Applied Arts,3,3,3
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,disabled,Non-STEMM,Arts / Humanities,Philosophy,3,3,3
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,disabled,Non-STEMM,Arts / Humanities,Religious Studies,5,5,3
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,disabled,Non-STEMM,Business / Administration / Law,Insurance,5,5,3
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,disabled,Non-STEMM,Communication / Media,Broadcasting,3,3,3
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,disabled,Non-STEMM,Communication / Media,Development Communication,5,5,3
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,disabled,Non-STEMM,Communication / Media,Journalism and Media Studies,5,3,3
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,disabled,Non-STEMM,Communication / Media,Public Relations,5,3,3
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,disabled,Non-STEMM,Education,Curriculum Studies,3,3,3
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,disabled,Non-STEMM,Education,Educational Management,5,3,3
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,disabled,Non-STEMM,Education,Educational Technology,5,3,3
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,disabled,Non-STEMM,Education,Guidance and Counselling,3,3,3
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,disabled,Non-STEMM,Education,Primary Education Studies,3,3,3
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,disabled,Non-STEMM,Languages,Arabic Studies,3,3,3
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,disabled,Non-STEMM,Languages,English Language,3,3,3
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,disabled,Non-STEMM,Languages,French,3,3,3
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,disabled,Non-STEMM,Languages,Hausa,5,3,3
2024/2025,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,disabled,Non-STEMM,Languages,Igbo,3,3,3
