session,zone,state,lga,ward,school,gender,disability,exam_body,institution_type,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years
2022/2023,South East,Imo,Okigwe,Amuro,"Comprehensive High School, Amuro",Female,ALL,NECO,University,159,157,91,30,27,3,1.5
2022/2023,South East,Imo,Okigwe,Amuro,"Comprehensive High School, Amuro",Female,ALL,WAEC,University,191,188,109,35,29,6,1.5
2022/2023,South East,Imo,Okigwe,Amuro,"Comprehensive High School, Amuro",Female,Disabled,NABTEB,University,12,12,6,0,0,0,1.6
2022/2023,South East,Imo,Okigwe,Amuro,"Comprehensive High School, Amuro",Female,Disabled,NECO,University,18,18,10,4,5,0,1.5
2022/2023,South East,Imo,Okigwe,Amuro,"Comprehensive High School, Amuro",Female,Disabled,WAEC,University,22,22,12,4,4,0,1.5
2022/2023,South East,Imo,Okigwe,Amuro,"Comprehensive High School, Amuro",Male,ALL,NABTEB,University,82,81,46,9,9,0,1.6
2022/2023,South East,Imo,Okigwe,Amuro,"Comprehensive High School, Amuro",Male,ALL,NECO,University,153,151,83,25,22,3,1.5
2022/2023,South East,Imo,Okigwe,Amuro,"Comprehensive High School, Amuro",Male,ALL,WAEC,University,200,197,107,35,29,6,1.5
2022/2023,South East,Imo,Okigwe,Amuro,"Comprehensive High School, Amuro",Male,Disabled,NABTEB,University,12,12,6,0,0,0,1.6
2022/2023,South East,Imo,Okigwe,Amuro,"Comprehensive High School, Amuro",Male,Disabled,NECO,University,15,15,8,4,5,0,1.5
2022/2023,South East,Imo,Okigwe,Amuro,"Comprehensive High School, Amuro",Male,Disabled,WAEC,University,22,22,12,4,4,0,1.5
2022/2023,South East,Imo,Okigwe,Amuro,"Government Secondary School, Amuro",Female,ALL,NABTEB,College of Education,142,140,77,27,23,4,1.8
2022/2023,South East,Imo,Okigwe,Amuro,"Government Secondary School, Amuro",Female,ALL,NECO,College of Education,228,225,130,50,44,6,1.8
2022/2023,South East,Imo,Okigwe,Amuro,"Government Secondary School, Amuro",Female,ALL,WAEC,College of Education,322,317,187,62,58,4,1.8
2022/2023,South East,Imo,Okigwe,Amuro,"Government Secondary School, Amuro",Female,Disabled,NABTEB,College of Education,12,12,6,5,5,0,1.8
2022/2023,South East,Imo,Okigwe,Amuro,"Government Secondary School, Amuro",Female,Disabled,NECO,College of Education,18,18,10,4,5,0,1.8
2022/2023,South East,Imo,Okigwe,Amuro,"Government Secondary School, Amuro",Female,Disabled,WAEC,College of Education,28,28,15,4,4,0,1.8
2022/2023,South East,Imo,Okigwe,Amuro,"Government Secondary School, Amuro",Male,ALL,NABTEB,College of Education,160,158,92,32,27,5,1.8
2022/2023,South East,Imo,Okigwe,Amuro,"Government Secondary School, Amuro",Male,ALL,NECO,College of Education,266,262,148,46,44,2,1.8
2022/2023,South East,Imo,Okigwe,Amuro,"Government Secondary School, Amuro",Male,ALL,WAEC,College of Education,441,434,250,73,66,7,1.8
2022/2023,South East,Imo,Okigwe,Amuro,"Government Secondary School, Amuro",Male,Disabled,NABTEB,College of Education,15,15,9,5,5,0,1.8
2022/2023,South East,Imo,Okigwe,Amuro,"Government Secondary School, Amuro",Male,Disabled,NECO,College of Education,22,22,10,4,5,0,1.8
2022/2023,South East,Imo,Okigwe,Amuro,"Government Secondary School, Amuro",Male,Disabled,WAEC,College of Education,35,34,19,4,4,0,1.8
2022/2023,South East,Imo,Okigwe,Amuro,"Unity College, Okigwe",Female,ALL,NABTEB,Polytechnic,110,108,67,23,18,5,1.7
2022/2023,South East,Imo,Okigwe,Amuro,"Unity College, Okigwe",Female,ALL,NECO,Polytechnic,216,213,130,50,44,6,1.6
2022/2023,South East,Imo,Okigwe,Amuro,"Unity College, Okigwe",Female,ALL,WAEC,Polytechnic,278,274,158,66,62,4,1.6
2022/2023,South East,Imo,Okigwe,Amuro,"Unity College, Okigwe",Female,Disabled,NABTEB,Polytechnic,15,15,9,5,5,0,1.7
2022/2023,South East,Imo,Okigwe,Amuro,"Unity College, Okigwe",Female,Disabled,NECO,Polytechnic,28,28,16,4,5,0,1.6
2022/2023,South East,Imo,Okigwe,Amuro,"Unity College, Okigwe",Female,Disabled,WAEC,Polytechnic,35,34,19,8,8,0,1.6
2022/2023,South East,Imo,Okigwe,Amuro,"Unity College, Okigwe",Male,ALL,NABTEB,Polytechnic,116,114,67,23,18,5,1.7
2022/2023,South East,Imo,Okigwe,Amuro,"Unity College, Okigwe",Male,ALL,NECO,Polytechnic,225,222,135,46,40,6,1.6
2022/2023,South East,Imo,Okigwe,Amuro,"Unity College, Okigwe",Male,ALL,WAEC,Polytechnic,263,259,148,54,49,5,1.6
2022/2023,South East,Imo,Okigwe,Amuro,"Unity College, Okigwe",Male,Disabled,NABTEB,Polytechnic,15,15,9,5,5,0,1.7
2022/2023,South East,Imo,Okigwe,Amuro,"Unity College, Okigwe",Male,Disabled,NECO,Polytechnic,28,28,16,4,5,0,1.6
2022/2023,South East,Imo,Okigwe,Amuro,"Unity College, Okigwe",Male,Disabled,WAEC,Polytechnic,35,34,19,8,8,0,1.6
2022/2023,South East,Imo,Orlu,Amaifeke,"Community Secondary School, Amaifeke",Female,ALL,NABTEB,University,119,117,74,27,23,4,1.6
2022/2023,South East,Imo,Orlu,Amaifeke,"Community Secondary School, Amaifeke",Female,ALL,NECO,University,275,271,169,63,53,10,1.5
2022/2023,South East,Imo,Orlu,Amaifeke,"Community Secondary School, Amaifeke",Female,ALL,WAEC,University,347,342,197,77,70,7,1.5
2022/2023,South East,Imo,Orlu,Amaifeke,"Community Secondary School, Amaifeke",Female,Disabled,NABTEB,University,18,18,9,5,5,0,1.6
2022/2023,South East,Imo,Orlu,Amaifeke,"Community Secondary School, Amaifeke",Female,Disabled,NECO,University,35,34,18,4,5,0,1.5
2022/2023,South East,Imo,Orlu,Amaifeke,"Community Secondary School, Amaifeke",Female,Disabled,WAEC,University,47,46,24,8,8,0,1.5
2022/2023,South East,Imo,Orlu,Amaifeke,"Community Secondary School, Amaifeke",Male,ALL,NABTEB,University,154,152,95,32,27,5,1.6
2022/2023,South East,Imo,Orlu,Amaifeke,"Community Secondary School, Amaifeke",Male,ALL,NECO,University,319,314,180,63,58,5,1.5
2022/2023,South East,Imo,Orlu,Amaifeke,"Community Secondary School, Amaifeke",Male,ALL,WAEC,University,385,379,224,85,74,11,1.5
2022/2023,South East,Imo,Orlu,Amaifeke,"Community Secondary School, Amaifeke",Male,Disabled,NABTEB,University,21,21,12,5,5,0,1.6
2022/2023,South East,Imo,Orlu,Amaifeke,"Community Secondary School, Amaifeke",Male,Disabled,NECO,University,47,46,26,9,9,0,1.5
2022/2023,South East,Imo,Orlu,Amaifeke,"Community Secondary School, Amaifeke",Male,Disabled,WAEC,University,59,58,32,11,8,3,1.5
2022/2023,South East,Imo,Orlu,Amaifeke,"Comprehensive High School, Amaifeke",Female,ALL,NABTEB,Polytechnic,94,93,55,18,14,4,1.7
2022/2023,South East,Imo,Orlu,Amaifeke,"Comprehensive High School, Amaifeke",Female,ALL,NECO,Polytechnic,156,154,83,30,27,3,1.6
2022/2023,South East,Imo,Orlu,Amaifeke,"Comprehensive High School, Amaifeke",Female,ALL,WAEC,Polytechnic,206,203,117,38,33,5,1.6
2022/2023,South East,Imo,Orlu,Amaifeke,"Comprehensive High School, Amaifeke",Female,Disabled,NABTEB,Polytechnic,12,12,6,5,5,0,1.7
2022/2023,South East,Imo,Orlu,Amaifeke,"Comprehensive High School, Amaifeke",Female,Disabled,NECO,Polytechnic,22,22,10,4,5,0,1.6
2022/2023,South East,Imo,Orlu,Amaifeke,"Comprehensive High School, Amaifeke",Female,Disabled,WAEC,Polytechnic,31,31,15,4,4,0,1.6
2022/2023,South East,Imo,Orlu,Amaifeke,"Comprehensive High School, Amaifeke",Male,ALL,NABTEB,Polytechnic,94,93,49,9,9,0,1.7
2022/2023,South East,Imo,Orlu,Amaifeke,"Comprehensive High School, Amaifeke",Male,ALL,NECO,Polytechnic,179,176,101,30,27,3,1.6
2022/2023,South East,Imo,Orlu,Amaifeke,"Comprehensive High School, Amaifeke",Male,ALL,WAEC,Polytechnic,222,219,124,38,33,5,1.6
2022/2023,South East,Imo,Orlu,Amaifeke,"Comprehensive High School, Amaifeke",Male,Disabled,NABTEB,Polytechnic,12,12,6,0,0,0,1.7
2022/2023,South East,Imo,Orlu,Amaifeke,"Comprehensive High School, Amaifeke",Male,Disabled,NECO,Polytechnic,28,28,16,4,5,0,1.6
2022/2023,South East,Imo,Orlu,Amaifeke,"Comprehensive High School, Amaifeke",Male,Disabled,WAEC,Polytechnic,31,31,17,4,4,0,1.6
2022/2023,South East,Imo,Orlu,Amaifeke,"Government Secondary School, Amaifeke",Female,ALL,NABTEB,Polytechnic,107,105,58,23,18,5,1.7
2022/2023,South East,Imo,Orlu,Amaifeke,"Government Secondary School, Amaifeke",Female,ALL,NECO,Polytechnic,194,191,112,42,35,7,1.6
2022/2023,South East,Imo,Orlu,Amaifeke,"Government Secondary School, Amaifeke",Female,ALL,WAEC,Polytechnic,281,277,153,50,45,5,1.6
2022/2023,South East,Imo,Orlu,Amaifeke,"Government Secondary School, Amaifeke",Female,Disabled,NABTEB,Polytechnic,12,12,6,5,5,0,1.7
2022/2023,South East,Imo,Orlu,Amaifeke,"Government Secondary School, Amaifeke",Female,Disabled,NECO,Polytechnic,25,25,13,4,5,0,1.6
2022/2023,South East,Imo,Orlu,Amaifeke,"Government Secondary School, Amaifeke",Female,Disabled,WAEC,Polytechnic,31,31,17,4,4,0,1.6
2022/2023,South East,Imo,Orlu,Amaifeke,"Government Secondary School, Amaifeke",Male,ALL,NABTEB,Polytechnic,119,117,71,23,18,5,1.7
2022/2023,South East,Imo,Orlu,Amaifeke,"Government Secondary School, Amaifeke",Male,ALL,NECO,Polytechnic,212,209,120,42,35,7,1.6
2022/2023,South East,Imo,Orlu,Amaifeke,"Government Secondary School, Amaifeke",Male,ALL,WAEC,Polytechnic,316,311,175,50,45,5,1.6
2022/2023,South East,Imo,Orlu,Amaifeke,"Government Secondary School, Amaifeke",Male,Disabled,NABTEB,Polytechnic,15,15,9,5,5,0,1.7
2022/2023,South East,Imo,Orlu,Amaifeke,"Government Secondary School, Amaifeke",Male,Disabled,NECO,Polytechnic,25,25,13,4,5,0,1.6
2022/2023,South East,Imo,Orlu,Amaifeke,"Government Secondary School, Amaifeke",Male,Disabled,WAEC,Polytechnic,38,37,19,4,4,0,1.6
2022/2023,South East,Imo,Orlu,Amaifeke,"Unity College, Orlu",Female,ALL,NABTEB,College of Education,94,93,58,23,18,5,1.8
2022/2023,South East,Imo,Orlu,Amaifeke,"Unity College, Orlu",Female,ALL,NECO,College of Education,182,179,104,42,40,2,1.8
2022/2023,South East,Imo,Orlu,Amaifeke,"Unity College, Orlu",Female,ALL,WAEC,College of Education,238,234,143,58,53,5,1.8
2022/2023,South East,Imo,Orlu,Amaifeke,"Unity College, Orlu",Female,Disabled,NABTEB,College of Education,12,12,6,5,5,0,1.8
2022/2023,South East,Imo,Orlu,Amaifeke,"Unity College, Orlu",Female,Disabled,NECO,College of Education,22,22,13,4,5,0,1.8
2022/2023,South East,Imo,Orlu,Amaifeke,"Unity College, Orlu",Female,Disabled,WAEC,College of Education,25,25,15,4,4,0,1.8
2022/2023,South East,Imo,Orlu,Amaifeke,"Unity College, Orlu",Male,ALL,NABTEB,College of Education,107,105,64,23,18,5,1.8
2022/2023,South East,Imo,Orlu,Amaifeke,"Unity College, Orlu",Male,ALL,NECO,College of Education,228,225,138,50,44,6,1.8
2022/2023,South East,Imo,Orlu,Amaifeke,"Unity College, Orlu",Male,ALL,WAEC,College of Education,269,265,155,54,49,5,1.8
2022/2023,South East,Imo,Orlu,Amaifeke,"Unity College, Orlu",Male,Disabled,NABTEB,College of Education,12,12,6,5,5,0,1.8
2022/2023,South East,Imo,Orlu,Amaifeke,"Unity College, Orlu",Male,Disabled,NECO,College of Education,25,25,13,4,5,0,1.8
2022/2023,South East,Imo,Orlu,Amaifeke,"Unity College, Orlu",Male,Disabled,WAEC,College of Education,31,31,17,4,4,0,1.8
2022/2023,South East,Imo,Orlu,Ebenese/Umueze/Nnachi Ihioma,"Community Secondary School, Ebenese/Umueze/Nnachi Ihioma",Female,ALL,NABTEB,Polytechnic,76,75,40,9,9,0,1.7
2022/2023,South East,Imo,Orlu,Ebenese/Umueze/Nnachi Ihioma,"Community Secondary School, Ebenese/Umueze/Nnachi Ihioma",Female,ALL,NECO,Polytechnic,122,120,65,25,22,3,1.6
2022/2023,South East,Imo,Orlu,Ebenese/Umueze/Nnachi Ihioma,"Community Secondary School, Ebenese/Umueze/Nnachi Ihioma",Female,ALL,WAEC,Polytechnic,175,172,92,35,33,2,1.6
2022/2023,South East,Imo,Orlu,Ebenese/Umueze/Nnachi Ihioma,"Community Secondary School, Ebenese/Umueze/Nnachi Ihioma",Female,Disabled,NABTEB,Polytechnic,12,12,6,0,0,0,1.7
2022/2023,South East,Imo,Orlu,Ebenese/Umueze/Nnachi Ihioma,"Community Secondary School, Ebenese/Umueze/Nnachi Ihioma",Female,Disabled,NECO,Polytechnic,12,12,5,4,5,0,1.6
2022/2023,South East,Imo,Orlu,Ebenese/Umueze/Nnachi Ihioma,"Community Secondary School, Ebenese/Umueze/Nnachi Ihioma",Female,Disabled,WAEC,Polytechnic,18,18,10,4,4,0,1.6
2022/2023,South East,Imo,Orlu,Ebenese/Umueze/Nnachi Ihioma,"Community Secondary School, Ebenese/Umueze/Nnachi Ihioma",Male,ALL,NABTEB,Polytechnic,76,75,40,9,9,0,1.7
2022/2023,South East,Imo,Orlu,Ebenese/Umueze/Nnachi Ihioma,"Community Secondary School, Ebenese/Umueze/Nnachi Ihioma",Male,ALL,NECO,Polytechnic,125,123,70,21,18,3,1.6
2022/2023,South East,Imo,Orlu,Ebenese/Umueze/Nnachi Ihioma,"Community Secondary School, Ebenese/Umueze/Nnachi Ihioma",Male,ALL,WAEC,Polytechnic,168,166,95,31,29,2,1.6
2022/2023,South East,Imo,Orlu,Ebenese/Umueze/Nnachi Ihioma,"Community Secondary School, Ebenese/Umueze/Nnachi Ihioma",Male,Disabled,NABTEB,Polytechnic,12,12,6,0,0,0,1.7
2022/2023,South East,Imo,Orlu,Ebenese/Umueze/Nnachi Ihioma,"Community Secondary School, Ebenese/Umueze/Nnachi Ihioma",Male,Disabled,NECO,Polytechnic,15,15,8,4,5,0,1.6
2022/2023,South East,Imo,Orlu,Ebenese/Umueze/Nnachi Ihioma,"Community Secondary School, Ebenese/Umueze/Nnachi Ihioma",Male,Disabled,WAEC,Polytechnic,18,18,10,4,4,0,1.6
2022/2023,South East,Imo,Orlu,Ebenese/Umueze/Nnachi Ihioma,"Comprehensive High School, Ebenese/Umueze/Nnachi Ihioma",Female,ALL,NABTEB,Polytechnic,125,123,74,27,23,4,1.7
2022/2023,South East,Imo,Orlu,Ebenese/Umueze/Nnachi Ihioma,"Comprehensive High School, Ebenese/Umueze/Nnachi Ihioma",Female,ALL,NECO,Polytechnic,266,262,156,55,49,6,1.6
2022/2023,South East,Imo,Orlu,Ebenese/Umueze/Nnachi Ihioma,"Comprehensive High School, Ebenese/Umueze/Nnachi Ihioma",Female,ALL,WAEC,Polytechnic,379,373,214,89,82,7,1.6
2022/2023,South East,Imo,Orlu,Ebenese/Umueze/Nnachi Ihioma,"Comprehensive High School, Ebenese/Umueze/Nnachi Ihioma",Female,Disabled,NABTEB,Polytechnic,15,15,9,5,5,0,1.7
2022/2023,South East,Imo,Orlu,Ebenese/Umueze/Nnachi Ihioma,"Comprehensive High School, Ebenese/Umueze/Nnachi Ihioma",Female,Disabled,NECO,Polytechnic,31,31,16,4,5,0,1.6
2022/2023,South East,Imo,Orlu,Ebenese/Umueze/Nnachi Ihioma,"Comprehensive High School, Ebenese/Umueze/Nnachi Ihioma",Female,Disabled,WAEC,Polytechnic,38,37,22,8,8,0,1.6
2022/2023,South East,Imo,Orlu,Ebenese/Umueze/Nnachi Ihioma,"Comprehensive High School, Ebenese/Umueze/Nnachi Ihioma",Male,ALL,NABTEB,Polytechnic,128,126,77,23,18,5,1.7
2022/2023,South East,Imo,Orlu,Ebenese/Umueze/Nnachi Ihioma,"Comprehensive High School, Ebenese/Umueze/Nnachi Ihioma",Male,ALL,NECO,Polytechnic,263,259,151,55,49,6,1.6
2022/2023,South East,Imo,Orlu,Ebenese/Umueze/Nnachi Ihioma,"Comprehensive High School, Ebenese/Umueze/Nnachi Ihioma",Male,ALL,WAEC,Polytechnic,344,339,211,81,70,11,1.6
2022/2023,South East,Imo,Orlu,Ebenese/Umueze/Nnachi Ihioma,"Comprehensive High School, Ebenese/Umueze/Nnachi Ihioma",Male,Disabled,NABTEB,Polytechnic,12,12,6,5,5,0,1.7
2022/2023,South East,Imo,Orlu,Ebenese/Umueze/Nnachi Ihioma,"Comprehensive High School, Ebenese/Umueze/Nnachi Ihioma",Male,Disabled,NECO,Polytechnic,28,28,16,4,5,0,1.6
2022/2023,South East,Imo,Orlu,Ebenese/Umueze/Nnachi Ihioma,"Comprehensive High School, Ebenese/Umueze/Nnachi Ihioma",Male,Disabled,WAEC,Polytechnic,38,37,22,8,8,0,1.6
2022/2023,South East,Imo,Orlu,Ebenese/Umueze/Nnachi Ihioma,"Government Secondary School, Ebenese/Umueze/Nnachi Ihioma",Female,ALL,NABTEB,University,125,123,74,27,23,4,1.6
2022/2023,South East,Imo,Orlu,Ebenese/Umueze/Nnachi Ihioma,"Government Secondary School, Ebenese/Umueze/Nnachi Ihioma",Female,ALL,NECO,University,238,234,133,46,40,6,1.5
2022/2023,South East,Imo,Orlu,Ebenese/Umueze/Nnachi Ihioma,"Government Secondary School, Ebenese/Umueze/Nnachi Ihioma",Female,ALL,WAEC,University,338,333,189,73,66,7,1.5
2022/2023,South East,Imo,Orlu,Ebenese/Umueze/Nnachi Ihioma,"Government Secondary School, Ebenese/Umueze/Nnachi Ihioma",Female,Disabled,NABTEB,University,15,15,6,5,5,0,1.6
2022/2023,South East,Imo,Orlu,Ebenese/Umueze/Nnachi Ihioma,"Government Secondary School, Ebenese/Umueze/Nnachi Ihioma",Female,Disabled,NECO,University,28,28,16,4,5,0,1.5
2022/2023,South East,Imo,Orlu,Ebenese/Umueze/Nnachi Ihioma,"Government Secondary School, Ebenese/Umueze/Nnachi Ihioma",Female,Disabled,WAEC,University,35,34,19,8,8,0,1.5
2022/2023,South East,Imo,Orlu,Ebenese/Umueze/Nnachi Ihioma,"Government Secondary School, Ebenese/Umueze/Nnachi Ihioma",Male,ALL,NABTEB,University,125,123,74,23,18,5,1.6
2022/2023,South East,Imo,Orlu,Ebenese/Umueze/Nnachi Ihioma,"Government Secondary School, Ebenese/Umueze/Nnachi Ihioma",Male,ALL,NECO,University,244,240,135,42,40,2,1.5
2022/2023,South East,Imo,Orlu,Ebenese/Umueze/Nnachi Ihioma,"Government Secondary School, Ebenese/Umueze/Nnachi Ihioma",Male,ALL,WAEC,University,316,311,180,62,58,4,1.5
2022/2023,South East,Imo,Orlu,Ebenese/Umueze/Nnachi Ihioma,"Government Secondary School, Ebenese/Umueze/Nnachi Ihioma",Male,Disabled,NABTEB,University,12,12,6,5,5,0,1.6
2022/2023,South East,Imo,Orlu,Ebenese/Umueze/Nnachi Ihioma,"Government Secondary School, Ebenese/Umueze/Nnachi Ihioma",Male,Disabled,NECO,University,28,28,16,4,5,0,1.5
2022/2023,South East,Imo,Orlu,Ebenese/Umueze/Nnachi Ihioma,"Government Secondary School, Ebenese/Umueze/Nnachi Ihioma",Male,Disabled,WAEC,University,38,37,19,8,8,0,1.5
2022/2023,South East,Imo,Orlu,Ebenese/Umueze/Nnachi Ihioma,"Unity College, Orlu",Female,ALL,NABTEB,College of Education,104,102,58,23,18,5,1.8
2022/2023,South East,Imo,Orlu,Ebenese/Umueze/Nnachi Ihioma,"Unity College, Orlu",Female,ALL,NECO,College of Education,203,200,115,38,31,7,1.8
2022/2023,South East,Imo,Orlu,Ebenese/Umueze/Nnachi Ihioma,"Unity College, Orlu",Female,ALL,WAEC,College of Education,300,296,172,69,66,3,1.8
2022/2023,South East,Imo,Orlu,Ebenese/Umueze/Nnachi Ihioma,"Unity College, Orlu",Female,Disabled,NABTEB,College of Education,12,12,6,5,5,0,1.8
2022/2023,South East,Imo,Orlu,Ebenese/Umueze/Nnachi Ihioma,"Unity College, Orlu",Female,Disabled,NECO,College of Education,28,28,16,4,5,0,1.8
2022/2023,South East,Imo,Orlu,Ebenese/Umueze/Nnachi Ihioma,"Unity College, Orlu",Female,Disabled,WAEC,College of Education,41,40,22,8,8,0,1.8
2022/2023,South East,Imo,Orlu,Ebenese/Umueze/Nnachi Ihioma,"Unity College, Orlu",Male,ALL,NABTEB,College of Education,100,99,61,23,18,5,1.8
2022/2023,South East,Imo,Orlu,Ebenese/Umueze/Nnachi Ihioma,"Unity College, Orlu",Male,ALL,NECO,College of Education,191,188,109,34,31,3,1.8
2022/2023,South East,Imo,Orlu,Ebenese/Umueze/Nnachi Ihioma,"Unity College, Orlu",Male,ALL,WAEC,College of Education,272,268,163,62,58,4,1.8
2022/2023,South East,Imo,Orlu,Ebenese/Umueze/Nnachi Ihioma,"Unity College, Orlu",Male,Disabled,NABTEB,College of Education,12,12,6,5,5,0,1.8
2022/2023,South East,Imo,Orlu,Ebenese/Umueze/Nnachi Ihioma,"Unity College, Orlu",Male,Disabled,NECO,College of Education,28,28,16,4,5,0,1.8
2022/2023,South East,Imo,Orlu,Ebenese/Umueze/Nnachi Ihioma,"Unity College, Orlu",Male,Disabled,WAEC,College of Education,38,37,19,4,4,0,1.8
2022/2023,South East,Imo,Orlu,Eziachi/Amike,"Community Secondary School, Eziachi/Amike",Female,ALL,NABTEB,Polytechnic,128,126,77,27,23,4,1.7
2022/2023,South East,Imo,Orlu,Eziachi/Amike,"Community Secondary School, Eziachi/Amike",Female,ALL,NECO,Polytechnic,212,209,133,59,53,6,1.6
2022/2023,South East,Imo,Orlu,Eziachi/Amike,"Community Secondary School, Eziachi/Amike",Female,ALL,WAEC,Polytechnic,294,290,182,85,78,7,1.6
2022/2023,South East,Imo,Orlu,Eziachi/Amike,"Community Secondary School, Eziachi/Amike",Female,Disabled,NABTEB,Polytechnic,15,15,9,4,4,0,1.7
2022/2023,South East,Imo,Orlu,Eziachi/Amike,"Community Secondary School, Eziachi/Amike",Female,Disabled,NECO,Polytechnic,28,28,16,4,4,0,1.6
2022/2023,South East,Imo,Orlu,Eziachi/Amike,"Community Secondary School, Eziachi/Amike",Female,Disabled,WAEC,Polytechnic,35,34,19,8,8,0,1.6
2022/2023,South East,Imo,Orlu,Eziachi/Amike,"Community Secondary School, Eziachi/Amike",Male,ALL,NABTEB,Polytechnic,131,129,83,27,23,4,1.7
2022/2023,South East,Imo,Orlu,Eziachi/Amike,"Community Secondary School, Eziachi/Amike",Male,ALL,NECO,Polytechnic,225,222,128,42,35,7,1.6
2022/2023,South East,Imo,Orlu,Eziachi/Amike,"Community Secondary School, Eziachi/Amike",Male,ALL,WAEC,Polytechnic,316,311,187,73,66,7,1.6
2022/2023,South East,Imo,Orlu,Eziachi/Amike,"Community Secondary School, Eziachi/Amike",Male,Disabled,NABTEB,Polytechnic,18,18,9,4,5,0,1.7
2022/2023,South East,Imo,Orlu,Eziachi/Amike,"Community Secondary School, Eziachi/Amike",Male,Disabled,NECO,Polytechnic,31,31,18,4,4,0,1.6
2022/2023,South East,Imo,Orlu,Eziachi/Amike,"Community Secondary School, Eziachi/Amike",Male,Disabled,WAEC,Polytechnic,38,37,19,8,8,0,1.6
2022/2023,South East,Imo,Orlu,Eziachi/Amike,"Comprehensive High School, Eziachi/Amike",Female,ALL,NABTEB,Polytechnic,79,78,46,14,14,0,1.7
2022/2023,South East,Imo,Orlu,Eziachi/Amike,"Comprehensive High School, Eziachi/Amike",Female,ALL,NECO,Polytechnic,147,145,86,29,27,2,1.6
2022/2023,South East,Imo,Orlu,Eziachi/Amike,"Comprehensive High School, Eziachi/Amike",Female,ALL,WAEC,Polytechnic,200,197,117,42,37,5,1.6
2022/2023,South East,Imo,Orlu,Eziachi/Amike,"Comprehensive High School, Eziachi/Amike",Female,Disabled,NABTEB,Polytechnic,12,12,6,4,4,0,1.7
2022/2023,South East,Imo,Orlu,Eziachi/Amike,"Comprehensive High School, Eziachi/Amike",Female,Disabled,NECO,Polytechnic,18,18,10,4,4,0,1.6
2022/2023,South East,Imo,Orlu,Eziachi/Amike,"Comprehensive High School, Eziachi/Amike",Female,Disabled,WAEC,Polytechnic,28,28,17,4,4,0,1.6
2022/2023,South East,Imo,Orlu,Eziachi/Amike,"Comprehensive High School, Eziachi/Amike",Male,ALL,NABTEB,Polytechnic,82,81,46,14,14,0,1.7
2022/2023,South East,Imo,Orlu,Eziachi/Amike,"Comprehensive High School, Eziachi/Amike",Male,ALL,NECO,Polytechnic,162,160,94,34,31,3,1.6
2022/2023,South East,Imo,Orlu,Eziachi/Amike,"Comprehensive High School, Eziachi/Amike",Male,ALL,WAEC,Polytechnic,216,213,121,38,33,5,1.6
2022/2023,South East,Imo,Orlu,Eziachi/Amike,"Comprehensive High School, Eziachi/Amike",Male,Disabled,NABTEB,Polytechnic,12,12,6,4,4,0,1.7
2022/2023,South East,Imo,Orlu,Eziachi/Amike,"Comprehensive High School, Eziachi/Amike",Male,Disabled,NECO,Polytechnic,18,18,10,4,4,0,1.6
