session,zone,state,lga,ward,gender,disability,school_type,school_level,class_grade,student_count,school_count,classroom_count,computer_count,infrastructure_score,key_entry_level,is_o_level_student,school
2023/2024,South East,Ebonyi,Abakaliki,Abakpa,Female,Disabled,Private,Pre-Primary/Primary,Primary 3,12,2,1,0,82.4,,0,"Government Secondary School, Abakpa | Community Secondary School, Abakpa | Unity College, Abakaliki | Comprehensive High School, Abakpa"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Female,Non-Disabled,Private,JSS,JSS1,569,4,10,4,84.4,JSS1,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Male,Disabled,Private,JSS,JSS1,11,4,1,0,84.4,JSS1,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Male,Non-Disabled,Private,JSS,JSS1,555,4,10,4,84.4,JSS1,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Female,Disabled,Public,JSS,JSS1,32,9,1,0,84.4,JSS1,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Female,Non-Disabled,Public,JSS,JSS1,1258,9,22,9,84.4,JSS1,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Male,Disabled,Public,JSS,JSS1,32,9,1,0,84.4,JSS1,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Male,Non-Disabled,Public,JSS,JSS1,1245,9,21,9,84.4,JSS1,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Female,Disabled,Private,JSS,JSS2,10,4,1,0,84.4,,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Female,Non-Disabled,Private,JSS,JSS2,466,4,8,3,84.4,,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Male,Disabled,Private,JSS,JSS2,9,4,1,0,84.4,,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Male,Non-Disabled,Private,JSS,JSS2,456,4,8,3,84.4,,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Female,Disabled,Public,JSS,JSS2,27,10,1,0,84.4,,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Female,Non-Disabled,Public,JSS,JSS2,1033,10,18,7,84.4,,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Male,Disabled,Public,JSS,JSS2,26,10,1,0,84.4,,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Male,Non-Disabled,Public,JSS,JSS2,1023,10,18,7,84.4,,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Female,Disabled,Private,JSS,JSS3,9,4,1,0,84.4,,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Female,Non-Disabled,Private,JSS,JSS3,372,4,6,2,84.4,,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Male,Disabled,Private,JSS,JSS3,8,4,1,0,84.4,,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Male,Non-Disabled,Private,JSS,JSS3,363,4,6,2,84.4,,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Female,Disabled,Public,JSS,JSS3,21,9,1,0,84.4,,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Female,Non-Disabled,Public,JSS,JSS3,823,9,14,6,84.4,,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Male,Disabled,Public,JSS,JSS3,21,9,1,0,84.4,,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Male,Non-Disabled,Public,JSS,JSS3,816,9,14,6,84.4,,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Female,Disabled,Private,Pre-Primary/Primary,Primary 1,41,6,1,0,82.4,Primary 1,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 1,1275,6,25,10,82.4,Primary 1,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Male,Disabled,Private,Pre-Primary/Primary,Primary 1,46,6,1,0,82.4,Primary 1,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 1,1400,6,28,12,82.4,Primary 1,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Female,Disabled,Public,Pre-Primary/Primary,Primary 1,143,21,3,1,82.4,Primary 1,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 1,4631,21,92,38,82.4,Primary 1,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Male,Disabled,Public,Pre-Primary/Primary,Primary 1,136,21,3,1,82.4,Primary 1,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 1,4384,21,87,36,82.4,Primary 1,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Female,Disabled,Private,Pre-Primary/Primary,Primary 2,37,6,1,0,82.4,,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 2,1133,6,22,9,82.4,,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Male,Disabled,Private,Pre-Primary/Primary,Primary 2,41,6,1,0,82.4,,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 2,1242,6,25,10,82.4,,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Female,Disabled,Public,Pre-Primary/Primary,Primary 2,127,19,3,1,82.4,,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,4113,19,82,34,82.4,,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Male,Disabled,Public,Pre-Primary/Primary,Primary 2,120,19,2,1,82.4,,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,3893,19,77,32,82.4,,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Female,Disabled,Private,Pre-Primary/Primary,Primary 3,33,6,1,0,82.4,,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 3,1018,6,20,8,82.4,,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Male,Disabled,Private,Pre-Primary/Primary,Primary 3,36,6,1,0,82.4,,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 3,1118,6,22,9,82.4,,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Female,Disabled,Public,Pre-Primary/Primary,Primary 3,114,21,2,1,82.4,,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,3698,21,73,30,82.4,,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Male,Disabled,Public,Pre-Primary/Primary,Primary 3,108,21,2,1,82.4,,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,3499,21,69,29,82.4,,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Female,Disabled,Private,Pre-Primary/Primary,Primary 4,30,6,1,0,82.4,,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 4,931,6,18,7,82.4,,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Male,Disabled,Private,Pre-Primary/Primary,Primary 4,33,6,1,0,82.4,,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 4,1021,6,20,8,82.4,,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Female,Disabled,Public,Pre-Primary/Primary,Primary 4,104,19,2,1,82.4,,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,3379,19,67,28,82.4,,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Male,Disabled,Public,Pre-Primary/Primary,Primary 4,99,19,2,1,82.4,,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,3198,19,63,26,82.4,,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Female,Disabled,Private,Pre-Primary/Primary,Primary 5,28,6,1,0,82.4,,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 5,872,6,17,7,82.4,,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Male,Disabled,Private,Pre-Primary/Primary,Primary 5,31,6,1,0,82.4,,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 5,957,6,19,8,82.4,,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Female,Disabled,Public,Pre-Primary/Primary,Primary 5,98,19,2,1,82.4,,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 5,3164,19,63,26,82.4,,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Male,Disabled,Public,Pre-Primary/Primary,Primary 5,93,19,2,1,82.4,,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 5,2995,19,59,24,82.4,,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Female,Disabled,Private,Pre-Primary/Primary,Primary 6,26,6,1,0,82.4,,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 6,788,6,16,7,82.4,,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Male,Disabled,Private,Pre-Primary/Primary,Primary 6,29,6,1,0,82.4,,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 6,865,6,17,7,82.4,,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Female,Disabled,Public,Pre-Primary/Primary,Primary 6,88,19,2,1,82.4,,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 6,2860,19,57,24,82.4,,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Male,Disabled,Public,Pre-Primary/Primary,Primary 6,84,19,2,1,82.4,,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 6,2707,19,54,22,82.4,,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
2023/2024,South East,Ebonyi,Abakaliki,Abaomege,Female,Disabled,Private,SSS,SSS1,10,4,1,0,86.4,SSS1,0,"Government Secondary School, Abaomege | Community Secondary School, Abaomege | Unity College, Abakaliki | Comprehensive High School, Abaomege"
