session,zone,state,lga,institution_type,tertiary_institution,gender,disability,programme_cluster,discipline_group,programme,admitted_count,matriculated_count
2019/2020,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,Non-STEMM,Social Sciences,Journalism and Media Studies,79,78
2019/2020,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,Non-STEMM,Social Sciences,Journalism and Media Studies,9,7
2019/2020,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,Non-STEMM,Social Sciences,Journalism and Media Studies,77,69
2019/2020,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,Non-STEMM,Social Sciences,Journalism and Media Studies,9,7
2019/2020,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,Non-STEMM,Social Sciences,Mass Communication,61,62
2019/2020,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,Non-STEMM,Social Sciences,Mass Communication,9,8
2019/2020,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,Non-STEMM,Social Sciences,Mass Communication,59,56
2019/2020,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,Non-STEMM,Social Sciences,Mass Communication,9,8
2019/2020,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,Non-STEMM,Social Sciences,Broadcasting,79,75
2019/2020,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,Non-STEMM,Social Sciences,Broadcasting,9,8
2019/2020,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,Non-STEMM,Social Sciences,Broadcasting,75,74
2019/2020,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,Non-STEMM,Social Sciences,Broadcasting,9,8
2019/2020,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,Non-STEMM,ART,English Language,58,58
2019/2020,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,Non-STEMM,ART,English Language,9,8
2019/2020,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,Non-STEMM,ART,English Language,53,46
2019/2020,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,Non-STEMM,ART,English Language,9,8
2019/2020,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,Non-STEMM,ART,Hausa,78,75
2019/2020,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,Non-STEMM,ART,Hausa,9,8
2019/2020,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,Non-STEMM,ART,Hausa,75,66
2019/2020,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,Non-STEMM,ART,Hausa,9,7
2019/2020,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,Non-STEMM,ART,Linguistics,74,65
2019/2020,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,Non-STEMM,ART,Linguistics,9,7
2019/2020,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,Non-STEMM,ART,Linguistics,71,71
2019/2020,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,Non-STEMM,ART,Linguistics,9,7
2019/2020,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,Non-STEMM,ART,Igbo,80,81
2019/2020,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,Non-STEMM,ART,Igbo,9,7
2019/2020,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,Non-STEMM,ART,Igbo,78,64
2019/2020,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,Non-STEMM,ART,Igbo,9,7
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,STEMM,Engineering,Electrical and Electronics Engineering,84,75
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,STEMM,Engineering,Electrical and Electronics Engineering,9,7
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,STEMM,Engineering,Electrical and Electronics Engineering,79,71
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,STEMM,Engineering,Electrical and Electronics Engineering,9,7
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,STEMM,Mathematics / Statistics,Data Science,116,93
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,STEMM,Mathematics / Statistics,Data Science,9,7
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,STEMM,Mathematics / Statistics,Data Science,105,89
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,STEMM,Mathematics / Statistics,Data Science,9,7
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,STEMM,Mathematics / Statistics,Data Science,111,104
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,STEMM,Mathematics / Statistics,Data Science,9,7
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,STEMM,Mathematics / Statistics,Data Science,107,86
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,STEMM,Mathematics / Statistics,Data Science,9,7
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,STEMM,Health Sciences,Medical Laboratory Science,93,83
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,STEMM,Health Sciences,Medical Laboratory Science,9,7
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,STEMM,Health Sciences,Medical Laboratory Science,83,83
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,STEMM,Health Sciences,Medical Laboratory Science,9,7
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,STEMM,Computing / ICT,Computer Science,72,74
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,STEMM,Computing / ICT,Computer Science,9,8
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,STEMM,Computing / ICT,Computer Science,74,65
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,STEMM,Computing / ICT,Computer Science,9,7
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,STEMM,Computing / ICT,Computer Science,83,68
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,STEMM,Computing / ICT,Computer Science,9,7
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,STEMM,Computing / ICT,Computer Science,79,77
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,STEMM,Computing / ICT,Computer Science,9,7
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,STEMM,Technology / ICT,Information Technology,91,83
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,STEMM,Technology / ICT,Information Technology,9,7
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,STEMM,Technology / ICT,Information Technology,93,87
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,STEMM,Technology / ICT,Information Technology,9,7
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,STEMM,Computing / ICT,Software Engineering,109,95
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,STEMM,Computing / ICT,Software Engineering,9,7
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,STEMM,Computing / ICT,Software Engineering,109,108
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,STEMM,Computing / ICT,Software Engineering,9,7
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,STEMM,Mathematics / Statistics,Data Science,117,114
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,STEMM,Mathematics / Statistics,Data Science,10,7
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,STEMM,Mathematics / Statistics,Data Science,106,98
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,STEMM,Mathematics / Statistics,Data Science,9,7
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,STEMM,Technology / ICT,Information Technology,81,68
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,STEMM,Technology / ICT,Information Technology,9,8
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,STEMM,Technology / ICT,Information Technology,83,72
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,STEMM,Technology / ICT,Information Technology,9,8
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,STEMM,Mathematics / Statistics,Data Science,111,92
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,STEMM,Mathematics / Statistics,Data Science,9,8
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,STEMM,Mathematics / Statistics,Data Science,106,99
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,STEMM,Mathematics / Statistics,Data Science,9,8
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,STEMM,Engineering,Civil Engineering,91,93
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,STEMM,Engineering,Civil Engineering,9,8
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,STEMM,Engineering,Civil Engineering,87,80
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,STEMM,Engineering,Civil Engineering,9,8
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,STEMM,Engineering,Electrical and Electronics Engineering,119,123
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,STEMM,Engineering,Electrical and Electronics Engineering,11,9
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,STEMM,Engineering,Electrical and Electronics Engineering,117,120
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,STEMM,Engineering,Electrical and Electronics Engineering,10,8
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,STEMM,Engineering,Mechanical Engineering,96,96
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,STEMM,Engineering,Mechanical Engineering,9,8
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,STEMM,Engineering,Mechanical Engineering,94,75
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,STEMM,Engineering,Mechanical Engineering,9,8
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,STEMM,Engineering,Mechanical Engineering,91,78
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,STEMM,Engineering,Mechanical Engineering,9,8
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,STEMM,Engineering,Mechanical Engineering,87,80
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,STEMM,Engineering,Mechanical Engineering,9,8
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,STEMM,Engineering,Electrical and Electronics Engineering,76,66
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,STEMM,Engineering,Electrical and Electronics Engineering,9,8
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,STEMM,Engineering,Electrical and Electronics Engineering,72,60
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,STEMM,Engineering,Electrical and Electronics Engineering,9,8
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,STEMM,Engineering,Civil Engineering,73,69
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,STEMM,Engineering,Civil Engineering,9,8
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,STEMM,Engineering,Civil Engineering,70,66
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,STEMM,Engineering,Civil Engineering,9,8
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,STEMM,Computing / ICT,Computer Science,83,81
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,STEMM,Computing / ICT,Computer Science,10,8
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,STEMM,Computing / ICT,Computer Science,79,65
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,STEMM,Computing / ICT,Computer Science,10,8
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,STEMM,Mathematics / Statistics,Data Science,124,105
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,STEMM,Mathematics / Statistics,Data Science,10,8
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,STEMM,Mathematics / Statistics,Data Science,116,117
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,STEMM,Mathematics / Statistics,Data Science,10,8
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,STEMM,Computing / ICT,Computer Science,90,89
