session,zone,state,lga,institution_type,tertiary_institution,gender,disability,programme_cluster,discipline_group,programme,loan_applications,loan_approved,loan_disbursed
2022/2023,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,Non-STEMM,Communication / Media,Development Communication,21,17,16
2022/2023,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,Non-STEMM,Communication / Media,Development Communication,1,1,1
2022/2023,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,Non-STEMM,Communication / Media,Public Relations,15,12,11
2022/2023,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,Non-STEMM,Communication / Media,Public Relations,1,1,1
2022/2023,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,Non-STEMM,Communication / Media,Public Relations,14,12,10
2022/2023,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,Non-STEMM,Communication / Media,Public Relations,1,1,1
2022/2023,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,Non-STEMM,Communication / Media,Journalism and Media Studies,12,10,9
2022/2023,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,Non-STEMM,Communication / Media,Journalism and Media Studies,1,1,1
2022/2023,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,Non-STEMM,Communication / Media,Journalism and Media Studies,10,8,7
2022/2023,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,Non-STEMM,Communication / Media,Journalism and Media Studies,1,1,1
2022/2023,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,Non-STEMM,Social Sciences,Mass Communication,11,9,7
2022/2023,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,Non-STEMM,Social Sciences,Mass Communication,1,1,1
2022/2023,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,Non-STEMM,Social Sciences,Mass Communication,11,8,8
2022/2023,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,Non-STEMM,Social Sciences,Mass Communication,1,1,1
2022/2023,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,Non-STEMM,Communication / Media,Broadcasting,16,13,12
2022/2023,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,Non-STEMM,Communication / Media,Broadcasting,1,1,1
2022/2023,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,Non-STEMM,Communication / Media,Broadcasting,12,10,8
2022/2023,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,Non-STEMM,Communication / Media,Broadcasting,1,1,1
2022/2023,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,Non-STEMM,Languages,English Language,13,10,9
2022/2023,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,Non-STEMM,Languages,English Language,1,1,1
2022/2023,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,Non-STEMM,Languages,English Language,10,8,7
2022/2023,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,Non-STEMM,Languages,English Language,1,1,1
2022/2023,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,Non-STEMM,Languages,Hausa,18,15,13
2022/2023,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,Non-STEMM,Languages,Hausa,1,1,1
2022/2023,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,Non-STEMM,Languages,Hausa,16,13,12
2022/2023,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,Non-STEMM,Languages,Hausa,1,1,1
2022/2023,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,Non-STEMM,Languages,Linguistics,13,9,8
2022/2023,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,Non-STEMM,Languages,Linguistics,1,1,1
2022/2023,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,Non-STEMM,Languages,Linguistics,13,9,8
2022/2023,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,Non-STEMM,Languages,Linguistics,1,1,1
2022/2023,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,Non-STEMM,Languages,Igbo,17,12,11
2022/2023,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,Non-STEMM,Languages,Igbo,1,1,1
2022/2023,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,Non-STEMM,Languages,Igbo,17,12,11
2022/2023,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,Non-STEMM,Languages,Igbo,1,1,1
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,STEMM,Physical Sciences,Microbiology,19,17,15
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,STEMM,Physical Sciences,Microbiology,1,1,1
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,STEMM,Physical Sciences,Microbiology,17,15,12
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,STEMM,Physical Sciences,Microbiology,1,1,1
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,STEMM,Science,Plant Science,28,22,19
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,STEMM,Science,Plant Science,2,2,1
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,STEMM,Science,Plant Science,28,22,21
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,STEMM,Science,Plant Science,1,1,1
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,STEMM,Science,Geology,20,16,15
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,STEMM,Science,Geology,1,1,1
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,STEMM,Science,Geology,16,14,12
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,STEMM,Science,Geology,1,1,1
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,STEMM,Biological Sciences,Biochemistry,16,14,12
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,STEMM,Biological Sciences,Biochemistry,1,1,1
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,STEMM,Biological Sciences,Biochemistry,14,12,11
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,STEMM,Biological Sciences,Biochemistry,1,1,1
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,STEMM,Science,Physics,16,12,11
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,STEMM,Science,Physics,1,1,1
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,STEMM,Science,Physics,17,13,11
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,STEMM,Science,Physics,1,1,1
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,STEMM,Computing / ICT,Computer Science,17,13,12
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,STEMM,Computing / ICT,Computer Science,1,1,1
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,STEMM,Computing / ICT,Computer Science,13,10,9
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,STEMM,Computing / ICT,Computer Science,1,1,1
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,STEMM,Technology / ICT,Cybersecurity,18,14,12
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,STEMM,Technology / ICT,Cybersecurity,1,1,1
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,STEMM,Technology / ICT,Cybersecurity,17,13,12
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,STEMM,Technology / ICT,Cybersecurity,1,1,1
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,STEMM,Technology / ICT,Information Systems,21,18,16
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,STEMM,Technology / ICT,Information Systems,1,1,1
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,STEMM,Technology / ICT,Information Systems,24,20,18
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,STEMM,Technology / ICT,Information Systems,1,1,1
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,STEMM,Technology / ICT,Data Science,22,19,16
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,STEMM,Technology / ICT,Data Science,2,1,1
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,STEMM,Technology / ICT,Data Science,22,19,16
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,STEMM,Technology / ICT,Data Science,2,1,1
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,STEMM,Technology / ICT,Information Technology,17,14,12
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,STEMM,Technology / ICT,Information Technology,2,1,1
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,STEMM,Technology / ICT,Information Technology,13,11,10
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,STEMM,Technology / ICT,Information Technology,2,1,1
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,STEMM,Technology / ICT,Software Engineering,20,16,15
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,STEMM,Technology / ICT,Software Engineering,1,1,1
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,STEMM,Technology / ICT,Software Engineering,16,13,11
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,STEMM,Technology / ICT,Software Engineering,1,1,1
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,STEMM,Engineering,Chemical Engineering,19,16,14
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,STEMM,Engineering,Chemical Engineering,1,1,1
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,STEMM,Engineering,Chemical Engineering,21,18,17
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,STEMM,Engineering,Chemical Engineering,1,1,1
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,STEMM,Engineering,Mechatronics Engineering,27,23,22
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,STEMM,Engineering,Mechatronics Engineering,2,2,2
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,STEMM,Engineering,Mechatronics Engineering,22,18,17
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,STEMM,Engineering,Mechatronics Engineering,1,1,1
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,STEMM,Engineering,Petroleum Engineering,17,15,13
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,STEMM,Engineering,Petroleum Engineering,1,1,1
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,STEMM,Engineering,Petroleum Engineering,19,16,14
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,STEMM,Engineering,Petroleum Engineering,1,1,1
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,STEMM,Engineering,Electrical Engineering,17,14,12
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,STEMM,Engineering,Electrical Engineering,1,1,1
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,STEMM,Engineering,Electrical Engineering,20,16,15
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,STEMM,Engineering,Electrical Engineering,1,1,1
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,STEMM,Engineering,Civil Engineering,14,10,9
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,STEMM,Engineering,Civil Engineering,1,1,1
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,STEMM,Engineering,Civil Engineering,15,12,11
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,STEMM,Engineering,Civil Engineering,1,1,1
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,STEMM,Engineering,Mechanical Engineering,19,15,13
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,STEMM,Engineering,Mechanical Engineering,1,1,1
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,STEMM,Engineering,Mechanical Engineering,14,12,10
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,STEMM,Engineering,Mechanical Engineering,1,1,1
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,STEMM,Mathematics / Statistics,Statistics,18,14,12
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,STEMM,Mathematics / Statistics,Statistics,1,1,1
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,STEMM,Mathematics / Statistics,Statistics,19,14,13
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,STEMM,Mathematics / Statistics,Statistics,1,1,1
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,STEMM,Mathematics / Statistics,Operations Research,22,17,15
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,STEMM,Mathematics / Statistics,Operations Research,1,1,1
2023/2024,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,STEMM,Mathematics / Statistics,Operations Research,24,18,16
