session,zone,state,lga,ward,gender,disability,school_type,school_level,class_grade,student_count,school_count,classroom_count,computer_count,infrastructure_score,key_entry_level,is_o_level_student,school
2021/2022,South South,Bayelsa,Nembe,Bassambiri II,Female,Disabled,Private,SSS,SSS2,5,3,1,1,62.9,,0,"Government Secondary School, Bassambiri II | Community Secondary School, Bassambiri II | Unity College, Nembe | Comprehensive High School, Bassambiri II"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Male,Disabled,Public,Pre-Primary/Primary,Primary 2,58,10,1,1,58.9,,0,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,2089,10,42,29,58.9,,0,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Female,Disabled,Private,Pre-Primary/Primary,Primary 3,18,3,1,1,58.9,,0,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 3,552,3,11,8,58.9,,0,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Male,Disabled,Private,Pre-Primary/Primary,Primary 3,20,3,1,1,58.9,,0,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 3,567,3,11,8,58.9,,0,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Female,Disabled,Public,Pre-Primary/Primary,Primary 3,52,11,1,1,58.9,,0,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,1903,11,38,27,58.9,,0,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Male,Disabled,Public,Pre-Primary/Primary,Primary 3,51,11,1,1,58.9,,0,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,1878,11,38,27,58.9,,0,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Female,Disabled,Private,Pre-Primary/Primary,Primary 4,17,3,1,1,58.9,,0,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 4,504,3,10,7,58.9,,0,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Male,Disabled,Private,Pre-Primary/Primary,Primary 4,17,3,1,1,58.9,,0,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 4,518,3,10,7,58.9,,0,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Female,Disabled,Public,Pre-Primary/Primary,Primary 4,47,11,1,1,58.9,,0,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,1739,11,35,24,58.9,,0,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Male,Disabled,Public,Pre-Primary/Primary,Primary 4,47,11,1,1,58.9,,0,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,1716,11,35,24,58.9,,0,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Female,Disabled,Private,Pre-Primary/Primary,Primary 5,16,3,1,1,58.9,,0,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 5,473,3,10,7,58.9,,0,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Male,Disabled,Private,Pre-Primary/Primary,Primary 5,16,3,1,1,58.9,,0,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 5,485,3,10,7,58.9,,0,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Female,Disabled,Public,Pre-Primary/Primary,Primary 5,45,9,1,1,58.9,,0,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 5,1628,9,33,23,58.9,,0,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Male,Disabled,Public,Pre-Primary/Primary,Primary 5,44,9,1,1,58.9,,0,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 5,1607,9,32,22,58.9,,0,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Female,Disabled,Private,Pre-Primary/Primary,Primary 6,14,3,1,1,58.9,,0,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 6,427,3,9,6,58.9,,0,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Male,Disabled,Private,Pre-Primary/Primary,Primary 6,15,3,1,1,58.9,,0,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 6,438,3,9,6,58.9,,0,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Female,Disabled,Public,Pre-Primary/Primary,Primary 6,41,10,1,1,58.9,,0,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 6,1473,10,30,21,58.9,,0,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Male,Disabled,Public,Pre-Primary/Primary,Primary 6,40,10,1,1,58.9,,0,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 6,1454,10,29,20,58.9,,0,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Female,Disabled,Private,SSS,SSS1,5,2,1,1,62.9,SSS1,0,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Female,Non-Disabled,Private,SSS,SSS1,218,2,4,3,62.9,SSS1,1,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Male,Disabled,Private,SSS,SSS1,4,2,1,1,62.9,SSS1,0,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Male,Non-Disabled,Private,SSS,SSS1,204,2,4,3,62.9,SSS1,1,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Female,Disabled,Public,SSS,SSS1,9,4,1,1,62.9,SSS1,0,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Female,Non-Disabled,Public,SSS,SSS1,528,4,10,7,62.9,SSS1,1,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Male,Disabled,Public,SSS,SSS1,9,4,1,1,62.9,SSS1,0,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Male,Non-Disabled,Public,SSS,SSS1,565,4,11,8,62.9,SSS1,1,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Female,Disabled,Private,SSS,SSS2,4,2,1,1,62.9,,0,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Female,Non-Disabled,Private,SSS,SSS2,176,2,3,2,62.9,,1,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Male,Disabled,Private,SSS,SSS2,4,2,1,1,62.9,,0,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Male,Non-Disabled,Private,SSS,SSS2,163,2,3,2,62.9,,0,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Female,Disabled,Public,SSS,SSS2,7,4,1,1,62.9,,0,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Female,Non-Disabled,Public,SSS,SSS2,425,4,8,6,62.9,,1,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Male,Disabled,Public,SSS,SSS2,9,4,1,1,62.9,,0,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Male,Non-Disabled,Public,SSS,SSS2,455,4,9,6,62.9,,1,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Female,Disabled,Private,SSS,SSS3,2,2,1,1,62.9,,0,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Female,Non-Disabled,Private,SSS,SSS3,138,2,3,2,62.9,,0,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Male,Disabled,Private,SSS,SSS3,2,2,1,1,62.9,,0,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Male,Non-Disabled,Private,SSS,SSS3,127,2,2,1,62.9,,0,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Female,Disabled,Public,SSS,SSS3,5,5,1,1,62.9,,0,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Female,Non-Disabled,Public,SSS,SSS3,331,5,6,4,62.9,,1,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Male,Disabled,Public,SSS,SSS3,5,5,1,1,62.9,,0,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Male,Non-Disabled,Public,SSS,SSS3,354,5,7,5,62.9,,1,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Female,Disabled,Private,Vocational,Vocational Year 1,0,1,1,1,59.9,,0,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Female,Non-Disabled,Private,Vocational,Vocational Year 1,7,1,1,1,59.9,,0,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Male,Disabled,Private,Vocational,Vocational Year 1,0,1,1,1,59.9,,0,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Male,Non-Disabled,Private,Vocational,Vocational Year 1,21,1,1,1,59.9,,0,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
2021/2022,South South,Bayelsa,Nembe,Bassambiri III,Female,Disabled,Public,Vocational,Vocational Year 1,0,2,1,1,59.9,,0,"Government Secondary School, Bassambiri III | Community Secondary School, Bassambiri III | Unity College, Nembe | Comprehensive High School, Bassambiri III"
