session,zone,state,lga,ward,gender,disability,school_type,school_level,class_grade,student_count,school_count,classroom_count,computer_count,infrastructure_score,key_entry_level,is_o_level_student,school
2024/2025,South West,Ekiti,Efon,Efon II,Female,Disabled,Public,JSS,JSS3,13,7,1,1,56.2,,0,"Government Secondary School, Efon II | Community Secondary School, Efon II | Unity College, Efon | Comprehensive High School, Efon II"
2024/2025,South West,Ekiti,Efon,Efon III,Male,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 2,128,1,7,6,50.2,,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Female,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 3,0,1,1,1,50.2,,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Female,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 3,42,1,2,2,50.2,,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Male,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 3,0,1,1,1,50.2,,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Male,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 3,53,1,3,2,50.2,,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Female,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 3,0,1,1,1,50.2,,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Female,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 3,54,1,3,2,50.2,,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Male,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 3,0,1,1,1,50.2,,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Male,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 3,70,1,4,3,50.2,,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Female,Disabled,Private,JSS,JSS1,5,1,1,1,56.2,JSS1,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Female,Non-Disabled,Private,JSS,JSS1,190,1,6,5,56.2,JSS1,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Male,Disabled,Private,JSS,JSS1,4,1,1,1,56.2,JSS1,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Male,Non-Disabled,Private,JSS,JSS1,167,1,5,4,56.2,JSS1,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Female,Disabled,Public,JSS,JSS1,25,5,1,1,56.2,JSS1,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Female,Non-Disabled,Public,JSS,JSS1,901,5,26,21,56.2,JSS1,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Male,Disabled,Public,JSS,JSS1,21,5,1,1,56.2,JSS1,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Male,Non-Disabled,Public,JSS,JSS1,748,5,22,18,56.2,JSS1,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Female,Disabled,Private,JSS,JSS2,3,1,1,1,56.2,,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Female,Non-Disabled,Private,JSS,JSS2,156,1,5,4,56.2,,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Male,Disabled,Private,JSS,JSS2,3,1,1,1,56.2,,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Male,Non-Disabled,Private,JSS,JSS2,137,1,4,3,56.2,,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Female,Disabled,Public,JSS,JSS2,20,6,1,1,56.2,,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Female,Non-Disabled,Public,JSS,JSS2,739,6,22,18,56.2,,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Male,Disabled,Public,JSS,JSS2,17,6,1,1,56.2,,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Male,Non-Disabled,Public,JSS,JSS2,614,6,18,15,56.2,,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Female,Disabled,Private,JSS,JSS3,2,1,1,1,56.2,,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Female,Non-Disabled,Private,JSS,JSS3,124,1,4,3,56.2,,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Male,Disabled,Private,JSS,JSS3,2,1,1,1,56.2,,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Male,Non-Disabled,Private,JSS,JSS3,109,1,3,2,56.2,,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Female,Disabled,Public,JSS,JSS3,16,6,1,1,56.2,,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Female,Non-Disabled,Public,JSS,JSS3,590,6,17,14,56.2,,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Male,Disabled,Public,JSS,JSS3,13,6,1,1,56.2,,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Male,Non-Disabled,Public,JSS,JSS3,490,6,14,11,56.2,,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Female,Disabled,Private,Pre-Primary/Primary,Primary 1,29,4,1,1,54.2,Primary 1,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 1,835,4,28,23,54.2,Primary 1,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Male,Disabled,Private,Pre-Primary/Primary,Primary 1,28,4,1,1,54.2,Primary 1,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 1,829,4,28,23,54.2,Primary 1,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Female,Disabled,Public,Pre-Primary/Primary,Primary 1,84,10,3,2,54.2,Primary 1,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 1,2442,10,83,67,54.2,Primary 1,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Male,Disabled,Public,Pre-Primary/Primary,Primary 1,75,10,3,2,54.2,Primary 1,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 1,2180,10,74,60,54.2,Primary 1,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Female,Disabled,Private,Pre-Primary/Primary,Primary 2,26,4,1,1,54.2,,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 2,741,4,25,20,54.2,,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Male,Disabled,Private,Pre-Primary/Primary,Primary 2,26,4,1,1,54.2,,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 2,736,4,25,20,54.2,,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Female,Disabled,Public,Pre-Primary/Primary,Primary 2,75,11,3,2,54.2,,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,2169,11,74,60,54.2,,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Male,Disabled,Public,Pre-Primary/Primary,Primary 2,66,11,2,2,54.2,,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,1936,11,66,53,54.2,,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Female,Disabled,Private,Pre-Primary/Primary,Primary 3,24,4,1,1,54.2,,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 3,667,4,23,19,54.2,,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Male,Disabled,Private,Pre-Primary/Primary,Primary 3,23,4,1,1,54.2,,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 3,662,4,23,19,54.2,,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Female,Disabled,Public,Pre-Primary/Primary,Primary 3,67,10,2,2,54.2,,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,1950,10,66,53,54.2,,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Male,Disabled,Public,Pre-Primary/Primary,Primary 3,60,10,2,2,54.2,,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,1741,10,59,48,54.2,,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Female,Disabled,Private,Pre-Primary/Primary,Primary 4,22,4,1,1,54.2,,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 4,609,4,21,17,54.2,,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Male,Disabled,Private,Pre-Primary/Primary,Primary 4,21,4,1,1,54.2,,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 4,605,4,21,17,54.2,,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Female,Disabled,Public,Pre-Primary/Primary,Primary 4,61,10,2,2,54.2,,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,1781,10,61,49,54.2,,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Male,Disabled,Public,Pre-Primary/Primary,Primary 4,54,10,2,2,54.2,,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,1590,10,54,44,54.2,,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Female,Disabled,Private,Pre-Primary/Primary,Primary 5,21,4,1,1,54.2,,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 5,571,4,19,15,54.2,,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
2024/2025,South West,Ekiti,Efon,Efon III,Male,Disabled,Private,Pre-Primary/Primary,Primary 5,20,4,1,1,54.2,,0,"Government Secondary School, Efon III | Community Secondary School, Efon III | Unity College, Efon | Comprehensive High School, Efon III"
