session,zone,state,lga,institution_type,tertiary_institution,gender,disability,programme_cluster,discipline_group,programme
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,Non-STEMM,ART,Fine and Applied Arts
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,Non-STEMM,ART,Fine and Applied Arts
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,Non-STEMM,ART,Philosophy
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,Non-STEMM,ART,Philosophy
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,Non-STEMM,ART,Philosophy
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,Non-STEMM,ART,Philosophy
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,Non-STEMM,Social Sciences,Geography
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,Non-STEMM,Social Sciences,Geography
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,Non-STEMM,Social Sciences,Geography
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,Non-STEMM,Social Sciences,Geography
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,Non-STEMM,Social Sciences,Economics
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,Non-STEMM,Social Sciences,Economics
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,Non-STEMM,Social Sciences,Economics
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,Non-STEMM,Social Sciences,Economics
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,Non-STEMM,Social Sciences,Psychology
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,Non-STEMM,Social Sciences,Psychology
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,Non-STEMM,Social Sciences,Psychology
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,Non-STEMM,Social Sciences,Psychology
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,Non-STEMM,Social Sciences,Criminology
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,Non-STEMM,Social Sciences,Criminology
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,Non-STEMM,Social Sciences,Criminology
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,Non-STEMM,Social Sciences,Criminology
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,Non-STEMM,Social Sciences,Sociology
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,Non-STEMM,Social Sciences,Sociology
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,Non-STEMM,Social Sciences,Sociology
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,Non-STEMM,Social Sciences,Sociology
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,Non-STEMM,Social Sciences,International Relations
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,Non-STEMM,Social Sciences,International Relations
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,Non-STEMM,Social Sciences,International Relations
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,Non-STEMM,Social Sciences,International Relations
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,Non-STEMM,Social Sciences,Marketing
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,Non-STEMM,Social Sciences,Marketing
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,Non-STEMM,Social Sciences,Marketing
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,Non-STEMM,Social Sciences,Marketing
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,Non-STEMM,Social Sciences,Business Administration
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,Non-STEMM,Social Sciences,Business Administration
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,Non-STEMM,Social Sciences,Business Administration
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,Non-STEMM,Social Sciences,Business Administration
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,Non-STEMM,ART,Law
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,Non-STEMM,ART,Law
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,Non-STEMM,ART,Law
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,Non-STEMM,ART,Law
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,Non-STEMM,Social Sciences,Public Administration
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,Non-STEMM,Social Sciences,Public Administration
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,Non-STEMM,Social Sciences,Public Administration
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,Non-STEMM,Social Sciences,Public Administration
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,Non-STEMM,Social Sciences,Insurance
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,Non-STEMM,Social Sciences,Insurance
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,Non-STEMM,Social Sciences,Insurance
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,Non-STEMM,Social Sciences,Insurance
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,Non-STEMM,Social Sciences,Banking and Finance
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,Non-STEMM,Social Sciences,Banking and Finance
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,Non-STEMM,Social Sciences,Banking and Finance
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,Non-STEMM,Social Sciences,Banking and Finance
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,Non-STEMM,Education,Curriculum Studies
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,Non-STEMM,Education,Curriculum Studies
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,Non-STEMM,Education,Curriculum Studies
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,Non-STEMM,Education,Curriculum Studies
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,Non-STEMM,Education,Adult Education
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,Non-STEMM,Education,Adult Education
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,Non-STEMM,Education,Adult Education
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,Non-STEMM,Education,Adult Education
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,Non-STEMM,Education,Educational Management
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,Non-STEMM,Education,Educational Management
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,Non-STEMM,Education,Educational Management
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,Non-STEMM,Education,Educational Management
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,Non-STEMM,Education,Guidance and Counselling
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,Non-STEMM,Education,Guidance and Counselling
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,Non-STEMM,Education,Guidance and Counselling
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,Non-STEMM,Education,Guidance and Counselling
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,Non-STEMM,Education,Educational Technology
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,Non-STEMM,Education,Educational Technology
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,Non-STEMM,Education,Educational Technology
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,Non-STEMM,Education,Educational Technology
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,Non-STEMM,Social Sciences,Development Communication
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,Non-STEMM,Social Sciences,Development Communication
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,Non-STEMM,Social Sciences,Development Communication
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,Non-STEMM,Social Sciences,Development Communication
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,Non-STEMM,Social Sciences,Public Relations
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,Non-STEMM,Social Sciences,Public Relations
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,Non-STEMM,Social Sciences,Public Relations
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,Non-STEMM,Social Sciences,Public Relations
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,Non-STEMM,Social Sciences,Journalism and Media Studies
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,Non-STEMM,Social Sciences,Journalism and Media Studies
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,Non-STEMM,Social Sciences,Journalism and Media Studies
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,Non-STEMM,Social Sciences,Journalism and Media Studies
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,Non-STEMM,Social Sciences,Mass Communication
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,Non-STEMM,Social Sciences,Mass Communication
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,Non-STEMM,Social Sciences,Mass Communication
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,Non-STEMM,Social Sciences,Mass Communication
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,Non-STEMM,Social Sciences,Broadcasting
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,Non-STEMM,Social Sciences,Broadcasting
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,Non-STEMM,Social Sciences,Broadcasting
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,Non-STEMM,Social Sciences,Broadcasting
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,Non-STEMM,ART,English Language
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,Non-STEMM,ART,English Language
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,Non-STEMM,ART,English Language
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,Non-STEMM,ART,English Language
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,Non-STEMM,ART,Hausa
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,Non-STEMM,ART,Hausa
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,Non-STEMM,ART,Hausa
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,Non-STEMM,ART,Hausa
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,Non-STEMM,ART,Linguistics
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,Non-STEMM,ART,Linguistics
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Non-Disabled,Non-STEMM,ART,Linguistics
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Female,Disabled,Non-STEMM,ART,Linguistics
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Non-Disabled,Non-STEMM,ART,Igbo
2020/2021,North Central,Benue,Gboko,University,"Benue State University, Makurdi",Male,Disabled,Non-STEMM,ART,Igbo
