school
Adamu Jumba Primary School
Al-Ihsan International Academy
Anns Kings And Queen College Nursery And Primary School
Anns Kings And Queens College
Ausan Global Academy Bauchi
Babasidi Primary School
Bamanu Primary School
Bidanga Primary School
Bugaje Primary School
Da Awah Comprehensive Day Secondary School
Dambu Primary School
Dr. Sulaiman Adamu Memorial College
Fadan Galambi Primary School
Faith Revival International Academy
Future Leaders Academy Sabon
Garba Sani Bar Primary School
Government Junior Secondary Birshin Fulani
Government Junior Secondary School Amry Barracks
Government Junior Secondary School Gubi
Government Junior Secondary School Kofar Wase
Gudum Fulani Primary School
Habiba Trust Academy
"High Tech International School, Bauchi"
Jangwali Nomadic Primary School
Kandahar Primary School
Karima International School
Kirbajalli Primary School
Kungas Primary School
Light Horizons Academy
Lushi Primary School
Manyan Gobe International School
Millir Primary School
Northstar International Nursery/Primary And Secondary School
Pioneer Foudation Intternational Academy
Praise Nissi Nursery Primary And Secondary School
Railway Staff Nursery And Primary School
Rugan Abdulkadiri Primary School
Sabon Dungulbi Primary School
Samat International Academy Bauchi
Shafan Fulani Primary School
Urat Memorial Academy Bauchi
"Villa Science Academy, Bauchi"
Wuntin Godoso Primary School
Wuro Malam Musa Nomadic Primary School
Yadin Bishi Primary School
Yola Doka Primary School
Abubakar Salaf International Academy
Ah &Amp; H Academy Nursery And Primary School
Ahlul Lahi Academy
Armburu Model Secondary School
At Tibyan International Academy
Bidolo Primary School
Buli Mulang Primary Sachool
Dan Bala Memirial Academy
Dr. Suleiman Adamu Primary School
Fadan Guruntum Primary Schol
Fariah Comprehensive Day Secondary School
First Esteem High Academy
Fomwan Nursery And Primary School
Geji Primary School
Government Junior Secondary Bishi
Government Junior Secondary School Babban Mutum
Government Junior Secondary School Gudun Fulani
Government Junior Secondary School Kurwala
Government Junior Secondary School Tudun Salmanu
Gudum Sayawa Primary School
Hakayafi Primary School
High Tect International School
Hinsad International Secondary School
Jaura Maaji Nomadic Primary School
Jescent International School
Kangere Central Primary School
Kirbangabut Primary School
Kurwala Primary School
Light Of Guidance Secondary School
Lugge Primary School
Luti Primary School
Mabuga Primary School
Minjim Nomadic Primary School
Orphanage Home Nursery And Primary School
Praise Integrated Nursery And Primary School
Praise Integrated Secondary School
Rehoboth Star International School
Rijiyan Malam Primary School
Rugan Babar Primary School
Sabon Kaura Atbu Primary School
Sardauna Academy Junior Secondary Bauchi
Sheik Jafar Mahmud Adam
Spotlight International Nursery And Primary School
Tarbiyatul Auladul Islam
Turiya Primary School
Unguwar Makama Zungur Primary
Villa Science Academy
Zannuwa Primary School
Zenfulani Primary School
Al Bushra International Academy
Ansar-Ud-Deen Nursery And Primary School
Babban Mutum Science Primary School
Bangal Primary School
Bigi Primary School
Binta Excellent Academy
Buli Primary School
Danfodio Islamic Day Sechool School
Danfodio Islamiyya Primary School
"Diamond Ray  Model School, Bauchi"
Dukkun Dindima
Faith Academy
Faith Revival International Primary School
Fomwan Model Islamic Secondary School
Fudiyya Islamiyya Nursery And Primary School
Gamawan Munsal Nomadic Primary School
Gejin Kasa Bozala Primary School
Government Junior Secondary Dindima
Government Junior Secondary School Bayara
Government Junior Secondary School Gwallagan Mayaka
Government Junior Secondary School Lekka
Government Junior Secondary School Wuntin Dada
Guni Unguwar Ajiya Primary School
Hammadada Nomadic Primary School
Ibrahim Brilliant International School
Jibril Aminu Model Primary School
Kanyallo Primary School
Kareji Primary School
Kobi Primary School
Kusi Primary School
Lys Academy
Lys Academy Primary School Bauchi
Miri Primary School
Pasha Primary School
Pens Glow Charter Academy Bauchi
Rugan Gindau Primary School
Sabon Giade Kwagal Primary School
School For Higher Islamic Studies
Shingen Abba Primary School
Tirwun Nursery And Primary School
Tsohon Kamfani Nursery And Primary School
Ultimate Royal Crown International Academy
Ungwar Sarkin Yaro Primary School
Unity Science Academy Bauchi
Word Of Faith School
Zafirah Kids International School
Al Hihal Nursery Primary And Secondary School
Badagari Primary School
Badas Primary School
Bandas Primary School
Bangum Nomadic Primary School
Bulalusa Primary School
Central Primary School Liman Katagum
Dokan Zungur Primary School
Gindess Lessoross Academy
Girl Child Education Centre Liman Katagum Primary School
Gjss Zungur Kogi
Government Girls Secondary School Liman Katagum
Government Junior Secondary Durum
Government Junior Secondary School Bigi
Government Junior Secondary School Gwallameji
Government Junior Secondary School Liman Katagum
Government Junior Secondary School Luda
Government Junior Secondary School Wuro Jamel
Government Junior Secondary School Yola
Government Junior Secondary School Zungur Dutse
Government Junior Secondry School Sabon Garin Garkuwa
Gungu Primary School
Guruel Primary School
Hirnangiwo Nomadic School
Ibrahim Maikafi Primary School
Imam Ismail College  For Arabic And Islamic Studies
Imam Ismail Tahfiz Liman Katagum
Iqamatis Sunnah Islamiyya
Kusada Primary School
Kwanan Dutse Nomadic Primary School
Lekka Primary
Lobel Primary School
M And T Royal  Secondary School
Maahad For Arabic And Islamic Studies
Rugan Muhammadu Kusada Nomadic Primary School
Sabon Garin Garkuwa Primary School
Shafama Academy
Tudun Salmanu College For Arabic Studies
Tudun Wada Liman Katagum Primary School
Unguwar Tungu Primary School
Yola Primary School
Zafirah International Secondary School
Zungur Dutse Primary School
Zungur Kogi Primary School
Government Junior Secondary  School Dashem Yelwa
Government Junior Secondary  School Ginzum
Government Junior Secondary  School Mallar
Government Junior Secondary  School Vung
Government Junior Secondary  School Abuja
Government Junior Secondary  School Dazara Unguwan Rimi
Government Junior Secondary  School Gizaki
Government Junior Secondary  School Molmol
Government Junior Secondary  School Yabra
Salvation Science Secondary School Boi
Government Junior Secondary  School Badagari
Government Junior Secondary  School Dinki
Government Junior Secondary  School Gobbya Kazar
Government Junior Secondary  School Murai
Government Junior Secondary  School Zakkam
Government Junior Secondary  School Banram
Government Junior Secondary  School Dinkin Fate
Government Junior Secondary  School Gwarangah
Government Junior Secondary  School Mwari
Government Junior Secondary School Ndit
Government Junior Secondary  School Bar Arewa
Government Junior Secondary  School Dinkin Rimi
Government Junior Secondary  School Gyara
Government Junior Secondary  School Ndukum
Government Junior Secondary  School Bar Kudu
Government Junior Secondary  School Dungah
Government Junior Secondary  School Jangyar
Government Junior Secondary  School Sang
Salvation Science School Boi
Government Junior Secondary  School Bazanshi
Government Junior Secondary  School Bogoro
Government Junior Secondary  School Dutsen Lawan
Government Junior Secondary  School Jollong
Government Junior Secondary  School Saran Kasa
Kings &Amp; Queen College Boi
Government Junior Secondary  School Boi
Government Junior Secondary  School Dutsen Saki
Government Junior Secondary  School Kafin Musa
Government Junior Secondary  School Sum
Mwa-Yasl Comprehensive College
Government Junior Secondary  School Bom
Government Junior Secondary  School Gambar Lere
Government Junior Secondary  School Kurum Dodo
Government Junior Secondary  School Tadnum
New Era Junior Secondary School
Government Junior Secondary  School Bongah
Government Junior Secondary  School Gambar Zugum
Government Junior Secondary  School Lafiyan Sara
Government Junior Secondary  School Lusa
Government Junior Secondary  School Unguwan Waje
Perfect Memorial Secondary School Mwari
Government Junior Secondary School Dagauda
Government Junior Secondary School Durwari
Government Junior Secondary School Haladu Ayuba
Government Junior Secondary School Yayarin Dagauda
Government Junior  Secondary School Zakar Dambam
Government Junior Secondary Fagam
Government Junior Secondary School Dambam North
Government Junior Secondary School Model Dambam
Government Junior Secondary School Ngaima
Government Junior Secondary School Dorawa
Government Junior Secondary School Wahu
Government Junior Secondary School Fagarau
Government Junior Secondary School Garuza
Government Junior Secondary School Garin Jarmai
Government Junior Secondary School Gurbana
College High Islamic Studies Jalam
Government Junior Secondary School Jalam
Government Junior Secondary Tudun Wada
Government Junior Secondary School Janda
Government Junior Secondary School Luchambi
Government Junior Secondary School Yame
Government Junior Secondary School Minchika
Government Junior Secondary School Yanda Bayo
Government Junior Secondary School Minyo
Fudiya Day Secondary School Darazo
Government Day Junior Secondary School Zandam
Government Day Secondary School Gidado Jamaare
Government Girls Day Junior Secondary School Darazo
Government Junior Secondary School M.C.P.S Darazo
Government Junior Secondary School Nahuta
Government Junior Secondary Schooltauya
Government Science Secondary School Darazo
Green High School
Hatch Academy Secondary School
Sunshine Academy Secondary School
Government Junior Secondary School Konkiyel
Government Junior Secondary School Lago
Government Junior Secondary P.S Lanzai
Government Junior Secondary School Lanzai Tasha
Government Junior Secondary School Papa
Government Day Junior Secondary School Sade
Government Junior Secondary School Hamzah Ibrahim Sade
Government Junior Secondary School Jiro
Government Junior Secondary School Kari
Government Junior Secondary School Yautare
Government Junior Secondary School Bajar
Government Junior Secondary School Gwaltukurwa
Government Day Secondary School Baraza
Government Day Secondary School Lukshi
Government Junior Secondary School Badel
Government Junior Secondary School Gyamas
Fomwan Model Junior Secondary School
Government Junior Secondary School Iliya Adamu Bundot
Government Junior Secondary School Shallgwantar
Wakili International High School
Government Day Secondary School Gyamas
Government Junior Secondary School Bangim
Government Junior Secondary School Yalwa
Government Day Secondary School Married Women Dass
Government Junior Secondary School Bakin Kogi
Government Junior Secondary School Zagi
Government Junior Secondary School Dabardak
Government Junior Secondary School Durr
Government Junior Secondary School Darussalam
Government Day Secondary School Wandi
Government Junior Secondary School Dumba
Government Day Secondary School Bazali
Government Junior Secondary School Gala
Government Junior Secondary School Zumbul
Government Junior Secondary School Alagarno
Government Junior Secondary School Gadiya
Government Day Junior Secondary School Gamawa
Government Junior Secondary School Gamawa Cps
Government Junior Secondary School Ibrahim Mps Gamawa
Ube Iqamatus Sunnah College Gamawa
Government Day Junior Secondary School Gololo
Government Junior Secondary School Bakori
Government Junior Secondary School Gatattara
Government Junior Secondary School Kubdiya
Government Junior Secondary School Kafi-Romi
Government Junior Secondary School Raga
Government Junior Secondary School Kutunas
Government Junior Secondary School Tarmasuwa
Government Junior Secondary School Tumbi
Government Junior Secondary School Wabu
Government Junior Secondary School Udubo
Government Junior Secondary School Zindiwa
Goverment Junior Secondary School Rudubida
Government Junior Secondary School Ganjuwa
Government Junior Secondary School Nabayi
Government Junior Secondary School Sabon Kariya
Government Day Junior Secondary School Jimbin
Government Junior Secondary School Ringim
College Of Arabic And Islamic Studies Kafin Madaki
Government Girls College (Special School) Kafin Madaki
Government Junior Secondary School Kafin Liman
Government Junior Secondary School Kafin Madaki
Government Junior Secondary School Kofar Buri
Government Junior Secondary School Rudu Yausa
Government Junior Secondary School
Government Junior Secondary School Badau Kafin Madaki
Government Junior Secondary School Kariya
Government Junior Secondary School Siri Babba
Sakarumbu Government Junior Secondary School
Government Junior Secondary School Badaromo
Government Junior Secondary School Siri Zurhu
Government Junior Secondary School Bunga
Government Junior Secondary School Kubi
Government Junior Secondary School Siyi
Sangei Memorial Day Secondary School Firo
Unguwan Baure Government Junior Secondary School Miya
Government Junior Secondary School Dabe
Government Junior Secondary School Soro North
College For Arabic &Amp; Islamic Studies Soro
Government Day Senior Secondary School Miya
Government Junior Secondary School Firo
Government Junior Secondary School Unguwar Ari Miya
Government Junior Secondary School Zalanga
Gala Government Junior Secondary School
Government Junior Secondary School Gidan Waya
Government Junior Secondary School Zangoro
Goverment Junior Secondary School Burku
Government Day Secondary School Nasarawa
