zone,state,lga,ward,school
North Central,Niger,Suleja,Bagmama 'A',"Comprehensive High School, Bagmama 'A'"
North Central,Niger,Suleja,Bagmama 'A',"Government Secondary School, Bagmama 'A'"
North Central,Niger,Suleja,Bagmama 'A',"Unity College, Suleja"
North Central,Niger,Suleja,Hashimi 'A',"Community Secondary School, Hashimi 'A'"
North Central,Niger,Suleja,Hashimi 'A',"Comprehensive High School, Hashimi 'A'"
North Central,Niger,Suleja,Hashimi 'A',"Government Secondary School, Hashimi 'A'"
North Central,Niger,Suleja,Hashimi 'A',"Unity College, Suleja"
North Central,Plateau,Barkin Ladi,Barakin Ladi,"Community Secondary School, Barakin Ladi"
North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi"
North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi"
North Central,Plateau,Barkin Ladi,Barakin Ladi,"Unity College, Barkin Ladi"
North Central,Plateau,Barkin Ladi,Gassa/Sho,"Community Secondary School, Gassa/Sho"
North Central,Plateau,Barkin Ladi,Gassa/Sho,"Comprehensive High School, Gassa/Sho"
North Central,Plateau,Barkin Ladi,Gassa/Sho,"Government Secondary School, Gassa/Sho"
North Central,Plateau,Barkin Ladi,Gassa/Sho,"Unity College, Barkin Ladi"
North Central,Plateau,Barkin Ladi,Gindin Akwati,"Community Secondary School, Gindin Akwati"
North Central,Plateau,Barkin Ladi,Gindin Akwati,"Comprehensive High School, Gindin Akwati"
North Central,Plateau,Barkin Ladi,Gindin Akwati,"Government Secondary School, Gindin Akwati"
North Central,Plateau,Barkin Ladi,Gindin Akwati,"Unity College, Barkin Ladi"
North Central,Plateau,Jos North,Abba Na Shehu,"Community Secondary School, Abba Na Shehu"
North Central,Plateau,Jos North,Abba Na Shehu,"Comprehensive High School, Abba Na Shehu"
North Central,Plateau,Jos North,Abba Na Shehu,"Government Secondary School, Abba Na Shehu"
North Central,Plateau,Jos North,Abba Na Shehu,"Unity College, Jos North"
North Central,Plateau,Jos North,Ali Kazaure,"Community Secondary School, Ali Kazaure"
North Central,Plateau,Jos North,Ali Kazaure,"Comprehensive High School, Ali Kazaure"
North Central,Plateau,Jos North,Ali Kazaure,"Government Secondary School, Ali Kazaure"
North Central,Plateau,Jos North,Ali Kazaure,"Unity College, Jos North"
North Central,Plateau,Jos North,Gangare,"Community Secondary School, Gangare"
North Central,Plateau,Jos North,Gangare,"Comprehensive High School, Gangare"
North Central,Plateau,Jos North,Gangare,"Government Secondary School, Gangare"
North Central,Plateau,Jos North,Gangare,"Unity College, Jos North"
North Central,Plateau,Jos South,Bukuru,"Community Secondary School, Bukuru"
North Central,Plateau,Jos South,Bukuru,"Comprehensive High School, Bukuru"
North Central,Plateau,Jos South,Bukuru,"Government Secondary School, Bukuru"
North Central,Plateau,Jos South,Bukuru,"Unity College, Jos South"
North Central,Plateau,Jos South,Du,"Community Secondary School, Du"
North Central,Plateau,Jos South,Du,"Comprehensive High School, Du"
North Central,Plateau,Jos South,Du,"Government Secondary School, Du"
North Central,Plateau,Jos South,Du,"Unity College, Jos South"
North Central,Plateau,Jos South,Giring,"Community Secondary School, Giring"
North Central,Plateau,Jos South,Giring,"Comprehensive High School, Giring"
North Central,Plateau,Jos South,Giring,"Government Secondary School, Giring"
North Central,Plateau,Jos South,Giring,"Unity College, Jos South"
North Central,Plateau,Mangu,Ampang west,"Community Secondary School, Ampang west"
North Central,Plateau,Mangu,Ampang west,"Comprehensive High School, Ampang west"
North Central,Plateau,Mangu,Ampang west,"Government Secondary School, Ampang west"
North Central,Plateau,Mangu,Ampang west,"Unity College, Mangu"
North Central,Plateau,Mangu,Chanso,"Community Secondary School, Chanso"
North Central,Plateau,Mangu,Chanso,"Comprehensive High School, Chanso"
North Central,Plateau,Mangu,Chanso,"Government Secondary School, Chanso"
North Central,Plateau,Mangu,Chanso,"Unity College, Mangu"
North Central,Plateau,Mangu,Gindiri  I,"Community Secondary School, Gindiri  I"
North Central,Plateau,Mangu,Gindiri  I,"Comprehensive High School, Gindiri  I"
North Central,Plateau,Mangu,Gindiri  I,"Government Secondary School, Gindiri  I"
North Central,Plateau,Mangu,Gindiri  I,"Unity College, Mangu"
North Central,Plateau,Pankshin,Chip,"Community Secondary School, Chip"
North Central,Plateau,Pankshin,Chip,"Comprehensive High School, Chip"
North Central,Plateau,Pankshin,Chip,"Government Secondary School, Chip"
North Central,Plateau,Pankshin,Chip,"Unity College, Pankshin"
North Central,Plateau,Pankshin,Dok-Pai,"Community Secondary School, Dok-Pai"
North Central,Plateau,Pankshin,Dok-Pai,"Comprehensive High School, Dok-Pai"
North Central,Plateau,Pankshin,Dok-Pai,"Government Secondary School, Dok-Pai"
North Central,Plateau,Pankshin,Dok-Pai,"Unity College, Pankshin"
North Central,Plateau,Pankshin,Fier,"Community Secondary School, Fier"
North Central,Plateau,Pankshin,Fier,"Comprehensive High School, Fier"
North Central,Plateau,Pankshin,Fier,"Government Secondary School, Fier"
North Central,Plateau,Pankshin,Fier,"Unity College, Pankshin"
North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli"
North East,Adamawa,Mubi North,Bahuli,"Comprehensive High School, Bahuli"
North East,Adamawa,Mubi North,Bahuli,"Government Secondary School, Bahuli"
North East,Adamawa,Mubi North,Bahuli,"Unity College, Mubi North"
North East,Adamawa,Mubi North,Betso,"Community Secondary School, Betso"
North East,Adamawa,Mubi North,Betso,"Comprehensive High School, Betso"
North East,Adamawa,Mubi North,Betso,"Government Secondary School, Betso"
North East,Adamawa,Mubi North,Betso,"Unity College, Mubi North"
North East,Adamawa,Mubi North,Digil,"Community Secondary School, Digil"
North East,Adamawa,Mubi North,Digil,"Comprehensive High School, Digil"
North East,Adamawa,Mubi North,Digil,"Government Secondary School, Digil"
North East,Adamawa,Mubi North,Digil,"Unity College, Mubi North"
North East,Adamawa,Numan,Bare,"Community Secondary School, Bare"
North East,Adamawa,Numan,Bare,"Comprehensive High School, Bare"
North East,Adamawa,Numan,Bare,"Government Secondary School, Bare"
North East,Adamawa,Numan,Bare,"Unity College, Numan"
North East,Adamawa,Numan,Bolki,"Community Secondary School, Bolki"
North East,Adamawa,Numan,Bolki,"Comprehensive High School, Bolki"
North East,Adamawa,Numan,Bolki,"Government Secondary School, Bolki"
North East,Adamawa,Numan,Bolki,"Unity College, Numan"
North East,Adamawa,Numan,Gamadio,"Community Secondary School, Gamadio"
North East,Adamawa,Numan,Gamadio,"Comprehensive High School, Gamadio"
North East,Adamawa,Numan,Gamadio,"Government Secondary School, Gamadio"
North East,Adamawa,Numan,Gamadio,"Unity College, Numan"
North East,Adamawa,Yola North,Ajiya,"Community Secondary School, Ajiya"
North East,Adamawa,Yola North,Ajiya,"Comprehensive High School, Ajiya"
North East,Adamawa,Yola North,Ajiya,"Government Secondary School, Ajiya"
North East,Adamawa,Yola North,Ajiya,"Unity College, Jimeta"
North East,Adamawa,Yola North,Ajiya,"Unity College, Yola North"
North East,Adamawa,Yola North,Alkalawa,"Community Secondary School, Alkalawa"
North East,Adamawa,Yola North,Alkalawa,"Comprehensive High School, Alkalawa"
North East,Adamawa,Yola North,Alkalawa,"Government Secondary School, Alkalawa"
North East,Adamawa,Yola North,Alkalawa,"Unity College, Jimeta"
North East,Adamawa,Yola North,Alkalawa,"Unity College, Yola North"
North East,Adamawa,Yola North,Doubeli,"Community Secondary School, Doubeli"
North East,Adamawa,Yola North,Doubeli,"Comprehensive High School, Doubeli"
North East,Adamawa,Yola North,Doubeli,"Government Secondary School, Doubeli"
North East,Adamawa,Yola North,Doubeli,"Unity College, Jimeta"
North East,Adamawa,Yola North,Doubeli,"Unity College, Yola North"
North East,Adamawa,Yola South,Adarawo,"Community Secondary School, Adarawo"
North East,Adamawa,Yola South,Adarawo,"Comprehensive High School, Adarawo"
North East,Adamawa,Yola South,Adarawo,"Government Secondary School, Adarawo"
North East,Adamawa,Yola South,Adarawo,"Unity College, Yola South"
North East,Adamawa,Yola South,Bako,"Community Secondary School, Bako"
North East,Adamawa,Yola South,Bako,"Comprehensive High School, Bako"
North East,Adamawa,Yola South,Bako,"Government Secondary School, Bako"
North East,Adamawa,Yola South,Bako,"Unity College, Yola South"
North East,Adamawa,Yola South,Bole Yolde Pate,"Community Secondary School, Bole Yolde Pate"
North East,Adamawa,Yola South,Bole Yolde Pate,"Comprehensive High School, Bole Yolde Pate"
North East,Adamawa,Yola South,Bole Yolde Pate,"Government Secondary School, Bole Yolde Pate"
North East,Adamawa,Yola South,Bole Yolde Pate,"Unity College, Yola South"
North East,Bauchi,Alkaleri,Alkaleri,Alkaleri Central Primary School
North East,Bauchi,Alkaleri,Alkaleri,Alkaleri Islamiya Primary School
North East,Bauchi,Alkaleri,Alkaleri,Ambassadors Academy
North East,Bauchi,Alkaleri,Alkaleri,Bayan Banki Primary School Alkaleri
North East,Bauchi,Alkaleri,Alkaleri,Bunga Primary School
North East,Bauchi,Alkaleri,Alkaleri,Central Junior Secondary School Alkaleri
North East,Bauchi,Alkaleri,Alkaleri,College For Arabic And Higher Islamic Studies Alkaleri
North East,Bauchi,Alkaleri,Alkaleri,Federal Low Cost Primary School
North East,Bauchi,Alkaleri,Alkaleri,"Government Day Senior Secondary School, Mainamaji"
North East,Bauchi,Alkaleri,Alkaleri,Government Junior Secondary School Guruntun
North East,Bauchi,Alkaleri,Alkaleri,Government Junior Secondry School Kumbala
North East,Bauchi,Alkaleri,Alkaleri,Gumli Nomadic Primary School
North East,Bauchi,Alkaleri,Alkaleri,Intergrated Royal Academy Alkaleri
North East,Bauchi,Alkaleri,Alkaleri,Jamda Primary School
North East,Bauchi,Alkaleri,Alkaleri,Kargo Primary School
North East,Bauchi,Alkaleri,Alkaleri,Kuka Primary School
North East,Bauchi,Alkaleri,Alkaleri,Londo Primary School
North East,Bauchi,Alkaleri,Alkaleri,Natsira Primary School
North East,Bauchi,Alkaleri,Alkaleri,Rapid Result Academy Nursery - Primary School
North East,Bauchi,Alkaleri,Alkaleri,Scholars Academy Alkaleri
North East,Bauchi,Alkaleri,Alkaleri,Tudun Wada
North East,Bauchi,Alkaleri,Alkaleri,Walakerol Primary School
North East,Bauchi,Alkaleri,Alkaleri,Zange Primary School
North East,Bauchi,Alkaleri,Birin/ Gigara/ Yankari,Abbas Primary School
North East,Bauchi,Alkaleri,Birin/ Gigara/ Yankari,Babani Primary School
North East,Bauchi,Alkaleri,Birin/ Gigara/ Yankari,Badaran Dutse Primary School
North East,Bauchi,Alkaleri,Birin/ Gigara/ Yankari,Badol Primary School
North East,Bauchi,Alkaleri,Birin/ Gigara/ Yankari,Beddare Nomadic Primary School
North East,Bauchi,Alkaleri,Birin/ Gigara/ Yankari,Burle Nomadic Primary School
North East,Bauchi,Alkaleri,Birin/ Gigara/ Yankari,Doka Primary School
North East,Bauchi,Alkaleri,Birin/ Gigara/ Yankari,Dumbo Primary School
North East,Bauchi,Alkaleri,Birin/ Gigara/ Yankari,Galen Mansur Primary School
North East,Bauchi,Alkaleri,Birin/ Gigara/ Yankari,Gina Rumbu Nomadic Primary School
North East,Bauchi,Alkaleri,Birin/ Gigara/ Yankari,Government Junior Secondary School Badaran Dutse
North East,Bauchi,Alkaleri,Birin/ Gigara/ Yankari,Government Junior Secondary School Gwartanbali
North East,Bauchi,Alkaleri,Birin/ Gigara/ Yankari,Guma Primary School
North East,Bauchi,Alkaleri,Birin/ Gigara/ Yankari,Gwan Primary School
North East,Bauchi,Alkaleri,Birin/ Gigara/ Yankari,Jauro Hamma Primary School
North East,Bauchi,Alkaleri,Birin/ Gigara/ Yankari,Junior Secondary School Tudun Wada
North East,Bauchi,Alkaleri,Birin/ Gigara/ Yankari,Karshi Primary School
North East,Bauchi,Alkaleri,Birin/ Gigara/ Yankari,Kumbala Primary School
North East,Bauchi,Alkaleri,Birin/ Gigara/ Yankari,Maccido Primary School
North East,Bauchi,Alkaleri,Birin/ Gigara/ Yankari,Misbahul Sunnah Magasa
North East,Bauchi,Alkaleri,Birin/ Gigara/ Yankari,Sabon Jiri
North East,Bauchi,Alkaleri,Birin/ Gigara/ Yankari,Sabu Makera Primary School
North East,Bauchi,Alkaleri,Birin/ Gigara/ Yankari,Takwur Kogi
North East,Bauchi,Alkaleri,Dan Kungibar,Bajama Primary School
North East,Bauchi,Alkaleri,Dan Kungibar,Belloji Primary School
North East,Bauchi,Alkaleri,Dan Kungibar,Dagudi Primary School
North East,Bauchi,Alkaleri,Dan Kungibar,Dan Primary School
North East,Bauchi,Alkaleri,Dan Kungibar,Fada Duguri Primary School
North East,Bauchi,Alkaleri,Dan Kungibar,Gamji Nomadic Primary School
North East,Bauchi,Alkaleri,Dan Kungibar,Girls Child Education Primary School
North East,Bauchi,Alkaleri,Dan Kungibar,Government Junior Secondary School Badaran Lungu
North East,Bauchi,Alkaleri,Dan Kungibar,Government Junior Secondary School Dan
North East,Bauchi,Alkaleri,Dan Kungibar,Government Junior Secondary School Haruna Memorial
North East,Bauchi,Alkaleri,Dan Kungibar,Gunciguni Primary School
North East,Bauchi,Alkaleri,Dan Kungibar,Gwartam Bali Primary School
North East,Bauchi,Alkaleri,Dan Kungibar,Jauro Hamza Primary School
North East,Bauchi,Alkaleri,Dan Kungibar,Kashara Primary School
North East,Bauchi,Alkaleri,Dan Kungibar,Kungimbar Nomadic Primary School
North East,Bauchi,Alkaleri,Dan Kungibar,Madarasatul Siradal Mustaqeem Junior Seondary School Udubo
North East,Bauchi,Alkaleri,Dan Kungibar,Magasa Primary School
North East,Bauchi,Alkaleri,Dan Kungibar,Shafa Primary School
North East,Bauchi,Alkaleri,Dan Kungibar,Unguwan Alh Adamu Nomadic
North East,Bauchi,Alkaleri,Dan Kungibar,Unguwan Wake Primary School
North East,Bauchi,Alkaleri,Dan Kungibar,Wudilawa Primary School
North East,Bauchi,Alkaleri,Dan Kungibar,Yalwan Duguri
North East,Bauchi,Alkaleri,Dan Kungibar,Zoro Primary School
North East,Bauchi,Alkaleri,Futuk,Baka Manu Primary School
North East,Bauchi,Alkaleri,Futuk,Cocin Academy Nursery And Primary School Boi
North East,Bauchi,Alkaleri,Futuk,Futuk Islamiyya Primary School
North East,Bauchi,Alkaleri,Futuk,Futuk Primary School
North East,Bauchi,Alkaleri,Futuk,Gar Islamiya Primary School
North East,Bauchi,Alkaleri,Futuk,Government Day Secondary School Futuk
North East,Bauchi,Alkaleri,Futuk,Government Junior Secondary School Bartak Duguri
North East,Bauchi,Alkaleri,Futuk,Government Junior Secondary School Kundak
North East,Bauchi,Alkaleri,Futuk,Gyangyan Primary School
North East,Bauchi,Alkaleri,Futuk,Jauro Gani Primary School
North East,Bauchi,Alkaleri,Futuk,Kontagora Primary School
North East,Bauchi,Alkaleri,Futuk,Kumoyel Primary School
North East,Bauchi,Alkaleri,Futuk,Kunkar Primary School
North East,Bauchi,Alkaleri,Futuk,Madarasatul Nurulyaqin Litahfizul Quran Futuk
North East,Bauchi,Alkaleri,Futuk,Mai Ari Primary School
North East,Bauchi,Alkaleri,Futuk,Misbahul Sunnah Futuk
North East,Bauchi,Alkaleri,Futuk,Monna Primary School
North East,Bauchi,Alkaleri,Futuk,Perfect Science Technical School
North East,Bauchi,Alkaleri,Futuk,Tandol Primary School
North East,Bauchi,Alkaleri,Futuk,Tonglong Primary School
North East,Bauchi,Alkaleri,Futuk,Unguwan Galadima Primary School
North East,Bauchi,Alkaleri,Futuk,Yalwan Gikar
North East,Bauchi,Alkaleri,Futuk,Zadawa Primary School
North East,Bauchi,Alkaleri,Gar,Asasus-Sunnah Digare
North East,Bauchi,Alkaleri,Gar,Baptist Academy Digare
North East,Bauchi,Alkaleri,Gar,Digare Primary School
North East,Bauchi,Alkaleri,Gar,Dimis Primary School
North East,Bauchi,Alkaleri,Gar,Fathul Bari
North East,Bauchi,Alkaleri,Gar,Gangar Primary School
North East,Bauchi,Alkaleri,Gar,Gar Primary School
North East,Bauchi,Alkaleri,Gar,Garin Sarkin Ruwa Nomadic Primary School
North East,Bauchi,Alkaleri,Gar,Government Day Junior Secondary School Digare
North East,Bauchi,Alkaleri,Gar,Government Junior Secondary School Birim
North East,Bauchi,Alkaleri,Gar,Government Junior Secondary School Kunkar
North East,Bauchi,Alkaleri,Gar,Jaiz Academy Gwana Digare
North East,Bauchi,Alkaleri,Gar,Maimuna  Memorial Islamiyya
North East,Bauchi,Alkaleri,Gar,Mainamaji Primary School
North East,Bauchi,Alkaleri,Gar,Papa Primary School
North East,Bauchi,Alkaleri,Gar,Sabon Garin Duguri
North East,Bauchi,Alkaleri,Gar,Sangar Primary School
North East,Bauchi,Alkaleri,Gar,Taksar Primary School
North East,Bauchi,Alkaleri,Gar,Tsangayar Mallam Adamu Liman Digare
North East,Bauchi,Alkaleri,Gar,Ube Bayan Banki
North East,Bauchi,Alkaleri,Gar,Vulum Primary School
North East,Bauchi,Alkaleri,Gar,Yala Primary School
North East,Bauchi,Alkaleri,Gar,Yalwan Bango Primary School
North East,Bauchi,Alkaleri,Gwana / Mansur,Bajoga Primary School
North East,Bauchi,Alkaleri,Gwana / Mansur,Birim Primary School
North East,Bauchi,Alkaleri,Gwana / Mansur,Debigi Primary School
North East,Bauchi,Alkaleri,Gwana / Mansur,Filufilu Islamiyya School
North East,Bauchi,Alkaleri,Gwana / Mansur,Gamu Primary School.
North East,Bauchi,Alkaleri,Gwana / Mansur,Gokaru Primary School
North East,Bauchi,Alkaleri,Gwana / Mansur,Government Junior Secondary School Dagudi
North East,Bauchi,Alkaleri,Gwana / Mansur,Government Junior Secondary School Kunzung
North East,Bauchi,Alkaleri,Gwana / Mansur,Guruntun Primary School
North East,Bauchi,Alkaleri,Gwana / Mansur,Gwana Primary Scgool
North East,Bauchi,Alkaleri,Gwana / Mansur,Gyar Primary School
North East,Bauchi,Alkaleri,Gwana / Mansur,Jauro Wabi Primary School
North East,Bauchi,Alkaleri,Gwana / Mansur,Jss Mansur
North East,Bauchi,Alkaleri,Gwana / Mansur,Kashereyel Primary School
North East,Bauchi,Alkaleri,Gwana / Mansur,Kunva Primary School
North East,Bauchi,Alkaleri,Gwana / Mansur,Manari Nomadic Primary School
North East,Bauchi,Alkaleri,Gwana / Mansur,Shira Primary School
