session,gender,disability,exam_body,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated,median_time_to_matriculation_years,gap_band
2022/2023,Female,ALL,NABTEB,College of Education,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,23,17,7,7,1,0,6,10,0,2.1,1 year
2022/2023,Female,ALL,NABTEB,College of Education,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,10,7,3,3,0,0,3,4,0,2.1,2 years
2022/2023,Female,ALL,NABTEB,College of Education,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,5,4,2,1,0,0,1,2,1,2.1,3-5 years
2022/2023,Female,ALL,NABTEB,College of Education,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,2,1,0,0,0,0,1,1,0,2.1,5+ years
2022/2023,Female,Disabled,WAEC,University,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,29,21,9,8,1,0,8,12,1,2.1,1 year
2022/2023,Female,Disabled,WAEC,University,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,12,9,4,3,0,0,3,5,1,2.1,2 years
2022/2023,Female,Disabled,WAEC,University,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,6,5,2,2,0,0,1,3,0,2.1,3-5 years
2022/2023,Female,Disabled,WAEC,University,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,2,1,1,1,0,0,1,0,0,2.1,5+ years
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,13,10,4,4,0,0,3,6,0,2.1,1 year
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,6,4,2,2,0,0,2,2,0,2.1,2 years
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,3,2,1,1,0,0,1,1,0,2.1,3-5 years
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,1,1,0,0,0,0,0,1,0,2.1,5+ years
2022/2023,Female,Disabled,WAEC,College of Education,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,11,8,3,3,0,0,3,5,0,2.1,1 year
2022/2023,Female,Disabled,WAEC,College of Education,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,5,3,1,1,0,0,2,2,0,2.1,2 years
2022/2023,Female,Disabled,WAEC,College of Education,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,2,2,1,1,0,0,0,1,0,2.1,3-5 years
2022/2023,Female,Disabled,WAEC,College of Education,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,1,1,0,0,0,0,0,1,0,2.1,5+ years
2022/2023,Female,Disabled,NECO,University,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,14,10,4,4,0,0,4,6,0,2.1,1 year
2022/2023,Female,Disabled,NECO,University,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,6,4,2,2,0,0,2,2,0,2.1,2 years
2022/2023,Female,Disabled,NECO,University,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,3,2,1,1,0,0,1,1,0,2.1,3-5 years
2022/2023,Female,Disabled,NECO,University,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,1,1,0,0,0,0,0,1,0,2.1,5+ years
2022/2023,Female,Disabled,NECO,Polytechnic,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,6,4,2,2,0,0,2,2,0,2.1,1 year
2022/2023,Female,Disabled,NECO,Polytechnic,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,3,2,1,1,0,0,1,1,0,2.1,2 years
2022/2023,Female,Disabled,NECO,Polytechnic,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,1,1,0,0,0,0,0,1,0,2.1,3-5 years
2022/2023,Female,Disabled,NECO,Polytechnic,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2022/2023,Female,Disabled,NECO,College of Education,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,5,4,1,1,0,0,1,3,0,2.1,1 year
2022/2023,Female,Disabled,NECO,College of Education,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,2,2,1,1,0,0,0,1,0,2.1,2 years
2022/2023,Female,Disabled,NECO,College of Education,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,1,1,0,0,0,0,0,1,0,2.1,3-5 years
2022/2023,Female,Disabled,NECO,College of Education,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2022/2023,Female,Disabled,NABTEB,University,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,4,3,1,1,0,0,1,2,0,2.1,1 year
2022/2023,Female,Disabled,NABTEB,University,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,2,1,1,1,0,0,1,0,0,2.1,2 years
2022/2023,Female,Disabled,NABTEB,University,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,1,1,0,0,0,0,0,1,0,2.1,3-5 years
2022/2023,Female,Disabled,NABTEB,University,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2022/2023,Female,Disabled,NABTEB,Polytechnic,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,2,1,1,1,0,0,1,0,0,2.1,1 year
2022/2023,Female,Disabled,NABTEB,Polytechnic,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,1,1,0,0,0,0,0,1,0,2.1,2 years
2022/2023,Female,Disabled,NABTEB,Polytechnic,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,0,0,0,0,0,0,0,0,0,2.1,3-5 years
2022/2023,Female,Disabled,NABTEB,Polytechnic,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2022/2023,Female,Disabled,NABTEB,College of Education,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,2,1,0,0,0,0,1,1,0,2.1,1 year
2022/2023,Female,Disabled,NABTEB,College of Education,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,1,0,0,0,0,0,1,0,0,2.1,2 years
2022/2023,Female,Disabled,NABTEB,College of Education,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,0,0,0,0,0,0,0,0,0,2.1,3-5 years
2022/2023,Female,Disabled,NABTEB,College of Education,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2022/2023,Female,ALL,WAEC,University,lga,Idah,North Central,Kogi,Idah,,,0,444,322,135,124,11,0,122,187,11,2.1,1 year
2022/2023,Female,ALL,WAEC,University,lga,Idah,North Central,Kogi,Idah,,,0,192,139,58,53,5,0,53,81,5,2.1,2 years
2022/2023,Female,ALL,WAEC,University,lga,Idah,North Central,Kogi,Idah,,,0,100,72,30,28,2,0,28,42,2,2.1,3-5 years
2022/2023,Female,ALL,WAEC,University,lga,Idah,North Central,Kogi,Idah,,,0,31,22,9,9,1,0,9,13,0,2.1,5+ years
2022/2023,Female,ALL,WAEC,Polytechnic,lga,Idah,North Central,Kogi,Idah,,,0,202,146,61,56,5,0,56,85,5,2.1,1 year
2022/2023,Female,ALL,WAEC,Polytechnic,lga,Idah,North Central,Kogi,Idah,,,0,87,63,26,24,2,0,24,37,2,2.1,2 years
2022/2023,Female,ALL,WAEC,Polytechnic,lga,Idah,North Central,Kogi,Idah,,,0,45,33,14,13,1,0,12,19,1,2.1,3-5 years
2022/2023,Female,ALL,WAEC,Polytechnic,lga,Idah,North Central,Kogi,Idah,,,0,14,10,4,4,0,0,4,6,0,2.1,5+ years
2022/2023,Female,ALL,WAEC,College of Education,lga,Idah,North Central,Kogi,Idah,,,0,162,117,49,45,4,0,45,68,4,2.1,1 year
2022/2023,Female,ALL,WAEC,College of Education,lga,Idah,North Central,Kogi,Idah,,,0,70,50,21,19,2,0,20,29,2,2.1,2 years
2022/2023,Female,ALL,WAEC,College of Education,lga,Idah,North Central,Kogi,Idah,,,0,36,26,11,10,1,0,10,15,1,2.1,3-5 years
2022/2023,Female,ALL,WAEC,College of Education,lga,Idah,North Central,Kogi,Idah,,,0,11,8,3,3,0,0,3,5,0,2.1,5+ years
2022/2023,Female,ALL,NECO,University,lga,Idah,North Central,Kogi,Idah,,,0,208,150,63,58,5,0,58,87,5,2.1,1 year
2022/2023,Female,ALL,NECO,University,lga,Idah,North Central,Kogi,Idah,,,0,90,65,27,25,2,0,25,38,2,2.1,2 years
2022/2023,Female,ALL,NECO,University,lga,Idah,North Central,Kogi,Idah,,,0,47,34,14,13,1,0,13,20,1,2.1,3-5 years
2022/2023,Female,ALL,NECO,University,lga,Idah,North Central,Kogi,Idah,,,0,14,10,4,4,0,0,4,6,0,2.1,5+ years
2022/2023,Female,ALL,NECO,Polytechnic,lga,Idah,North Central,Kogi,Idah,,,0,94,68,29,26,2,0,26,39,3,2.1,1 year
2022/2023,Female,ALL,NECO,Polytechnic,lga,Idah,North Central,Kogi,Idah,,,0,41,29,12,11,1,0,12,17,1,2.1,2 years
2022/2023,Female,ALL,NECO,Polytechnic,lga,Idah,North Central,Kogi,Idah,,,0,21,15,6,6,1,0,6,9,0,2.1,3-5 years
2022/2023,Female,ALL,NECO,Polytechnic,lga,Idah,North Central,Kogi,Idah,,,0,7,5,2,2,0,0,2,3,0,2.1,5+ years
2022/2023,Female,ALL,NECO,College of Education,lga,Idah,North Central,Kogi,Idah,,,0,76,55,23,21,2,0,21,32,2,2.1,1 year
2022/2023,Female,ALL,NECO,College of Education,lga,Idah,North Central,Kogi,Idah,,,0,33,24,10,9,1,0,9,14,1,2.1,2 years
2022/2023,Female,ALL,NECO,College of Education,lga,Idah,North Central,Kogi,Idah,,,0,17,12,5,5,0,0,5,7,0,2.1,3-5 years
2022/2023,Female,ALL,NECO,College of Education,lga,Idah,North Central,Kogi,Idah,,,0,5,4,2,1,0,0,1,2,1,2.1,5+ years
2022/2023,Female,ALL,NABTEB,University,lga,Idah,North Central,Kogi,Idah,,,0,65,47,20,18,2,0,18,27,2,2.1,1 year
2022/2023,Female,ALL,NABTEB,University,lga,Idah,North Central,Kogi,Idah,,,0,28,20,8,8,1,0,8,12,0,2.1,2 years
2022/2023,Female,ALL,NABTEB,University,lga,Idah,North Central,Kogi,Idah,,,0,14,10,4,4,0,0,4,6,0,2.1,3-5 years
2022/2023,Female,ALL,NABTEB,University,lga,Idah,North Central,Kogi,Idah,,,0,4,3,1,1,0,0,1,2,0,2.1,5+ years
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Idah,North Central,Kogi,Idah,,,0,29,21,9,8,1,0,8,12,1,2.1,1 year
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Idah,North Central,Kogi,Idah,,,0,13,9,4,4,0,0,4,5,0,2.1,2 years
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Idah,North Central,Kogi,Idah,,,0,7,5,2,2,0,0,2,3,0,2.1,3-5 years
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Idah,North Central,Kogi,Idah,,,0,2,1,1,1,0,0,1,0,0,2.1,5+ years
2022/2023,Female,ALL,NABTEB,College of Education,lga,Idah,North Central,Kogi,Idah,,,0,23,17,7,7,1,0,6,10,0,2.1,1 year
2022/2023,Female,ALL,NABTEB,College of Education,lga,Idah,North Central,Kogi,Idah,,,0,10,7,3,3,0,0,3,4,0,2.1,2 years
2022/2023,Female,ALL,NABTEB,College of Education,lga,Idah,North Central,Kogi,Idah,,,0,5,4,2,1,0,0,1,2,1,2.1,3-5 years
2022/2023,Female,ALL,NABTEB,College of Education,lga,Idah,North Central,Kogi,Idah,,,0,2,1,0,0,0,0,1,1,0,2.1,5+ years
2022/2023,Female,Disabled,WAEC,University,lga,Idah,North Central,Kogi,Idah,,,0,29,21,9,8,1,0,8,12,1,2.1,1 year
2022/2023,Female,Disabled,WAEC,University,lga,Idah,North Central,Kogi,Idah,,,0,12,9,4,3,0,0,3,5,1,2.1,2 years
2022/2023,Female,Disabled,WAEC,University,lga,Idah,North Central,Kogi,Idah,,,0,6,5,2,2,0,0,1,3,0,2.1,3-5 years
2022/2023,Female,Disabled,WAEC,University,lga,Idah,North Central,Kogi,Idah,,,0,2,1,1,1,0,0,1,0,0,2.1,5+ years
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Idah,North Central,Kogi,Idah,,,0,13,10,4,4,0,0,3,6,0,2.1,1 year
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Idah,North Central,Kogi,Idah,,,0,6,4,2,2,0,0,2,2,0,2.1,2 years
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Idah,North Central,Kogi,Idah,,,0,3,2,1,1,0,0,1,1,0,2.1,3-5 years
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Idah,North Central,Kogi,Idah,,,0,1,1,0,0,0,0,0,1,0,2.1,5+ years
2022/2023,Female,Disabled,WAEC,College of Education,lga,Idah,North Central,Kogi,Idah,,,0,11,8,3,3,0,0,3,5,0,2.1,1 year
2022/2023,Female,Disabled,WAEC,College of Education,lga,Idah,North Central,Kogi,Idah,,,0,5,3,1,1,0,0,2,2,0,2.1,2 years
2022/2023,Female,Disabled,WAEC,College of Education,lga,Idah,North Central,Kogi,Idah,,,0,2,2,1,1,0,0,0,1,0,2.1,3-5 years
2022/2023,Female,Disabled,WAEC,College of Education,lga,Idah,North Central,Kogi,Idah,,,0,1,1,0,0,0,0,0,1,0,2.1,5+ years
2022/2023,Female,Disabled,NECO,University,lga,Idah,North Central,Kogi,Idah,,,0,14,10,4,4,0,0,4,6,0,2.1,1 year
2022/2023,Female,Disabled,NECO,University,lga,Idah,North Central,Kogi,Idah,,,0,6,4,2,2,0,0,2,2,0,2.1,2 years
2022/2023,Female,Disabled,NECO,University,lga,Idah,North Central,Kogi,Idah,,,0,3,2,1,1,0,0,1,1,0,2.1,3-5 years
2022/2023,Female,Disabled,NECO,University,lga,Idah,North Central,Kogi,Idah,,,0,1,1,0,0,0,0,0,1,0,2.1,5+ years
2022/2023,Female,Disabled,NECO,Polytechnic,lga,Idah,North Central,Kogi,Idah,,,0,6,4,2,2,0,0,2,2,0,2.1,1 year
2022/2023,Female,Disabled,NECO,Polytechnic,lga,Idah,North Central,Kogi,Idah,,,0,3,2,1,1,0,0,1,1,0,2.1,2 years
2022/2023,Female,Disabled,NECO,Polytechnic,lga,Idah,North Central,Kogi,Idah,,,0,1,1,0,0,0,0,0,1,0,2.1,3-5 years
2022/2023,Female,Disabled,NECO,Polytechnic,lga,Idah,North Central,Kogi,Idah,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2022/2023,Female,Disabled,NECO,College of Education,lga,Idah,North Central,Kogi,Idah,,,0,5,4,1,1,0,0,1,3,0,2.1,1 year
2022/2023,Female,Disabled,NECO,College of Education,lga,Idah,North Central,Kogi,Idah,,,0,2,2,1,1,0,0,0,1,0,2.1,2 years
2022/2023,Female,Disabled,NECO,College of Education,lga,Idah,North Central,Kogi,Idah,,,0,1,1,0,0,0,0,0,1,0,2.1,3-5 years
2022/2023,Female,Disabled,NECO,College of Education,lga,Idah,North Central,Kogi,Idah,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2022/2023,Female,Disabled,NABTEB,University,lga,Idah,North Central,Kogi,Idah,,,0,4,3,1,1,0,0,1,2,0,2.1,1 year
2022/2023,Female,Disabled,NABTEB,University,lga,Idah,North Central,Kogi,Idah,,,0,2,1,1,1,0,0,1,0,0,2.1,2 years
2022/2023,Female,Disabled,NABTEB,University,lga,Idah,North Central,Kogi,Idah,,,0,1,1,0,0,0,0,0,1,0,2.1,3-5 years
2022/2023,Female,Disabled,NABTEB,University,lga,Idah,North Central,Kogi,Idah,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2022/2023,Female,Disabled,NABTEB,Polytechnic,lga,Idah,North Central,Kogi,Idah,,,0,2,1,1,1,0,0,1,0,0,2.1,1 year
2022/2023,Female,Disabled,NABTEB,Polytechnic,lga,Idah,North Central,Kogi,Idah,,,0,1,1,0,0,0,0,0,1,0,2.1,2 years
2022/2023,Female,Disabled,NABTEB,Polytechnic,lga,Idah,North Central,Kogi,Idah,,,0,0,0,0,0,0,0,0,0,0,2.1,3-5 years
2022/2023,Female,Disabled,NABTEB,Polytechnic,lga,Idah,North Central,Kogi,Idah,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2022/2023,Female,Disabled,NABTEB,College of Education,lga,Idah,North Central,Kogi,Idah,,,0,2,1,0,0,0,0,1,1,0,2.1,1 year
2022/2023,Female,Disabled,NABTEB,College of Education,lga,Idah,North Central,Kogi,Idah,,,0,1,0,0,0,0,0,1,0,0,2.1,2 years
2022/2023,Female,Disabled,NABTEB,College of Education,lga,Idah,North Central,Kogi,Idah,,,0,0,0,0,0,0,0,0,0,0,2.1,3-5 years
2022/2023,Female,Disabled,NABTEB,College of Education,lga,Idah,North Central,Kogi,Idah,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2022/2023,Female,ALL,WAEC,University,lga,Ankpa,North Central,Kogi,Ankpa,,,0,521,377,158,145,12,0,144,219,13,2.1,1 year
2022/2023,Female,ALL,WAEC,University,lga,Ankpa,North Central,Kogi,Ankpa,,,0,224,162,68,62,5,0,62,94,6,2.1,2 years
2022/2023,Female,ALL,WAEC,University,lga,Ankpa,North Central,Kogi,Ankpa,,,0,117,84,35,32,3,0,33,49,3,2.1,3-5 years
2022/2023,Female,ALL,WAEC,University,lga,Ankpa,North Central,Kogi,Ankpa,,,0,36,26,11,10,1,0,10,15,1,2.1,5+ years
2022/2023,Female,ALL,WAEC,Polytechnic,lga,Ankpa,North Central,Kogi,Ankpa,,,0,237,171,72,66,6,0,66,99,6,2.1,1 year
2022/2023,Female,ALL,WAEC,Polytechnic,lga,Ankpa,North Central,Kogi,Ankpa,,,0,102,74,31,28,2,0,28,43,3,2.1,2 years
2022/2023,Female,ALL,WAEC,Polytechnic,lga,Ankpa,North Central,Kogi,Ankpa,,,0,53,38,16,15,1,0,15,22,1,2.1,3-5 years
2022/2023,Female,ALL,WAEC,Polytechnic,lga,Ankpa,North Central,Kogi,Ankpa,,,0,16,12,5,5,0,0,4,7,0,2.1,5+ years
2022/2023,Female,ALL,WAEC,College of Education,lga,Ankpa,North Central,Kogi,Ankpa,,,0,189,137,57,53,5,0,52,80,4,2.1,1 year
2022/2023,Female,ALL,WAEC,College of Education,lga,Ankpa,North Central,Kogi,Ankpa,,,0,82,59,25,23,2,0,23,34,2,2.1,2 years
2022/2023,Female,ALL,WAEC,College of Education,lga,Ankpa,North Central,Kogi,Ankpa,,,0,42,31,13,12,1,0,11,18,1,2.1,3-5 years
2022/2023,Female,ALL,WAEC,College of Education,lga,Ankpa,North Central,Kogi,Ankpa,,,0,13,9,4,4,0,0,4,5,0,2.1,5+ years
2022/2023,Female,ALL,NECO,University,lga,Ankpa,North Central,Kogi,Ankpa,,,0,243,176,74,68,6,0,67,102,6,2.1,1 year
2022/2023,Female,ALL,NECO,University,lga,Ankpa,North Central,Kogi,Ankpa,,,0,105,76,32,29,2,0,29,44,3,2.1,2 years
2022/2023,Female,ALL,NECO,University,lga,Ankpa,North Central,Kogi,Ankpa,,,0,55,39,17,15,1,0,16,22,2,2.1,3-5 years
2022/2023,Female,ALL,NECO,University,lga,Ankpa,North Central,Kogi,Ankpa,,,0,17,12,5,5,0,0,5,7,0,2.1,5+ years
2022/2023,Female,ALL,NECO,Polytechnic,lga,Ankpa,North Central,Kogi,Ankpa,,,0,111,80,34,31,3,0,31,46,3,2.1,1 year
2022/2023,Female,ALL,NECO,Polytechnic,lga,Ankpa,North Central,Kogi,Ankpa,,,0,48,35,14,13,1,0,13,21,1,2.1,2 years
2022/2023,Female,ALL,NECO,Polytechnic,lga,Ankpa,North Central,Kogi,Ankpa,,,0,25,18,8,7,1,0,7,10,1,2.1,3-5 years
2022/2023,Female,ALL,NECO,Polytechnic,lga,Ankpa,North Central,Kogi,Ankpa,,,0,8,6,2,2,0,0,2,4,0,2.1,5+ years
2022/2023,Female,ALL,NECO,College of Education,lga,Ankpa,North Central,Kogi,Ankpa,,,0,89,64,27,25,2,0,25,37,2,2.1,1 year
2022/2023,Female,ALL,NECO,College of Education,lga,Ankpa,North Central,Kogi,Ankpa,,,0,38,28,12,11,1,0,10,16,1,2.1,2 years
2022/2023,Female,ALL,NECO,College of Education,lga,Ankpa,North Central,Kogi,Ankpa,,,0,20,14,6,6,1,0,6,8,0,2.1,3-5 years
2022/2023,Female,ALL,NECO,College of Education,lga,Ankpa,North Central,Kogi,Ankpa,,,0,6,4,2,2,0,0,2,2,0,2.1,5+ years
2022/2023,Female,ALL,NABTEB,University,lga,Ankpa,North Central,Kogi,Ankpa,,,0,76,55,23,21,2,0,21,32,2,2.1,1 year
2022/2023,Female,ALL,NABTEB,University,lga,Ankpa,North Central,Kogi,Ankpa,,,0,33,24,10,9,1,0,9,14,1,2.1,2 years
2022/2023,Female,ALL,NABTEB,University,lga,Ankpa,North Central,Kogi,Ankpa,,,0,17,12,5,5,0,0,5,7,0,2.1,3-5 years
2022/2023,Female,ALL,NABTEB,University,lga,Ankpa,North Central,Kogi,Ankpa,,,0,5,4,2,1,0,0,1,2,1,2.1,5+ years
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Ankpa,North Central,Kogi,Ankpa,,,0,34,25,10,10,1,0,9,15,0,2.1,1 year
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Ankpa,North Central,Kogi,Ankpa,,,0,15,11,4,4,0,0,4,7,0,2.1,2 years
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Ankpa,North Central,Kogi,Ankpa,,,0,8,6,2,2,0,0,2,4,0,2.1,3-5 years
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Ankpa,North Central,Kogi,Ankpa,,,0,2,2,1,1,0,0,0,1,0,2.1,5+ years
2022/2023,Female,ALL,NABTEB,College of Education,lga,Ankpa,North Central,Kogi,Ankpa,,,0,27,20,8,8,1,0,7,12,0,2.1,1 year
2022/2023,Female,ALL,NABTEB,College of Education,lga,Ankpa,North Central,Kogi,Ankpa,,,0,12,9,4,3,0,0,3,5,1,2.1,2 years
2022/2023,Female,ALL,NABTEB,College of Education,lga,Ankpa,North Central,Kogi,Ankpa,,,0,6,4,2,2,0,0,2,2,0,2.1,3-5 years
2022/2023,Female,ALL,NABTEB,College of Education,lga,Ankpa,North Central,Kogi,Ankpa,,,0,2,1,1,1,0,0,1,0,0,2.1,5+ years
2022/2023,Female,Disabled,WAEC,University,lga,Ankpa,North Central,Kogi,Ankpa,,,0,34,24,10,9,1,0,10,14,1,2.1,1 year
2022/2023,Female,Disabled,WAEC,University,lga,Ankpa,North Central,Kogi,Ankpa,,,0,15,11,4,4,0,0,4,7,0,2.1,2 years
2022/2023,Female,Disabled,WAEC,University,lga,Ankpa,North Central,Kogi,Ankpa,,,0,8,5,2,2,0,0,3,3,0,2.1,3-5 years
2022/2023,Female,Disabled,WAEC,University,lga,Ankpa,North Central,Kogi,Ankpa,,,0,2,2,1,1,0,0,0,1,0,2.1,5+ years
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Ankpa,North Central,Kogi,Ankpa,,,0,15,11,5,4,0,0,4,6,1,2.1,1 year
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Ankpa,North Central,Kogi,Ankpa,,,0,7,5,2,2,0,0,2,3,0,2.1,2 years
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Ankpa,North Central,Kogi,Ankpa,,,0,3,2,1,1,0,0,1,1,0,2.1,3-5 years
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Ankpa,North Central,Kogi,Ankpa,,,0,1,1,0,0,0,0,0,1,0,2.1,5+ years
2022/2023,Female,Disabled,WAEC,College of Education,lga,Ankpa,North Central,Kogi,Ankpa,,,0,12,9,4,3,0,0,3,5,1,2.1,1 year
2022/2023,Female,Disabled,WAEC,College of Education,lga,Ankpa,North Central,Kogi,Ankpa,,,0,5,4,2,1,0,0,1,2,1,2.1,2 years
2022/2023,Female,Disabled,WAEC,College of Education,lga,Ankpa,North Central,Kogi,Ankpa,,,0,3,2,1,1,0,0,1,1,0,2.1,3-5 years
2022/2023,Female,Disabled,WAEC,College of Education,lga,Ankpa,North Central,Kogi,Ankpa,,,0,1,1,0,0,0,0,0,1,0,2.1,5+ years
2022/2023,Female,Disabled,NECO,University,lga,Ankpa,North Central,Kogi,Ankpa,,,0,16,11,5,4,0,0,5,6,1,2.1,1 year
2022/2023,Female,Disabled,NECO,University,lga,Ankpa,North Central,Kogi,Ankpa,,,0,7,5,2,2,0,0,2,3,0,2.1,2 years
2022/2023,Female,Disabled,NECO,University,lga,Ankpa,North Central,Kogi,Ankpa,,,0,4,3,1,1,0,0,1,2,0,2.1,3-5 years
2022/2023,Female,Disabled,NECO,University,lga,Ankpa,North Central,Kogi,Ankpa,,,0,1,1,0,0,0,0,0,1,0,2.1,5+ years
2022/2023,Female,Disabled,NECO,Polytechnic,lga,Ankpa,North Central,Kogi,Ankpa,,,0,7,5,2,2,0,0,2,3,0,2.1,1 year
2022/2023,Female,Disabled,NECO,Polytechnic,lga,Ankpa,North Central,Kogi,Ankpa,,,0,3,2,1,1,0,0,1,1,0,2.1,2 years
2022/2023,Female,Disabled,NECO,Polytechnic,lga,Ankpa,North Central,Kogi,Ankpa,,,0,2,1,0,0,0,0,1,1,0,2.1,3-5 years
2022/2023,Female,Disabled,NECO,Polytechnic,lga,Ankpa,North Central,Kogi,Ankpa,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2022/2023,Female,Disabled,NECO,College of Education,lga,Ankpa,North Central,Kogi,Ankpa,,,0,6,4,2,2,0,0,2,2,0,2.1,1 year
2022/2023,Female,Disabled,NECO,College of Education,lga,Ankpa,North Central,Kogi,Ankpa,,,0,2,2,1,1,0,0,0,1,0,2.1,2 years
2022/2023,Female,Disabled,NECO,College of Education,lga,Ankpa,North Central,Kogi,Ankpa,,,0,1,1,0,0,0,0,0,1,0,2.1,3-5 years
2022/2023,Female,Disabled,NECO,College of Education,lga,Ankpa,North Central,Kogi,Ankpa,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2022/2023,Female,Disabled,NABTEB,University,lga,Ankpa,North Central,Kogi,Ankpa,,,0,5,4,1,1,0,0,1,3,0,2.1,1 year
2022/2023,Female,Disabled,NABTEB,University,lga,Ankpa,North Central,Kogi,Ankpa,,,0,2,2,1,1,0,0,0,1,0,2.1,2 years
2022/2023,Female,Disabled,NABTEB,University,lga,Ankpa,North Central,Kogi,Ankpa,,,0,1,1,0,0,0,0,0,1,0,2.1,3-5 years
2022/2023,Female,Disabled,NABTEB,University,lga,Ankpa,North Central,Kogi,Ankpa,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2022/2023,Female,Disabled,NABTEB,Polytechnic,lga,Ankpa,North Central,Kogi,Ankpa,,,0,2,2,1,1,0,0,0,1,0,2.1,1 year
