"session","gender","disability_scope","exam_body","institution_type","loc_level","loc_label","zone","state","lga","ward","school","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated","median_time_to_matriculation_years"
"2019/2020","Male","disabled","WAEC","Polytechnic","zone","North East","North East","","","","","2741","2727","1614","460","488","0","14","1113","1154","0","2.0"
"2019/2020","Male","disabled","WAEC","Polytechnic","zone","North West","North West","","","","","3232","3198","1914","538","584","0","34","1284","1376","0","2.0"
"2019/2020","Male","disabled","WAEC","Polytechnic","zone","South East","South East","","","","","2462","2451","1458","445","465","1","11","993","1013","1","2.0"
"2019/2020","Male","disabled","WAEC","Polytechnic","zone","South South","South South","","","","","2786","2772","1687","504","534","3","14","1085","1183","3","2.0"
"2019/2020","Male","disabled","WAEC","Polytechnic","zone","South West","South West","","","","","3115","3092","1938","530","573","0","23","1154","1408","0","2.0"
"2019/2020","Male","disabled","WAEC","University","zone","North Central","North Central","","","","","3425","3404","2046","603","623","0","21","1358","1443","0","1.8"
"2019/2020","Male","disabled","WAEC","University","zone","North East","North East","","","","","2507","2496","1465","400","422","0","11","1031","1065","0","1.8"
"2019/2020","Male","disabled","WAEC","University","zone","North West","North West","","","","","4392","4344","2625","676","750","0","48","1719","1949","0","1.8000000000000005"
"2019/2020","Male","disabled","WAEC","University","zone","South East","South East","","","","","2717","2695","1581","463","487","0","22","1114","1118","0","1.8000000000000005"
"2019/2020","Male","disabled","WAEC","University","zone","South South","South South","","","","","2754","2736","1643","468","494","3","18","1093","1174","3","1.8"
"2019/2020","Male","disabled","WAEC","University","zone","South West","South West","","","","","3233","3203","1938","530","574","0","30","1265","1408","0","1.8"
"2020/2021","Female","all","NABTEB","College of Education","zone","North Central","North Central","","","","","13384","13190","8725","3196","2819","401","194","4465","5529","401","1.9"
"2020/2021","Female","all","NABTEB","College of Education","zone","North East","North East","","","","","11515","11342","7261","2768","2482","333","173","4081","4493","330","1.9"
"2020/2021","Female","all","NABTEB","College of Education","zone","North West","North West","","","","","15379","15150","10018","3777","3402","441","229","5132","6242","441","1.9"
"2020/2021","Female","all","NABTEB","College of Education","zone","South East","South East","","","","","9139","9001","5820","1932","1662","278","138","3181","3888","278","1.9"
"2020/2021","Female","all","NABTEB","College of Education","zone","South South","South South","","","","","11075","10914","7259","2530","2229","323","161","3655","4729","323","1.9"
"2020/2021","Female","all","NABTEB","College of Education","zone","South West","South West","","","","","12393","12211","8156","2952","2617","357","182","4055","5204","357","1.9"
"2020/2021","Female","all","NABTEB","Polytechnic","zone","North Central","North Central","","","","","12784","12592","8265","3043","2673","384","192","4327","5223","384","1.8"
"2020/2021","Female","all","NABTEB","Polytechnic","zone","North East","North East","","","","","10201","10047","6527","2533","2262","314","154","3520","3994","312","1.8"
"2020/2021","Female","all","NABTEB","Polytechnic","zone","North West","North West","","","","","11867","11690","7661","2807","2477","376","177","4029","4855","376","1.8"
"2020/2021","Female","all","NABTEB","Polytechnic","zone","South East","South East","","","","","9266","9131","5830","2003","1761","251","135","3301","3827","251","1.8"
"2020/2021","Female","all","NABTEB","Polytechnic","zone","South South","South South","","","","","10872","10706","7148","2423","2136","309","166","3558","4725","309","1.8"
"2020/2021","Female","all","NABTEB","Polytechnic","zone","South West","South West","","","","","11620","11451","7807","2800","2448","369","169","3644","5008","369","1.8"
"2020/2021","Female","all","NABTEB","University","zone","North Central","North Central","","","","","12992","12800","8361","3037","2646","405","192","4439","5324","405","1.6"
"2020/2021","Female","all","NABTEB","University","zone","North East","North East","","","","","9436","9294","6002","2239","2036","255","142","3292","3763","253","1.6000000000000003"
"2020/2021","Female","all","NABTEB","University","zone","North West","North West","","","","","15714","15478","10119","3688","3301","455","236","5359","6431","455","1.6"
"2020/2021","Female","all","NABTEB","University","zone","South East","South East","","","","","9741","9597","6194","2068","1805","274","144","3403","4126","274","1.6"
"2020/2021","Female","all","NABTEB","University","zone","South South","South South","","","","","10033","9884","6465","2236","1972","285","149","3419","4229","285","1.6"
"2020/2021","Female","all","NABTEB","University","zone","South West","South West","","","","","12097","11919","7909","2779","2473","333","178","4010","5130","333","1.6"
"2020/2021","Female","all","NECO","College of Education","zone","North Central","North Central","","","","","25156","24782","16301","5770","5112","658","374","8481","10531","658","1.8"
"2020/2021","Female","all","NECO","College of Education","zone","North East","North East","","","","","21593","21280","13605","4982","4472","515","313","7675","8624","515","1.8"
"2020/2021","Female","all","NECO","College of Education","zone","North West","North West","","","","","28497","28077","18583","6723","5910","815","420","9494","11860","815","1.8"
"2020/2021","Female","all","NECO","College of Education","zone","South East","South East","","","","","17157","16905","10934","4120","3677","443","252","5971","6814","443","1.8"
"2020/2021","Female","all","NECO","College of Education","zone","South South","South South","","","","","20710","20400","13523","4872","4365","508","310","6877","8651","508","1.8"
"2020/2021","Female","all","NECO","College of Education","zone","South West","South West","","","","","22914","22579","15065","5510","4823","688","335","7514","9555","688","1.8"
"2020/2021","Female","all","NECO","Polytechnic","zone","North Central","North Central","","","","","24068","23713","15430","5508","4864","644","355","8283","9922","644","1.8"
"2020/2021","Female","all","NECO","Polytechnic","zone","North East","North East","","","","","18922","18648","12135","4523","4021","504","274","6513","7613","504","1.8"
"2020/2021","Female","all","NECO","Polytechnic","zone","North West","North West","","","","","22289","21961","14330","5130","4540","591","328","7631","9200","591","1.8"
"2020/2021","Female","all","NECO","Polytechnic","zone","South East","South East","","","","","17285","17030","10798","4145","3657","488","255","6232","6653","488","1.8"
"2020/2021","Female","all","NECO","Polytechnic","zone","South South","South South","","","","","20642","20335","13547","4876","4314","563","307","6788","8671","563","1.8"
"2020/2021","Female","all","NECO","Polytechnic","zone","South West","South West","","","","","22154","21824","14776","5295","4640","654","330","7048","9482","654","1.8"
"2020/2021","Female","all","NECO","University","zone","North Central","North Central","","","","","24708","24341","15858","5617","4941","677","367","8483","10241","677","1.6"
"2020/2021","Female","all","NECO","University","zone","North East","North East","","","","","17867","17607","11371","4164","3705","462","260","6236","7207","462","1.6000000000000003"
"2020/2021","Female","all","NECO","University","zone","North West","North West","","","","","29884","29445","19170","6722","5945","784","439","10275","12448","784","1.6"
"2020/2021","Female","all","NECO","University","zone","South East","South East","","","","","18349","18075","11581","4375","3881","495","274","6494","7206","495","1.6"
"2020/2021","Female","all","NECO","University","zone","South South","South South","","","","","18797","18517","12068","4291","3818","473","280","6449","7777","473","1.6"
"2020/2021","Female","all","NECO","University","zone","South West","South West","","","","","22589","22257","14736","5352","4689","663","332","7521","9384","663","1.6"
"2020/2021","Female","all","WAEC","College of Education","zone","North Central","North Central","","","","","32682","32202","21201","8048","7201","847","480","11001","13153","847","1.8"
"2020/2021","Female","all","WAEC","College of Education","zone","North East","North East","","","","","28086","27669","17714","6489","5761","728","417","9955","11226","728","1.8"
"2020/2021","Female","all","WAEC","College of Education","zone","North West","North West","","","","","37312","36761","24255","9108","8115","993","551","12506","15147","993","1.8"
"2020/2021","Female","all","WAEC","College of Education","zone","South East","South East","","","","","22182","21853","14213","5416","4786","630","329","7640","8798","630","1.8"
"2020/2021","Female","all","WAEC","College of Education","zone","South South","South South","","","","","27029","26627","17648","6585","5857","728","402","8979","11063","728","1.8"
"2020/2021","Female","all","WAEC","College of Education","zone","South West","South West","","","","","30256","29811","19827","7148","6442","706","445","9984","12679","706","1.8"
"2020/2021","Female","all","WAEC","Polytechnic","zone","North Central","North Central","","","","","31209","30743","20059","7515","6686","829","466","10684","12544","829","1.8"
"2020/2021","Female","all","WAEC","Polytechnic","zone","North East","North East","","","","","25086","24711","15996","5904","5254","650","375","8715","10091","650","1.8"
"2020/2021","Female","all","WAEC","Polytechnic","zone","North West","North West","","","","","28614","28188","18313","6723","6009","714","426","9875","11590","714","1.8"
