session,gender,disability_scope,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated,median_time_to_matriculation_years
2019/2020,Female,all,WAEC,5+-year,Polytechnic,zone,North Central,North Central,,,,,0,2765,1770,701,618,108,0,995,1069,108,1.5
2019/2020,Female,all,WAEC,5+-year,Polytechnic,zone,North East,North East,,,,,0,2291,1459,558,530,48,0,832,901,48,1.5
2019/2020,Female,all,WAEC,5+-year,Polytechnic,zone,North West,North West,,,,,0,2662,1704,622,592,74,0,958,1082,74,1.5
2019/2020,Female,all,WAEC,5+-year,Polytechnic,zone,South East,South East,,,,,0,2054,1307,508,464,64,0,747,799,64,1.5
2019/2020,Female,all,WAEC,5+-year,Polytechnic,zone,South South,South South,,,,,0,2348,1552,591,513,112,0,796,961,112,1.5
2019/2020,Female,all,WAEC,5+-year,Polytechnic,zone,South West,South West,,,,,0,2697,1820,670,600,103,0,877,1150,103,1.5
2019/2020,Female,all,WAEC,5+-year,University,zone,North Central,North Central,,,,,0,2937,1906,765,633,150,0,1031,1141,150,1.5
2019/2020,Female,all,WAEC,5+-year,University,zone,North East,North East,,,,,0,2143,1366,529,446,101,0,777,837,101,1.5
2019/2020,Female,all,WAEC,5+-year,University,zone,North West,North West,,,,,0,3610,2300,866,815,124,0,1310,1434,124,1.5
2019/2020,Female,all,WAEC,5+-year,University,zone,South East,South East,,,,,0,2116,1338,535,483,68,0,778,803,68,1.5
2019/2020,Female,all,WAEC,5+-year,University,zone,South South,South South,,,,,0,2235,1446,538,497,66,0,789,908,66,1.5
2019/2020,Female,all,WAEC,5+-year,University,zone,South West,South West,,,,,0,2750,1809,662,613,86,0,941,1147,86,1.5
2019/2020,Female,disabled,NABTEB,1-year,College of Education,zone,North Central,North Central,,,,,0,724,427,502,523,3,0,297,139,3,1.0
2019/2020,Female,disabled,NABTEB,1-year,College of Education,zone,North East,North East,,,,,0,657,376,196,210,0,0,281,295,0,1.0
2019/2020,Female,disabled,NABTEB,1-year,College of Education,zone,North West,North West,,,,,0,891,526,467,487,0,0,365,309,0,1.0
2019/2020,Female,disabled,NABTEB,1-year,College of Education,zone,South East,South East,,,,,0,488,298,367,378,1,0,190,35,1,1.0
2019/2020,Female,disabled,NABTEB,1-year,College of Education,zone,South South,South South,,,,,0,620,374,438,458,1,0,246,75,1,1.0
2019/2020,Female,disabled,NABTEB,1-year,College of Education,zone,South West,South West,,,,,0,710,421,560,577,3,0,289,62,3,1.0
2019/2020,Female,disabled,NABTEB,1-year,Polytechnic,zone,North Central,North Central,,,,,0,708,406,522,540,5,0,302,118,5,1.0
2019/2020,Female,disabled,NABTEB,1-year,Polytechnic,zone,North East,North East,,,,,0,588,328,187,199,0,0,260,248,0,1.0
2019/2020,Female,disabled,NABTEB,1-year,Polytechnic,zone,North West,North West,,,,,0,646,375,319,337,0,0,271,221,0,1.0
2019/2020,Female,disabled,NABTEB,1-year,Polytechnic,zone,South East,South East,,,,,0,519,306,378,386,2,0,213,39,2,1.0
2019/2020,Female,disabled,NABTEB,1-year,Polytechnic,zone,South South,South South,,,,,0,620,372,457,474,5,0,248,56,5,1.0
2019/2020,Female,disabled,NABTEB,1-year,Polytechnic,zone,South West,South West,,,,,0,657,383,527,536,2,0,274,49,2,1.0
2019/2020,Female,disabled,NABTEB,1-year,University,zone,North Central,North Central,,,,,0,730,419,463,474,6,0,311,152,6,1.0
2019/2020,Female,disabled,NABTEB,1-year,University,zone,North East,North East,,,,,0,568,318,179,188,0,0,250,250,0,1.0
2019/2020,Female,disabled,NABTEB,1-year,University,zone,North West,North West,,,,,0,903,519,412,430,0,0,384,330,0,1.0
2019/2020,Female,disabled,NABTEB,1-year,University,zone,South East,South East,,,,,0,523,297,357,368,3,0,226,49,3,1.0
2019/2020,Female,disabled,NABTEB,1-year,University,zone,South South,South South,,,,,0,569,328,414,425,4,0,241,43,4,1.0
2019/2020,Female,disabled,NABTEB,1-year,University,zone,South West,South West,,,,,0,677,394,524,539,1,0,283,61,1,1.0
2019/2020,Female,disabled,NABTEB,2-year,College of Education,zone,North Central,North Central,,,,,0,418,419,0,0,0,0,30,419,0,2.0
2019/2020,Female,disabled,NABTEB,2-year,College of Education,zone,North East,North East,,,,,0,342,376,0,0,0,0,26,376,0,2.0
2019/2020,Female,disabled,NABTEB,2-year,College of Education,zone,North West,North West,,,,,0,489,526,0,0,0,0,21,526,0,2.0
2019/2020,Female,disabled,NABTEB,2-year,College of Education,zone,South East,South East,,,,,0,287,295,0,0,0,0,14,295,0,2.0
2019/2020,Female,disabled,NABTEB,2-year,College of Education,zone,South South,South South,,,,,0,347,366,0,0,0,0,25,366,0,2.0
2019/2020,Female,disabled,NABTEB,2-year,College of Education,zone,South West,South West,,,,,0,387,408,0,0,0,0,32,408,0,2.0
2019/2020,Female,disabled,NABTEB,2-year,Polytechnic,zone,North Central,North Central,,,,,0,421,404,0,0,0,0,35,404,0,2.0
2019/2020,Female,disabled,NABTEB,2-year,Polytechnic,zone,North East,North East,,,,,0,299,326,0,0,0,0,29,326,0,2.0
2019/2020,Female,disabled,NABTEB,2-year,Polytechnic,zone,North West,North West,,,,,0,358,368,0,0,0,0,25,368,0,2.0
2019/2020,Female,disabled,NABTEB,2-year,Polytechnic,zone,South East,South East,,,,,0,308,301,0,0,0,0,24,301,0,2.0
2019/2020,Female,disabled,NABTEB,2-year,Polytechnic,zone,South South,South South,,,,,0,322,363,0,0,0,0,15,363,0,2.0
2019/2020,Female,disabled,NABTEB,2-year,Polytechnic,zone,South West,South West,,,,,0,349,374,0,0,0,0,25,374,0,2.0
2019/2020,Female,disabled,NABTEB,2-year,University,zone,North Central,North Central,,,,,0,403,419,0,0,0,0,12,419,0,2.0
2019/2020,Female,disabled,NABTEB,2-year,University,zone,North East,North East,,,,,0,294,319,0,0,0,0,25,319,0,2.0
2019/2020,Female,disabled,NABTEB,2-year,University,zone,North West,North West,,,,,0,483,517,0,0,0,0,31,517,0,2.0
2019/2020,Female,disabled,NABTEB,2-year,University,zone,South East,South East,,,,,0,307,297,0,0,0,0,31,297,0,2.0
2019/2020,Female,disabled,NABTEB,2-year,University,zone,South South,South South,,,,,0,299,330,0,0,0,0,13,330,0,2.0
2019/2020,Female,disabled,NABTEB,2-year,University,zone,South West,South West,,,,,0,364,387,0,0,0,0,27,387,0,2.0
2019/2020,Female,disabled,NABTEB,3-5-year,College of Education,zone,North Central,North Central,,,,,0,386,84,0,0,0,0,308,84,0,1.5
2019/2020,Female,disabled,NABTEB,3-5-year,College of Education,zone,North East,North East,,,,,0,307,32,0,0,0,0,280,32,0,1.5
2019/2020,Female,disabled,NABTEB,3-5-year,College of Education,zone,North West,North West,,,,,0,465,48,0,0,0,0,424,48,0,1.5
2019/2020,Female,disabled,NABTEB,3-5-year,College of Education,zone,South East,South East,,,,,0,270,61,0,0,0,0,215,61,0,1.5
2019/2020,Female,disabled,NABTEB,3-5-year,College of Education,zone,South South,South South,,,,,0,314,59,0,0,0,0,264,59,0,1.5
2019/2020,Female,disabled,NABTEB,3-5-year,College of Education,zone,South West,South West,,,,,0,352,75,0,0,0,0,283,75,0,1.5
2019/2020,Female,disabled,NABTEB,3-5-year,Polytechnic,zone,North Central,North Central,,,,,0,382,61,0,0,0,0,325,61,0,1.5
2019/2020,Female,disabled,NABTEB,3-5-year,Polytechnic,zone,North East,North East,,,,,0,262,55,0,0,0,0,215,55,0,1.5
2019/2020,Female,disabled,NABTEB,3-5-year,Polytechnic,zone,North West,North West,,,,,0,329,76,0,0,0,0,264,76,0,1.5
2019/2020,Female,disabled,NABTEB,3-5-year,Polytechnic,zone,South East,South East,,,,,0,281,64,0,0,0,0,220,64,0,1.5
2019/2020,Female,disabled,NABTEB,3-5-year,Polytechnic,zone,South South,South South,,,,,0,301,63,0,0,0,0,248,63,0,1.5
2019/2020,Female,disabled,NABTEB,3-5-year,Polytechnic,zone,South West,South West,,,,,0,320,88,0,0,0,0,243,88,0,1.5
2019/2020,Female,disabled,NABTEB,3-5-year,University,zone,North Central,North Central,,,,,0,389,47,0,0,0,0,345,47,0,1.5
2019/2020,Female,disabled,NABTEB,3-5-year,University,zone,North East,North East,,,,,0,262,47,0,0,0,0,222,47,0,1.5
2019/2020,Female,disabled,NABTEB,3-5-year,University,zone,North West,North West,,,,,0,450,70,0,0,0,0,387,70,0,1.5
2019/2020,Female,disabled,NABTEB,3-5-year,University,zone,South East,South East,,,,,0,274,64,0,0,0,0,214,64,0,1.5
2019/2020,Female,disabled,NABTEB,3-5-year,University,zone,South South,South South,,,,,0,282,66,0,0,0,0,229,66,0,1.5
2019/2020,Female,disabled,NABTEB,3-5-year,University,zone,South West,South West,,,,,0,334,64,0,0,0,0,276,64,0,1.5
2019/2020,Female,disabled,NABTEB,5+-year,College of Education,zone,North Central,North Central,,,,,0,70,0,0,0,0,0,70,0,0,1.5
2019/2020,Female,disabled,NABTEB,5+-year,College of Education,zone,North East,North East,,,,,0,37,0,0,0,0,0,37,0,0,1.5
2019/2020,Female,disabled,NABTEB,5+-year,College of Education,zone,North West,North West,,,,,0,72,0,0,0,0,0,72,0,0,1.5
2019/2020,Female,disabled,NABTEB,5+-year,College of Education,zone,South East,South East,,,,,0,55,0,0,0,0,0,55,0,0,1.5
2019/2020,Female,disabled,NABTEB,5+-year,College of Education,zone,South South,South South,,,,,0,44,0,0,0,0,0,44,0,0,1.5
2019/2020,Female,disabled,NABTEB,5+-year,College of Education,zone,South West,South West,,,,,0,42,0,0,0,0,0,42,0,0,1.5
2019/2020,Female,disabled,NABTEB,5+-year,Polytechnic,zone,North Central,North Central,,,,,0,47,0,0,0,0,0,47,0,0,1.5
2019/2020,Female,disabled,NABTEB,5+-year,Polytechnic,zone,North East,North East,,,,,0,50,0,0,0,0,0,50,0,0,1.5
2019/2020,Female,disabled,NABTEB,5+-year,Polytechnic,zone,North West,North West,,,,,0,69,0,0,0,0,0,69,0,0,1.5
2019/2020,Female,disabled,NABTEB,5+-year,Polytechnic,zone,South East,South East,,,,,0,48,0,0,0,0,0,48,0,0,1.5
2019/2020,Female,disabled,NABTEB,5+-year,Polytechnic,zone,South South,South South,,,,,0,47,0,0,0,0,0,47,0,0,1.5
2019/2020,Female,disabled,NABTEB,5+-year,Polytechnic,zone,South West,South West,,,,,0,74,0,0,0,0,0,74,0,0,1.5
2019/2020,Female,disabled,NABTEB,5+-year,University,zone,North Central,North Central,,,,,0,51,0,0,0,0,0,51,0,0,1.5
2019/2020,Female,disabled,NABTEB,5+-year,University,zone,North East,North East,,,,,0,40,0,0,0,0,0,40,0,0,1.5
2019/2020,Female,disabled,NABTEB,5+-year,University,zone,North West,North West,,,,,0,98,0,0,0,0,0,98,0,0,1.5
2019/2020,Female,disabled,NABTEB,5+-year,University,zone,South East,South East,,,,,0,52,0,0,0,0,0,52,0,0,1.5
2019/2020,Female,disabled,NABTEB,5+-year,University,zone,South South,South South,,,,,0,47,0,0,0,0,0,47,0,0,1.5
2019/2020,Female,disabled,NABTEB,5+-year,University,zone,South West,South West,,,,,0,65,0,0,0,0,0,65,0,0,1.5
2019/2020,Female,disabled,NECO,1-year,College of Education,zone,North Central,North Central,,,,,0,1147,658,564,620,1,0,492,186,1,1.0
2019/2020,Female,disabled,NECO,1-year,College of Education,zone,North East,North East,,,,,0,977,556,433,467,0,0,422,223,0,1.0
2019/2020,Female,disabled,NECO,1-year,College of Education,zone,North West,North West,,,,,0,1331,764,668,710,0,0,570,246,0,1.0
2019/2020,Female,disabled,NECO,1-year,College of Education,zone,South East,South East,,,,,0,771,451,403,447,3,0,320,103,3,1.0
2019/2020,Female,disabled,NECO,1-year,College of Education,zone,South South,South South,,,,,0,919,551,473,493,2,0,370,151,2,1.0
2019/2020,Female,disabled,NECO,1-year,College of Education,zone,South West,South West,,,,,0,1064,638,561,595,9,0,428,150,9,1.0
2019/2020,Female,disabled,NECO,1-year,Polytechnic,zone,North Central,North Central,,,,,0,1135,649,583,639,1,0,490,148,1,1.0
2019/2020,Female,disabled,NECO,1-year,Polytechnic,zone,North East,North East,,,,,0,885,514,398,429,0,0,371,208,0,1.0
2019/2020,Female,disabled,NECO,1-year,Polytechnic,zone,North West,North West,,,,,0,1021,605,491,521,0,0,416,197,0,1.0
2019/2020,Female,disabled,NECO,1-year,Polytechnic,zone,South East,South East,,,,,0,794,449,423,463,3,0,345,95,3,1.0
2019/2020,Female,disabled,NECO,1-year,Polytechnic,zone,South South,South South,,,,,0,919,515,485,502,0,0,404,105,0,1.0
2019/2020,Female,disabled,NECO,1-year,Polytechnic,zone,South West,South West,,,,,0,1020,600,502,530,4,0,420,159,4,1.0
2019/2020,Female,disabled,NECO,1-year,University,zone,North Central,North Central,,,,,0,1113,633,585,636,2,0,481,150,2,1.0
2019/2020,Female,disabled,NECO,1-year,University,zone,North East,North East,,,,,0,809,463,370,405,0,0,347,197,0,1.0
2019/2020,Female,disabled,NECO,1-year,University,zone,North West,North West,,,,,0,1375,795,698,747,0,0,581,231,0,1.0
2019/2020,Female,disabled,NECO,1-year,University,zone,South East,South East,,,,,0,849,483,440,480,3,0,366,104,3,1.0
2019/2020,Female,disabled,NECO,1-year,University,zone,South South,South South,,,,,0,854,483,429,446,0,0,371,113,0,1.0
2019/2020,Female,disabled,NECO,1-year,University,zone,South West,South West,,,,,0,1028,606,540,559,9,0,422,146,9,1.0
2019/2020,Female,disabled,NECO,2-year,College of Education,zone,North Central,North Central,,,,,0,691,460,11,13,0,0,232,449,0,2.0
2019/2020,Female,disabled,NECO,2-year,College of Education,zone,North East,North East,,,,,0,589,383,4,4,0,0,206,379,0,2.0
2019/2020,Female,disabled,NECO,2-year,College of Education,zone,North West,North West,,,,,0,793,558,0,0,0,0,236,558,0,2.0
2019/2020,Female,disabled,NECO,2-year,College of Education,zone,South East,South East,,,,,0,478,302,15,15,1,0,176,287,1,2.0
2019/2020,Female,disabled,NECO,2-year,College of Education,zone,South South,South South,,,,,0,577,369,12,12,0,0,211,357,0,2.0
2019/2020,Female,disabled,NECO,2-year,College of Education,zone,South West,South West,,,,,0,666,436,7,9,0,0,238,429,0,2.0
2019/2020,Female,disabled,NECO,2-year,Polytechnic,zone,North Central,North Central,,,,,0,689,436,0,0,0,0,254,436,0,2.0
2019/2020,Female,disabled,NECO,2-year,Polytechnic,zone,North East,North East,,,,,0,546,348,0,0,0,0,199,348,0,2.0
2019/2020,Female,disabled,NECO,2-year,Polytechnic,zone,North West,North West,,,,,0,623,404,6,6,0,0,221,398,0,2.0
2019/2020,Female,disabled,NECO,2-year,Polytechnic,zone,South East,South East,,,,,0,496,298,4,4,0,0,198,294,0,2.0
2019/2020,Female,disabled,NECO,2-year,Polytechnic,zone,South South,South South,,,,,0,542,337,13,13,0,0,205,324,0,2.0
2019/2020,Female,disabled,NECO,2-year,Polytechnic,zone,South West,South West,,,,,0,609,393,8,10,0,0,221,385,0,2.0
2019/2020,Female,disabled,NECO,2-year,University,zone,North Central,North Central,,,,,0,646,448,8,8,1,0,198,440,1,2.0
2019/2020,Female,disabled,NECO,2-year,University,zone,North East,North East,,,,,0,488,335,0,0,0,0,154,335,0,2.0
2019/2020,Female,disabled,NECO,2-year,University,zone,North West,North West,,,,,0,844,551,0,0,0,0,293,551,0,2.0
2019/2020,Female,disabled,NECO,2-year,University,zone,South East,South East,,,,,0,498,306,9,10,0,0,192,297,0,2.0
2019/2020,Female,disabled,NECO,2-year,University,zone,South South,South South,,,,,0,520,323,4,4,0,0,197,319,0,2.0
2019/2020,Female,disabled,NECO,2-year,University,zone,South West,South West,,,,,0,620,427,13,13,0,0,200,414,0,2.0
2019/2020,Female,disabled,NECO,3-5-year,College of Education,zone,North Central,North Central,,,,,0,487,344,0,0,0,0,143,344,0,1.5
2019/2020,Female,disabled,NECO,3-5-year,College of Education,zone,North East,North East,,,,,0,421,280,0,0,0,0,141,280,0,1.5
2019/2020,Female,disabled,NECO,3-5-year,College of Education,zone,North West,North West,,,,,0,576,404,0,0,0,0,172,404,0,1.5
2019/2020,Female,disabled,NECO,3-5-year,College of Education,zone,South East,South East,,,,,0,327,238,0,0,0,0,89,238,0,1.5
2019/2020,Female,disabled,NECO,3-5-year,College of Education,zone,South South,South South,,,,,0,388,272,0,0,0,0,118,272,0,1.5
2019/2020,Female,disabled,NECO,3-5-year,College of Education,zone,South West,South West,,,,,0,433,338,0,0,0,0,104,338,0,1.5
2019/2020,Female,disabled,NECO,3-5-year,Polytechnic,zone,North Central,North Central,,,,,0,450,347,0,0,0,0,103,347,0,1.5
2019/2020,Female,disabled,NECO,3-5-year,Polytechnic,zone,North East,North East,,,,,0,382,258,0,0,0,0,124,258,0,1.5
2019/2020,Female,disabled,NECO,3-5-year,Polytechnic,zone,North West,North West,,,,,0,433,306,0,0,0,0,127,306,0,1.5
2019/2020,Female,disabled,NECO,3-5-year,Polytechnic,zone,South East,South East,,,,,0,339,225,0,0,0,0,114,225,0,1.5
2019/2020,Female,disabled,NECO,3-5-year,Polytechnic,zone,South South,South South,,,,,0,375,286,0,0,0,0,91,286,0,1.5
2019/2020,Female,disabled,NECO,3-5-year,Polytechnic,zone,South West,South West,,,,,0,421,327,0,0,0,0,100,327,0,1.5
2019/2020,Female,disabled,NECO,3-5-year,University,zone,North Central,North Central,,,,,0,460,330,0,0,0,0,130,330,0,1.5
2019/2020,Female,disabled,NECO,3-5-year,University,zone,North East,North East,,,,,0,363,233,0,0,0,0,130,233,0,1.5
2019/2020,Female,disabled,NECO,3-5-year,University,zone,North West,North West,,,,,0,600,417,0,0,0,0,183,417,0,1.5
2019/2020,Female,disabled,NECO,3-5-year,University,zone,South East,South East,,,,,0,356,244,0,0,0,0,112,244,0,1.5
2019/2020,Female,disabled,NECO,3-5-year,University,zone,South South,South South,,,,,0,357,264,0,0,0,0,93,264,0,1.5
2019/2020,Female,disabled,NECO,3-5-year,University,zone,South West,South West,,,,,0,416,322,0,0,0,0,101,322,0,1.5
2019/2020,Female,disabled,NECO,5+-year,College of Education,zone,North Central,North Central,,,,,0,256,98,0,0,0,0,158,98,0,1.5
2019/2020,Female,disabled,NECO,5+-year,College of Education,zone,North East,North East,,,,,0,230,84,0,0,0,0,146,84,0,1.5
2019/2020,Female,disabled,NECO,5+-year,College of Education,zone,North West,North West,,,,,0,296,122,0,0,0,0,174,122,0,1.5
2019/2020,Female,disabled,NECO,5+-year,College of Education,zone,South East,South East,,,,,0,173,54,0,0,0,0,119,54,0,1.5
2019/2020,Female,disabled,NECO,5+-year,College of Education,zone,South South,South South,,,,,0,176,53,0,0,0,0,123,53,0,1.5
2019/2020,Female,disabled,NECO,5+-year,College of Education,zone,South West,South West,,,,,0,250,79,0,0,0,0,174,79,0,1.5
2019/2020,Female,disabled,NECO,5+-year,Polytechnic,zone,North Central,North Central,,,,,0,254,87,0,0,0,0,167,87,0,1.5
2019/2020,Female,disabled,NECO,5+-year,Polytechnic,zone,North East,North East,,,,,0,200,80,0,0,0,0,120,80,0,1.5
2019/2020,Female,disabled,NECO,5+-year,Polytechnic,zone,North West,North West,,,,,0,246,95,0,0,0,0,151,95,0,1.5
2019/2020,Female,disabled,NECO,5+-year,Polytechnic,zone,South East,South East,,,,,0,198,65,0,0,0,0,133,65,0,1.5
2019/2020,Female,disabled,NECO,5+-year,Polytechnic,zone,South South,South South,,,,,0,188,80,0,0,0,0,109,80,0,1.5
2019/2020,Female,disabled,NECO,5+-year,Polytechnic,zone,South West,South West,,,,,0,223,113,0,0,0,0,110,113,0,1.5
2019/2020,Female,disabled,NECO,5+-year,University,zone,North Central,North Central,,,,,0,279,84,0,0,0,0,195,84,0,1.5
2019/2020,Female,disabled,NECO,5+-year,University,zone,North East,North East,,,,,0,185,38,0,0,0,0,147,38,0,1.5
2019/2020,Female,disabled,NECO,5+-year,University,zone,North West,North West,,,,,0,332,114,0,0,0,0,218,114,0,1.5
2019/2020,Female,disabled,NECO,5+-year,University,zone,South East,South East,,,,,0,228,92,0,0,0,0,136,92,0,1.5
2019/2020,Female,disabled,NECO,5+-year,University,zone,South South,South South,,,,,0,197,86,0,0,0,0,111,86,0,1.5
2019/2020,Female,disabled,NECO,5+-year,University,zone,South West,South West,,,,,0,237,77,0,0,0,0,161,77,0,1.5
2019/2020,Female,disabled,WAEC,1-year,College of Education,zone,North Central,North Central,,,,,0,1451,852,571,596,0,0,599,318,0,1.0
2019/2020,Female,disabled,WAEC,1-year,College of Education,zone,North East,North East,,,,,0,1236,733,490,513,0,0,503,266,0,1.0
2019/2020,Female,disabled,WAEC,1-year,College of Education,zone,North West,North West,,,,,0,1640,970,689,758,0,0,670,344,0,1.0
2019/2020,Female,disabled,WAEC,1-year,College of Education,zone,South East,South East,,,,,0,968,573,373,389,2,0,395,220,2,1.0
2019/2020,Female,disabled,WAEC,1-year,College of Education,zone,South South,South South,,,,,0,1152,703,439,473,4,0,449,288,4,1.0
