session,zone,state,lga,ward,school,gender,disability,school_type,school_level,class_grade,key_entry_level,student_count,school_count,classroom_count,computer_count,infrastructure_score,is_o_level_student,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Community Secondary School, Ward III Dan Jumbo/ Beresiri",Male,ALL,Public,JSS,JSS1,JSS1,299,1,5,8,29.3,0,299.0,59.8,37.375,1,3,1,3,9,3
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Community Secondary School, Ward III Dan Jumbo/ Beresiri",Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,816,1,16,6,28.3,0,816.0,51.0,136.0,9,3,2,5,16,6
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Community Secondary School, Ward III Dan Jumbo/ Beresiri",Male,ALL,Public,SSS,SSS1,SSS1,247,1,5,3,30.3,0,247.0,49.4,82.3333,1,2,1,2,7,3
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Community Secondary School, Ward III Dan Jumbo/ Beresiri",Male,Disabled,Private,JSS,JSS1,JSS1,6,0,1,1,14.65,0,0.0,6.0,6.0,0,0,1,1,2,1
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Community Secondary School, Ward III Dan Jumbo/ Beresiri",Male,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,15,0,1,1,14.15,0,0.0,15.0,15.0,0,0,0,0,1,1
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Community Secondary School, Ward III Dan Jumbo/ Beresiri",Male,Disabled,Private,SSS,SSS1,SSS1,6,0,1,1,15.15,0,0.0,6.0,6.0,0,1,1,1,2,1
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Community Secondary School, Ward III Dan Jumbo/ Beresiri",Male,Disabled,Public,JSS,JSS1,JSS1,31,0,1,1,14.65,0,0.0,31.0,31.0,0,1,1,1,3,1
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Community Secondary School, Ward III Dan Jumbo/ Beresiri",Male,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,60,1,1,1,14.15,0,60.0,60.0,60.0,0,1,1,2,5,2
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Community Secondary School, Ward III Dan Jumbo/ Beresiri",Male,Disabled,Public,SSS,SSS1,SSS1,19,0,1,1,15.15,0,0.0,19.0,19.0,0,1,1,1,3,1
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Female,ALL,Private,JSS,JSS1,JSS1,113,0,4,1,29.3,0,0.0,28.25,113.0,1,1,0,1,3,1
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,213,0,6,1,28.3,0,0.0,35.5,213.0,2,1,0,1,4,2
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Female,ALL,Private,SSS,SSS1,SSS1,113,0,3,1,30.3,0,0.0,37.6667,113.0,1,1,0,1,3,1
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Female,ALL,Public,JSS,JSS1,JSS1,284,1,5,4,29.3,0,284.0,56.8,71.0,1,3,1,3,9,3
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,783,1,17,4,28.3,0,783.0,46.0588,195.75,9,3,2,5,16,6
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Female,ALL,Public,SSS,SSS1,SSS1,243,1,5,1,30.3,0,243.0,48.6,243.0,1,2,1,2,7,3
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Female,Disabled,Private,JSS,JSS1,JSS1,6,0,1,1,14.65,0,0.0,6.0,6.0,0,0,1,1,2,1
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Female,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,14,0,1,1,14.15,0,0.0,14.0,14.0,0,0,0,0,1,1
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Female,Disabled,Private,SSS,SSS1,SSS1,9,0,1,1,15.15,0,0.0,9.0,9.0,0,1,1,1,2,1
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Female,Disabled,Public,JSS,JSS1,JSS1,29,0,1,1,14.65,0,0.0,29.0,29.0,0,1,1,1,3,1
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Female,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,58,1,1,1,14.15,0,58.0,58.0,58.0,0,1,1,2,5,2
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Female,Disabled,Public,SSS,SSS1,SSS1,19,0,1,1,15.15,0,0.0,19.0,19.0,0,1,1,1,3,1
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Male,ALL,Private,JSS,JSS1,JSS1,106,0,3,1,29.3,0,0.0,35.3333,106.0,1,1,0,1,3,1
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,216,0,6,1,28.3,0,0.0,36.0,216.0,2,1,0,1,4,2
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Male,ALL,Private,SSS,SSS1,SSS1,104,0,3,1,30.3,0,0.0,34.6667,104.0,1,1,0,1,3,1
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Male,ALL,Public,JSS,JSS1,JSS1,299,1,5,4,29.3,0,299.0,59.8,74.75,1,3,1,3,9,3
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,816,1,18,4,28.3,0,816.0,45.3333,204.0,9,3,2,5,16,6
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Male,ALL,Public,SSS,SSS1,SSS1,247,1,5,1,30.3,0,247.0,49.4,247.0,1,2,1,2,7,3
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Male,Disabled,Private,JSS,JSS1,JSS1,6,0,1,1,14.65,0,0.0,6.0,6.0,0,0,1,1,2,1
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Male,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,15,0,1,1,14.15,0,0.0,15.0,15.0,0,0,0,0,1,1
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Male,Disabled,Private,SSS,SSS1,SSS1,6,0,1,1,15.15,0,0.0,6.0,6.0,0,1,1,1,2,1
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Male,Disabled,Public,JSS,JSS1,JSS1,31,0,1,1,14.65,0,0.0,31.0,31.0,0,1,1,1,3,1
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Male,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,60,1,1,1,14.15,0,60.0,60.0,60.0,0,1,1,2,5,2
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Male,Disabled,Public,SSS,SSS1,SSS1,19,0,1,1,15.15,0,0.0,19.0,19.0,0,1,1,1,3,1
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Female,ALL,Private,JSS,JSS1,JSS1,113,0,2,1,29.3,0,0.0,56.5,113.0,1,1,0,1,3,1
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,213,0,7,2,28.3,0,0.0,30.4286,106.5,2,1,0,1,4,2
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Female,ALL,Private,SSS,SSS1,SSS1,113,0,2,2,30.3,0,0.0,56.5,56.5,1,1,0,1,3,1
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Female,ALL,Public,JSS,JSS1,JSS1,284,1,5,4,29.3,0,284.0,56.8,71.0,1,3,1,3,9,3
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,783,1,16,18,28.3,0,783.0,48.9375,43.5,9,3,2,5,16,6
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Female,ALL,Public,SSS,SSS1,SSS1,243,1,4,2,30.3,0,243.0,60.75,121.5,1,2,1,2,7,3
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Female,Disabled,Private,JSS,JSS1,JSS1,6,0,1,1,14.65,0,0.0,6.0,6.0,0,0,1,1,2,1
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Female,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,14,0,1,1,14.15,0,0.0,14.0,14.0,0,0,0,0,1,1
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Female,Disabled,Private,SSS,SSS1,SSS1,9,0,1,1,15.15,0,0.0,9.0,9.0,0,1,1,1,2,1
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Female,Disabled,Public,JSS,JSS1,JSS1,29,0,1,1,14.65,0,0.0,29.0,29.0,0,1,1,1,3,1
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Female,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,58,1,1,1,14.15,0,58.0,58.0,58.0,0,1,1,2,5,2
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Female,Disabled,Public,SSS,SSS1,SSS1,19,0,1,1,15.15,0,0.0,19.0,19.0,0,1,1,1,3,1
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Male,ALL,Private,JSS,JSS1,JSS1,106,0,2,1,29.3,0,0.0,53.0,106.0,1,1,0,1,3,1
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,216,0,7,2,28.3,0,0.0,30.8571,108.0,2,1,0,1,4,2
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Male,ALL,Private,SSS,SSS1,SSS1,104,0,2,2,30.3,0,0.0,52.0,52.0,1,1,0,1,3,1
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Male,ALL,Public,JSS,JSS1,JSS1,299,1,5,4,29.3,0,299.0,59.8,74.75,1,3,1,3,9,3
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,816,1,16,19,28.3,0,816.0,51.0,42.9474,9,3,2,5,16,6
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Male,ALL,Public,SSS,SSS1,SSS1,247,1,4,2,30.3,0,247.0,61.75,123.5,1,2,1,2,7,3
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Male,Disabled,Private,JSS,JSS1,JSS1,6,0,1,1,14.65,0,0.0,6.0,6.0,0,0,1,1,2,1
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Male,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,15,0,1,1,14.15,0,0.0,15.0,15.0,0,0,0,0,1,1
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Male,Disabled,Private,SSS,SSS1,SSS1,6,0,1,1,15.15,0,0.0,6.0,6.0,0,1,1,1,2,1
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Male,Disabled,Public,JSS,JSS1,JSS1,31,0,1,1,14.65,0,0.0,31.0,31.0,0,1,1,1,3,1
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Male,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,60,1,1,1,14.15,0,60.0,60.0,60.0,0,1,1,2,5,2
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Male,Disabled,Public,SSS,SSS1,SSS1,19,0,1,1,15.15,0,0.0,19.0,19.0,0,1,1,1,3,1
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Female,ALL,Private,JSS,JSS1,JSS1,113,0,2,2,29.3,0,0.0,56.5,56.5,1,1,0,1,3,1
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,213,0,6,1,28.3,0,0.0,35.5,213.0,2,1,0,1,4,2
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Female,ALL,Private,SSS,SSS1,SSS1,113,0,3,2,30.3,0,0.0,37.6667,56.5,1,1,0,1,3,1
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Female,ALL,Public,JSS,JSS1,JSS1,284,1,6,2,29.3,0,284.0,47.3333,142.0,1,3,1,3,9,3
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,783,1,15,5,28.3,0,783.0,52.2,156.6,9,3,2,5,16,6
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Female,ALL,Public,SSS,SSS1,SSS1,243,1,5,2,30.3,0,243.0,48.6,121.5,1,2,1,2,7,3
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Female,Disabled,Private,JSS,JSS1,JSS1,6,0,1,1,14.65,0,0.0,6.0,6.0,0,0,1,1,2,1
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Female,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,14,0,1,1,14.15,0,0.0,14.0,14.0,0,0,0,0,1,1
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Female,Disabled,Private,SSS,SSS1,SSS1,9,0,1,1,15.15,0,0.0,9.0,9.0,0,1,1,1,2,1
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Female,Disabled,Public,JSS,JSS1,JSS1,29,0,1,1,14.65,0,0.0,29.0,29.0,0,1,1,1,3,1
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Female,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,58,1,1,1,14.15,0,58.0,58.0,58.0,0,1,1,2,5,2
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Female,Disabled,Public,SSS,SSS1,SSS1,19,0,1,1,15.15,0,0.0,19.0,19.0,0,1,1,1,3,1
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Male,ALL,Private,JSS,JSS1,JSS1,106,0,2,2,29.3,0,0.0,53.0,53.0,1,1,0,1,3,1
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,216,0,6,1,28.3,0,0.0,36.0,216.0,2,1,0,1,4,2
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Male,ALL,Private,SSS,SSS1,SSS1,104,0,3,1,30.3,0,0.0,34.6667,104.0,1,1,0,1,3,1
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Male,ALL,Public,JSS,JSS1,JSS1,299,1,7,2,29.3,0,299.0,42.7143,149.5,1,3,1,3,9,3
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,816,1,15,5,28.3,0,816.0,54.4,163.2,9,3,2,5,16,6
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Male,ALL,Public,SSS,SSS1,SSS1,247,1,5,2,30.3,0,247.0,49.4,123.5,1,2,1,2,7,3
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Male,Disabled,Private,JSS,JSS1,JSS1,6,0,1,1,14.65,0,0.0,6.0,6.0,0,0,1,1,2,1
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Male,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,15,0,1,1,14.15,0,0.0,15.0,15.0,0,0,0,0,1,1
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Male,Disabled,Private,SSS,SSS1,SSS1,6,0,1,1,15.15,0,0.0,6.0,6.0,0,1,1,1,2,1
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Male,Disabled,Public,JSS,JSS1,JSS1,31,0,1,1,14.65,0,0.0,31.0,31.0,0,1,1,1,3,1
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Male,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,60,1,1,1,14.15,0,60.0,60.0,60.0,0,1,1,2,5,2
2022/2023,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Male,Disabled,Public,SSS,SSS1,SSS1,19,0,1,1,15.15,0,0.0,19.0,19.0,0,1,1,1,3,1
2022/2023,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Female,ALL,Private,JSS,JSS1,JSS1,111,0,2,1,29.3,0,0.0,55.5,111.0,1,1,0,1,3,1
2022/2023,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,217,0,8,3,28.3,0,0.0,27.125,72.3333,2,1,1,2,5,2
2022/2023,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Female,ALL,Private,SSS,SSS1,SSS1,127,0,3,1,30.3,0,0.0,42.3333,127.0,1,1,1,1,4,2
2022/2023,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Female,ALL,Public,JSS,JSS1,JSS1,328,1,6,2,29.3,0,328.0,54.6667,164.0,2,3,1,3,10,4
2022/2023,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,852,2,14,8,28.3,0,426.0,60.8571,106.5,9,4,2,6,19,7
2022/2023,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Female,ALL,Public,SSS,SSS1,SSS1,244,1,4,3,30.3,0,244.0,61.0,81.3333,1,3,1,3,8,3
2022/2023,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Female,Disabled,Private,JSS,JSS1,JSS1,9,0,1,1,14.65,0,0.0,9.0,9.0,0,0,1,1,1,1
2022/2023,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Female,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,16,0,1,1,14.15,0,0.0,16.0,16.0,0,0,0,1,2,1
2022/2023,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Female,Disabled,Private,SSS,SSS1,SSS1,9,0,1,1,15.15,0,0.0,9.0,9.0,0,1,1,1,2,1
2022/2023,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Female,Disabled,Public,JSS,JSS1,JSS1,30,0,1,1,14.65,0,0.0,30.0,30.0,0,1,1,1,3,1
2022/2023,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Female,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,74,1,1,1,14.15,0,74.0,74.0,74.0,0,1,1,2,5,2
2022/2023,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Female,Disabled,Public,SSS,SSS1,SSS1,22,0,1,1,15.15,0,0.0,22.0,22.0,0,1,1,1,3,1
2022/2023,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Male,ALL,Private,JSS,JSS1,JSS1,106,0,2,1,29.3,0,0.0,53.0,106.0,1,1,0,1,3,1
2022/2023,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,250,0,9,4,28.3,0,0.0,27.7778,62.5,3,1,1,2,5,2
2022/2023,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Male,ALL,Private,SSS,SSS1,SSS1,125,0,3,1,30.3,0,0.0,41.6667,125.0,1,1,1,1,4,2
2022/2023,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Male,ALL,Public,JSS,JSS1,JSS1,315,1,6,2,29.3,0,315.0,52.5,157.5,2,3,1,3,10,4
2022/2023,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,852,2,14,8,28.3,0,426.0,60.8571,106.5,8,4,2,6,19,7
2022/2023,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Male,ALL,Public,SSS,SSS1,SSS1,262,1,5,3,30.3,0,262.0,52.4,87.3333,1,3,1,3,8,3
2022/2023,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Male,Disabled,Private,JSS,JSS1,JSS1,9,0,1,1,14.65,0,0.0,9.0,9.0,0,0,1,1,1,1
2022/2023,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Male,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,19,0,1,1,14.15,0,0.0,19.0,19.0,0,0,0,1,2,1
2022/2023,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Male,Disabled,Private,SSS,SSS1,SSS1,8,0,1,1,15.15,0,0.0,8.0,8.0,0,1,1,1,2,1
2022/2023,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Male,Disabled,Public,JSS,JSS1,JSS1,29,0,1,1,14.65,0,0.0,29.0,29.0,0,1,1,1,3,1
2022/2023,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Male,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,74,1,1,1,14.15,0,74.0,74.0,74.0,0,1,1,2,5,2
2022/2023,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Male,Disabled,Public,SSS,SSS1,SSS1,26,0,1,1,15.15,0,0.0,26.0,26.0,0,1,1,1,3,1
2022/2023,South South,Rivers,Bonny,Ward III Orosiriri,"Comprehensive High School, Ward III Orosiriri",Female,ALL,Private,JSS,JSS1,JSS1,111,0,2,1,29.3,0,0.0,55.5,111.0,1,1,0,1,3,1
2022/2023,South South,Rivers,Bonny,Ward III Orosiriri,"Comprehensive High School, Ward III Orosiriri",Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,217,0,5,2,28.3,0,0.0,43.4,108.5,2,1,1,2,5,2
2022/2023,South South,Rivers,Bonny,Ward III Orosiriri,"Comprehensive High School, Ward III Orosiriri",Female,ALL,Private,SSS,SSS1,SSS1,127,0,4,1,30.3,0,0.0,31.75,127.0,1,1,1,1,4,2
2022/2023,South South,Rivers,Bonny,Ward III Orosiriri,"Comprehensive High School, Ward III Orosiriri",Female,ALL,Public,JSS,JSS1,JSS1,328,1,5,8,29.3,0,328.0,65.6,41.0,2,3,1,3,10,4
2022/2023,South South,Rivers,Bonny,Ward III Orosiriri,"Comprehensive High School, Ward III Orosiriri",Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,852,2,15,11,28.3,0,426.0,56.8,77.4545,9,4,2,6,19,7
