session,zone,state,lga,ward,school,gender,disability,school_type,school_level,class_grade,key_entry_level,student_count,school_count,classroom_count,computer_count,infrastructure_score,is_o_level_student,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count
2022/2023,North West,Jigawa,Auyo,Gamafoi,Gamafio  Primary School,Female,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,3,0,0,0,55.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gamafoi,Gamafio  Primary School,Female,Disabled,Private,SSS,SSS1,SSS1,0,0,0,0,59.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gamafoi,Gamafio  Primary School,Male,ALL,Private,JSS,JSS1,JSS1,0,0,0,0,57.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gamafoi,Gamafio  Primary School,Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,1,0,0,0,55.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gamafoi,Gamafio  Primary School,Male,ALL,Private,SSS,SSS1,SSS1,0,0,0,0,59.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gamafoi,Gamafio  Primary School,Male,Disabled,Private,JSS,JSS1,JSS1,0,0,0,0,57.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gamafoi,Gamafio  Primary School,Male,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,3,0,0,0,55.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gamafoi,Gamafio  Primary School,Male,Disabled,Private,SSS,SSS1,SSS1,0,0,0,0,59.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gamafoi,"Gasanya Primary School, Gasanya",Female,ALL,Private,JSS,JSS1,JSS1,19,0,0,0,57.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gamafoi,"Gasanya Primary School, Gasanya",Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,44,0,1,1,55.0,0.0,0.0,36.0,36.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gamafoi,"Gasanya Primary School, Gasanya",Female,ALL,Private,SSS,SSS1,SSS1,23,0,0,0,59.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gamafoi,"Gasanya Primary School, Gasanya",Male,ALL,Private,JSS,JSS1,JSS1,23,0,0,0,57.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gamafoi,"Gasanya Primary School, Gasanya",Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,38,0,1,1,55.0,0.0,0.0,32.0,32.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gamafoi,"Gasanya Primary School, Gasanya",Male,ALL,Private,SSS,SSS1,SSS1,22,0,1,0,59.0,1.0,0.0,14.0,0.0,1,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gamafoi,"Gidan Dalla Primary School, Gidan Dalla",Female,ALL,Public,JSS,JSS1,JSS1,2,0,0,0,57.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gamafoi,"Gidan Dalla Primary School, Gidan Dalla",Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,4,0,0,0,55.0,0.0,3.0,0.0,0.0,0,1,1,1,24,2
2022/2023,North West,Jigawa,Auyo,Gamafoi,"Gidan Dalla Primary School, Gidan Dalla",Female,ALL,Public,SSS,SSS1,SSS1,2,0,0,0,59.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gamafoi,"Gidan Dalla Primary School, Gidan Dalla",Female,Disabled,Public,JSS,JSS1,JSS1,5,0,0,0,57.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gamafoi,"Gidan Dalla Primary School, Gidan Dalla",Female,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,9,0,0,0,55.0,0.0,3.0,0.0,0.0,0,1,1,1,24,2
2022/2023,North West,Jigawa,Auyo,Gamafoi,"Gidan Dalla Primary School, Gidan Dalla",Female,Disabled,Public,SSS,SSS1,SSS1,7,0,0,0,59.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gamafoi,"Gidan Dalla Primary School, Gidan Dalla",Male,ALL,Public,JSS,JSS1,JSS1,2,0,0,0,57.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gamafoi,"Gidan Dalla Primary School, Gidan Dalla",Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,5,0,0,0,55.0,0.0,4.0,0.0,0.0,0,1,1,1,24,2
2022/2023,North West,Jigawa,Auyo,Gamafoi,"Gidan Dalla Primary School, Gidan Dalla",Male,ALL,Public,SSS,SSS1,SSS1,2,0,0,0,59.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gamafoi,"Gidan Dalla Primary School, Gidan Dalla",Male,Disabled,Public,JSS,JSS1,JSS1,7,0,0,0,57.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gamafoi,"Gidan Dalla Primary School, Gidan Dalla",Male,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,13,0,0,0,55.0,0.0,4.0,0.0,0.0,0,1,1,1,24,2
2022/2023,North West,Jigawa,Auyo,Gamafoi,"Gidan Dalla Primary School, Gidan Dalla",Male,Disabled,Public,SSS,SSS1,SSS1,7,0,0,0,59.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gamafoi,Haruna Islamiyya Primary School,Female,ALL,Public,JSS,JSS1,JSS1,64,0,1,1,57.0,0.0,0.0,45.0,45.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gamafoi,Haruna Islamiyya Primary School,Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,146,0,3,3,55.0,0.0,120.0,30.0,60.0,3,1,0,1,19,1
2022/2023,North West,Jigawa,Auyo,Gamafoi,Haruna Islamiyya Primary School,Female,ALL,Public,SSS,SSS1,SSS1,38,0,1,0,59.0,1.0,0.0,23.0,0.0,1,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gamafoi,Haruna Islamiyya Primary School,Male,ALL,Public,JSS,JSS1,JSS1,75,0,1,1,57.0,0.0,0.0,39.0,39.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gamafoi,Haruna Islamiyya Primary School,Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,155,0,3,3,55.0,0.0,130.0,26.0,65.0,4,1,0,1,20,1
2022/2023,North West,Jigawa,Auyo,Gamafoi,Haruna Islamiyya Primary School,Male,ALL,Public,SSS,SSS1,SSS1,38,0,1,0,59.0,1.0,0.0,24.0,0.0,1,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gamsarka,Agamo Islamiyya Primary School,Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,1,0,0,0,55.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gamsarka,Agamo Islamiyya Primary School,Female,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,3,0,0,0,55.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gamsarka,Agamo Islamiyya Primary School,Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,48,0,1,1,55.0,0.0,0.0,40.0,40.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gamsarka,"Gamsarka Primary School, Gamsarka",Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,45,0,1,1,55.0,0.0,0.0,37.0,37.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gamsarka,"Gamsarka Primary School, Gamsarka",Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,4,0,0,0,55.0,0.0,3.0,0.0,0.0,0,1,1,1,24,2
2022/2023,North West,Jigawa,Auyo,Gamsarka,"Gamsarka Primary School, Gamsarka",Male,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,9,0,0,0,55.0,0.0,3.0,0.0,0.0,0,1,1,1,24,2
2022/2023,North West,Jigawa,Auyo,Gamsarka,"Ganuwar Kuku Kuka Primary School, Ganuwar Kuku",Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,4,0,0,0,55.0,0.0,3.0,0.0,0.0,0,1,1,1,24,2
2022/2023,North West,Jigawa,Auyo,Gamsarka,"Ganuwar Kuku Kuka Primary School, Ganuwar Kuku",Female,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,9,0,0,0,55.0,0.0,3.0,0.0,0.0,0,1,1,1,24,2
2022/2023,North West,Jigawa,Auyo,Gamsarka,"Ganuwar Kuku Kuka Primary School, Ganuwar Kuku",Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,133,0,3,3,55.0,0.0,112.0,28.0,56.0,3,1,0,1,20,1
2022/2023,North West,Jigawa,Auyo,Gamsarka,"Junior Arabic Secondary School, Gamsarka",Female,ALL,Private,JSS,JSS1,JSS1,19,0,0,0,114.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gamsarka,"Junior Arabic Secondary School, Gamsarka",Female,ALL,Private,SSS,SSS1,SSS1,21,0,1,0,118.0,1.0,0.0,13.0,0.0,1,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gamsarka,"Junior Arabic Secondary School, Gamsarka",Female,ALL,Public,JSS,JSS1,JSS1,61,0,1,1,114.0,0.0,0.0,43.0,43.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gamsarka,"Junior Arabic Secondary School, Gamsarka",Female,ALL,Public,SSS,SSS1,SSS1,38,0,1,0,118.0,1.0,0.0,23.0,0.0,1,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gamsarka,"Junior Arabic Secondary School, Gamsarka",Female,Disabled,Private,JSS,JSS1,JSS1,0,0,0,0,57.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gamsarka,"Junior Arabic Secondary School, Gamsarka",Female,Disabled,Private,SSS,SSS1,SSS1,0,0,0,0,59.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gamsarka,"Junior Arabic Secondary School, Gamsarka",Female,Disabled,Public,JSS,JSS1,JSS1,5,0,0,0,57.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gamsarka,"Junior Arabic Secondary School, Gamsarka",Female,Disabled,Public,SSS,SSS1,SSS1,0,0,0,0,59.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gamsarka,"Junior Arabic Secondary School, Gamsarka",Male,ALL,Private,JSS,JSS1,JSS1,23,0,0,0,114.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gamsarka,"Junior Arabic Secondary School, Gamsarka",Male,ALL,Private,SSS,SSS1,SSS1,21,0,0,0,118.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gamsarka,"Junior Arabic Secondary School, Gamsarka",Male,ALL,Public,JSS,JSS1,JSS1,75,0,1,1,114.0,0.0,0.0,39.0,39.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gamsarka,"Junior Arabic Secondary School, Gamsarka",Male,ALL,Public,SSS,SSS1,SSS1,36,0,1,0,118.0,1.0,0.0,23.0,0.0,1,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gamsarka,"Junior Arabic Secondary School, Gamsarka",Male,Disabled,Private,JSS,JSS1,JSS1,0,0,0,0,57.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gamsarka,"Junior Arabic Secondary School, Gamsarka",Male,Disabled,Private,SSS,SSS1,SSS1,0,0,0,0,59.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gamsarka,"Junior Arabic Secondary School, Gamsarka",Male,Disabled,Public,JSS,JSS1,JSS1,7,0,0,0,57.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gamsarka,"Junior Arabic Secondary School, Gamsarka",Male,Disabled,Public,SSS,SSS1,SSS1,0,0,0,0,59.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gamsarka,"Jura Primary School, Jura",Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,143,0,3,3,55.0,0.0,117.0,29.25,58.5,3,1,0,1,19,1
2022/2023,North West,Jigawa,Auyo,Gamsarka,"Safa Primary School, Safa",Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,1,0,0,0,55.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gamsarka,"Safa Primary School, Safa",Male,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,3,0,0,0,55.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gatafa,Gatafa Islamiyya Primary School,Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,1,0,0,0,55.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gatafa,Gatafa Islamiyya Primary School,Female,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,3,0,0,0,55.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gatafa,Gatafa Islamiyya Primary School,Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,53,0,1,1,55.0,0.0,0.0,22.0,44.0,1,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gatafa,"Gatafa Primary School, Gatafa",Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,54,0,1,1,55.0,0.0,0.0,22.5,45.0,1,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gatafa,"Gatafa Primary School, Gatafa",Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,4,0,0,0,55.0,0.0,3.0,0.0,0.0,0,1,1,1,24,2
2022/2023,North West,Jigawa,Auyo,Gatafa,"Gatafa Primary School, Gatafa",Male,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,9,0,0,0,55.0,0.0,3.0,0.0,0.0,0,1,1,1,24,2
2022/2023,North West,Jigawa,Auyo,Gatafa,"Junior Secondary School, Gatafa",Female,ALL,Private,JSS,JSS1,JSS1,17,0,0,0,114.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gatafa,"Junior Secondary School, Gatafa",Female,ALL,Private,SSS,SSS1,SSS1,18,0,0,0,118.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gatafa,"Junior Secondary School, Gatafa",Female,ALL,Public,JSS,JSS1,JSS1,61,0,1,1,114.0,0.0,0.0,43.0,43.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gatafa,"Junior Secondary School, Gatafa",Female,ALL,Public,SSS,SSS1,SSS1,40,0,1,0,118.0,2.0,0.0,25.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gatafa,"Junior Secondary School, Gatafa",Female,Disabled,Private,JSS,JSS1,JSS1,0,0,0,0,57.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gatafa,"Junior Secondary School, Gatafa",Female,Disabled,Private,SSS,SSS1,SSS1,0,0,0,0,59.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gatafa,"Junior Secondary School, Gatafa",Female,Disabled,Public,JSS,JSS1,JSS1,5,0,0,0,57.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gatafa,"Junior Secondary School, Gatafa",Female,Disabled,Public,SSS,SSS1,SSS1,7,0,0,0,59.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gatafa,"Junior Secondary School, Gatafa",Male,ALL,Private,JSS,JSS1,JSS1,23,0,0,0,114.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gatafa,"Junior Secondary School, Gatafa",Male,ALL,Private,SSS,SSS1,SSS1,19,0,0,0,118.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gatafa,"Junior Secondary School, Gatafa",Male,ALL,Public,JSS,JSS1,JSS1,69,0,1,1,114.0,0.0,0.0,36.0,36.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gatafa,"Junior Secondary School, Gatafa",Male,ALL,Public,SSS,SSS1,SSS1,36,0,1,0,118.0,2.0,0.0,23.0,0.0,1,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gatafa,"Junior Secondary School, Gatafa",Male,Disabled,Private,JSS,JSS1,JSS1,0,0,0,0,57.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gatafa,"Junior Secondary School, Gatafa",Male,Disabled,Private,SSS,SSS1,SSS1,0,0,0,0,59.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gatafa,"Junior Secondary School, Gatafa",Male,Disabled,Public,JSS,JSS1,JSS1,7,0,0,0,57.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gatafa,"Junior Secondary School, Gatafa",Male,Disabled,Public,SSS,SSS1,SSS1,7,0,0,0,59.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gatafa,"Kaban Primary School, Kaban",Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,5,0,0,0,55.0,0.0,4.0,0.0,0.0,0,1,1,1,24,2
2022/2023,North West,Jigawa,Auyo,Gatafa,"Kaban Primary School, Kaban",Female,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,13,0,0,0,55.0,0.0,4.0,0.0,0.0,0,1,1,1,24,2
2022/2023,North West,Jigawa,Auyo,Gatafa,"Kaban Primary School, Kaban",Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,115,0,2,3,55.0,0.0,97.0,32.3333,48.5,2,1,0,1,19,1
2022/2023,North West,Jigawa,Auyo,Gatafa,Nurul Anwar Islamiyya Primary School,Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,134,0,3,3,55.0,0.0,110.0,27.5,55.0,3,1,0,1,20,1
2022/2023,North West,Jigawa,Auyo,Gatafa,"Shamarma Primary School, Shamarma",Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,1,0,0,0,55.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gatafa,"Shamarma Primary School, Shamarma",Male,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,3,0,0,0,55.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Kafur,"G/Tandu Primary School, G Tandu",Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,1,0,0,0,55.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Kafur,"G/Tandu Primary School, G Tandu",Female,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,3,0,0,0,55.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Kafur,"G/Tandu Primary School, G Tandu",Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,1,0,0,0,55.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Kafur,"G/Tandu Primary School, G Tandu",Male,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,3,0,0,0,55.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Kafur,Government Day Junior Secondary Kafur,Female,ALL,Private,JSS,JSS1,JSS1,2,0,0,0,57.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Kafur,Government Day Junior Secondary Kafur,Female,ALL,Private,SSS,SSS1,SSS1,0,0,0,0,59.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Kafur,Government Day Junior Secondary Kafur,Female,ALL,Public,JSS,JSS1,JSS1,3,0,0,0,57.0,0.0,2.0,0.0,0.0,0,1,1,1,24,2
2022/2023,North West,Jigawa,Auyo,Kafur,Government Day Junior Secondary Kafur,Female,ALL,Public,SSS,SSS1,SSS1,2,0,0,0,59.0,1.0,1.0,0.0,0.0,0,1,1,1,24,2
2022/2023,North West,Jigawa,Auyo,Kafur,Government Day Junior Secondary Kafur,Female,Disabled,Private,JSS,JSS1,JSS1,5,0,0,0,57.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Kafur,Government Day Junior Secondary Kafur,Female,Disabled,Private,SSS,SSS1,SSS1,0,0,0,0,59.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Kafur,Government Day Junior Secondary Kafur,Female,Disabled,Public,JSS,JSS1,JSS1,9,0,0,0,57.0,0.0,2.0,0.0,0.0,0,1,1,1,24,2
2022/2023,North West,Jigawa,Auyo,Kafur,Government Day Junior Secondary Kafur,Female,Disabled,Public,SSS,SSS1,SSS1,7,0,0,0,59.0,1.0,1.0,0.0,0.0,0,1,1,1,24,2
2022/2023,North West,Jigawa,Auyo,Kafur,Government Day Junior Secondary Kafur,Male,ALL,Private,JSS,JSS1,JSS1,2,0,0,0,57.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Kafur,Government Day Junior Secondary Kafur,Male,ALL,Private,SSS,SSS1,SSS1,0,0,0,0,59.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Kafur,Government Day Junior Secondary Kafur,Male,ALL,Public,JSS,JSS1,JSS1,4,0,0,0,57.0,0.0,2.0,0.0,0.0,0,1,1,1,24,2
2022/2023,North West,Jigawa,Auyo,Kafur,Government Day Junior Secondary Kafur,Male,ALL,Public,SSS,SSS1,SSS1,2,0,0,0,59.0,0.0,1.0,0.0,0.0,0,1,1,1,24,2
2022/2023,North West,Jigawa,Auyo,Kafur,Government Day Junior Secondary Kafur,Male,Disabled,Private,JSS,JSS1,JSS1,7,0,0,0,57.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Kafur,Government Day Junior Secondary Kafur,Male,Disabled,Private,SSS,SSS1,SSS1,0,0,0,0,59.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Kafur,Government Day Junior Secondary Kafur,Male,Disabled,Public,JSS,JSS1,JSS1,13,0,0,0,57.0,0.0,2.0,0.0,0.0,0,1,1,1,24,2
2022/2023,North West,Jigawa,Auyo,Kafur,Government Day Junior Secondary Kafur,Male,Disabled,Public,SSS,SSS1,SSS1,7,0,0,0,59.0,0.0,1.0,0.0,0.0,0,1,1,1,24,2
2022/2023,North West,Jigawa,Auyo,Kafur,"Junior Arabic Secondary School, Gidado Kure",Female,ALL,Private,JSS,JSS1,JSS1,31,0,1,0,57.0,0.0,0.0,22.0,0.0,1,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Kafur,"Junior Arabic Secondary School, Gidado Kure",Female,ALL,Private,SSS,SSS1,SSS1,33,0,1,0,59.0,1.0,0.0,20.0,0.0,1,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Kafur,"Junior Arabic Secondary School, Gidado Kure",Female,ALL,Public,JSS,JSS1,JSS1,93,0,1,1,57.0,0.0,66.0,33.0,66.0,1,1,0,1,18,1
2022/2023,North West,Jigawa,Auyo,Kafur,"Junior Arabic Secondary School, Gidado Kure",Female,ALL,Public,SSS,SSS1,SSS1,62,0,1,1,59.0,1.0,38.0,38.0,38.0,0,1,0,1,18,1
2022/2023,North West,Jigawa,Auyo,Kafur,"Junior Arabic Secondary School, Gidado Kure",Male,ALL,Private,JSS,JSS1,JSS1,42,0,1,0,57.0,0.0,0.0,22.0,0.0,1,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Kafur,"Junior Arabic Secondary School, Gidado Kure",Male,ALL,Private,SSS,SSS1,SSS1,30,0,1,0,59.0,1.0,0.0,19.0,0.0,1,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Kafur,"Junior Arabic Secondary School, Gidado Kure",Male,ALL,Public,JSS,JSS1,JSS1,117,0,1,1,57.0,0.0,61.0,30.5,61.0,1,1,0,1,18,1
2022/2023,North West,Jigawa,Auyo,Kafur,"Junior Arabic Secondary School, Gidado Kure",Male,ALL,Public,SSS,SSS1,SSS1,65,0,1,1,59.0,1.0,41.0,41.0,41.0,0,1,0,1,17,1
2022/2023,North West,Jigawa,Auyo,Kafur,"Kafaradau Primary School, Kafardau",Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,56,0,1,1,55.0,0.0,0.0,23.0,46.0,1,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Kafur,"Kafaradau Primary School, Kafardau",Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,57,0,1,1,55.0,0.0,0.0,24.0,48.0,1,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Kafur,"Kafur Primary School, Kafur",Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,8,0,0,0,55.0,0.0,6.0,0.0,0.0,0,1,1,1,24,2
2022/2023,North West,Jigawa,Auyo,Kafur,"Kafur Primary School, Kafur",Female,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,20,0,0,0,55.0,0.0,6.0,0.0,0.0,0,1,1,1,24,2
2022/2023,North West,Jigawa,Auyo,Kafur,"Kafur Primary School, Kafur",Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,8,0,0,0,55.0,0.0,6.0,0.0,0.0,0,1,1,1,24,2
2022/2023,North West,Jigawa,Auyo,Kafur,"Kafur Primary School, Kafur",Male,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,19,0,0,0,55.0,0.0,6.0,0.0,0.0,0,1,1,1,24,2
2022/2023,North West,Jigawa,Auyo,Kafur,"Shinge Primary School, Shinge",Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,246,0,5,4,55.0,0.0,202.0,28.8571,67.3333,6,1,0,1,21,1
