session,zone,state,lga,institution_type,tertiary_institution,gender,disability_scope,programme_cluster,discipline_group,programme,admitted_count,matriculated_count
2022/2023,North East,Bauchi,Dass,School of Health,Other School of Health Admissions,Male,all,STEMM,Environmental Sciences,Estate Management,15,15
2022/2023,North East,Bauchi,Jama'Are,Monotechnic,Other Monotechnic Admissions 1,Male,all,STEMM,Environmental Sciences,Urban and Regional Planning,113,103
2022/2023,North East,Bauchi,Jama'Are,Monotechnic,Other Monotechnic Admissions 2,Male,all,STEMM,Environmental Sciences,Urban and Regional Planning,109,99
2022/2023,North East,Bauchi,Katagum,College of Education,Other College of Education Admissions - Bauchi 1,Male,all,Non-STEMM,Education,Mathematics Education,3908,3590
2022/2023,North East,Bauchi,Tafawa-Balewa,Polytechnic,Other Polytechnic Admissions - Bauchi 1,Male,all,STEMM,Engineering,Chemical Engineering,3193,2931
2022/2023,North East,Bauchi,Tafawa-Balewa,Polytechnic,Other Polytechnic Admissions - Bauchi 1,Male,all,STEMM,Environmental Sciences,Estate Management,40,37
2022/2023,North East,Bauchi,Tafawa-Balewa,Polytechnic,Other Polytechnic Admissions - Bauchi 1,Male,all,STEMM,Environmental Sciences,Quantity Surveying,493,454
2022/2023,North East,Bauchi,Warji,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Male,all,STEMM,Environmental Sciences,Estate Management,55,51
2022/2023,South South,Bayelsa,Brass,Polytechnic,Other Polytechnic Admissions - Bayelsa 1,Female,all,STEMM,Environmental Sciences,Estate Management,1,1
2022/2023,South South,Bayelsa,Brass,Polytechnic,Other Polytechnic Admissions - Bayelsa 1,Female,all,STEMM,Environmental Sciences,Quantity Surveying,118,109
2022/2023,South South,Bayelsa,Kolokuma/Opokuma,College of Education,Other Small Institution Admissions,Female,all,STEMM,Environmental Sciences,Estate Management,37,34
2022/2023,South South,Bayelsa,Kolokuma/Opokuma,School of Health,Other School of Health Admissions,Female,all,STEMM,Environmental Sciences,Estate Management,2,2
2022/2023,South South,Bayelsa,Nembe,Seminary/Theological College,Other Seminary/Theological College Admissions,Female,all,STEMM,Environmental Sciences,Estate Management,2,2
2022/2023,South South,Bayelsa,Ogbia,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Female,all,STEMM,Environmental Sciences,Estate Management,8,8
2022/2023,South South,Bayelsa,Ogbia,Monotechnic,Other Monotechnic Admissions 1,Female,all,STEMM,Environmental Sciences,Urban and Regional Planning,19,17
2022/2023,South South,Bayelsa,Ogbia,Monotechnic,Other Monotechnic Admissions 2,Female,all,STEMM,Environmental Sciences,Urban and Regional Planning,19,17
2022/2023,South South,Bayelsa,Yenegoa,University,"Bayelsa Medical University, Yenagoa, Bayelsa State",Female,all,STEMM,Medicine / Health Sciences,Physiology,68,63
2022/2023,South South,Bayelsa,Yenegoa,University,Other University Admissions - Bayelsa 1,Female,all,Non-STEMM,Social Sciences,Entrepreneurship,1099,1010
2022/2023,South South,Bayelsa,Yenegoa,University,Other University Admissions - Bayelsa 1,Female,all,STEMM,Computing / ICT,Software Engineering,610,560
2022/2023,South South,Bayelsa,Yenegoa,University,Other University Admissions - Bayelsa 1,Female,all,STEMM,Physical Sciences,Physics,112,103
2022/2023,South South,Bayelsa,Yenegoa,University,Other University Admissions - Bayelsa 2,Female,all,Non-STEMM,Social Sciences,Entrepreneurship,1099,1010
2022/2023,South South,Bayelsa,Yenegoa,University,Other University Admissions - Bayelsa 2,Female,all,STEMM,Computing / ICT,Software Engineering,610,560
2022/2023,South South,Bayelsa,Yenegoa,University,Other University Admissions - Bayelsa 2,Female,all,STEMM,Physical Sciences,Physics,112,103
2022/2023,South South,Bayelsa,Brass,Polytechnic,Other Polytechnic Admissions - Bayelsa 1,Male,all,STEMM,Environmental Sciences,Estate Management,3,3
2022/2023,South South,Bayelsa,Brass,Polytechnic,Other Polytechnic Admissions - Bayelsa 1,Male,all,STEMM,Environmental Sciences,Quantity Surveying,144,132
2022/2023,South South,Bayelsa,Kolokuma/Opokuma,College of Education,Other Small Institution Admissions,Male,all,STEMM,Environmental Sciences,Estate Management,45,41
2022/2023,South South,Bayelsa,Kolokuma/Opokuma,School of Health,Other School of Health Admissions,Male,all,STEMM,Environmental Sciences,Estate Management,3,3
2022/2023,South South,Bayelsa,Nembe,Seminary/Theological College,Other Seminary/Theological College Admissions,Male,all,STEMM,Environmental Sciences,Estate Management,3,4
2022/2023,South South,Bayelsa,Ogbia,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Male,all,STEMM,Environmental Sciences,Estate Management,12,11
2022/2023,South South,Bayelsa,Ogbia,Monotechnic,Other Monotechnic Admissions 1,Male,all,STEMM,Environmental Sciences,Urban and Regional Planning,23,22
2022/2023,South South,Bayelsa,Ogbia,Monotechnic,Other Monotechnic Admissions 2,Male,all,STEMM,Environmental Sciences,Urban and Regional Planning,23,22
2022/2023,South South,Bayelsa,Yenegoa,University,"Bayelsa Medical University, Yenagoa, Bayelsa State",Male,all,STEMM,Medicine / Health Sciences,Physiology,47,43
2022/2023,South South,Bayelsa,Yenegoa,University,Other University Admissions - Bayelsa 1,Male,all,Non-STEMM,Social Sciences,Entrepreneurship,996,915
2022/2023,South South,Bayelsa,Yenegoa,University,Other University Admissions - Bayelsa 1,Male,all,STEMM,Computing / ICT,Software Engineering,796,731
2022/2023,South South,Bayelsa,Yenegoa,University,Other University Admissions - Bayelsa 1,Male,all,STEMM,Physical Sciences,Physics,136,124
2022/2023,South South,Bayelsa,Yenegoa,University,Other University Admissions - Bayelsa 2,Male,all,Non-STEMM,Social Sciences,Entrepreneurship,997,915
2022/2023,South South,Bayelsa,Yenegoa,University,Other University Admissions - Bayelsa 2,Male,all,STEMM,Computing / ICT,Software Engineering,796,731
2022/2023,South South,Bayelsa,Yenegoa,University,Other University Admissions - Bayelsa 2,Male,all,STEMM,Physical Sciences,Physics,136,124
2022/2023,North Central,Benue,Gboko,School of Health,Other School of Health Admissions,Female,all,STEMM,Environmental Sciences,Estate Management,2,2
2022/2023,North Central,Benue,Gboko,University,Other University Admissions - Benue 1,Female,all,Non-STEMM,Education,Business Education,567,521
2022/2023,North Central,Benue,Gboko,University,Other University Admissions - Benue 1,Female,all,STEMM,Health Sciences,Medical Laboratory Science,229,210
2022/2023,North Central,Benue,Gboko,University,Other University Admissions - Benue 1,Female,all,STEMM,Physical Sciences,Physics,22,21
2022/2023,North Central,Benue,Gboko,University,Other University Admissions - Benue 2,Female,all,Non-STEMM,Education,Business Education,567,521
2022/2023,North Central,Benue,Gboko,University,Other University Admissions - Benue 2,Female,all,STEMM,Health Sciences,Medical Laboratory Science,229,210
2022/2023,North Central,Benue,Gboko,University,Other University Admissions - Benue 2,Female,all,STEMM,Physical Sciences,Physics,22,21
2022/2023,North Central,Benue,Gboko,University,Other University Admissions - Benue 3,Female,all,Non-STEMM,Education,Business Education,567,521
2022/2023,North Central,Benue,Gboko,University,Other University Admissions - Benue 3,Female,all,STEMM,Health Sciences,Medical Laboratory Science,229,210
2022/2023,North Central,Benue,Gboko,University,Other University Admissions - Benue 3,Female,all,STEMM,Physical Sciences,Physics,22,21
2022/2023,North Central,Benue,Gboko,University,Other University Admissions - Benue 4,Female,all,Non-STEMM,Education,Business Education,567,521
2022/2023,North Central,Benue,Gboko,University,Other University Admissions - Benue 4,Female,all,STEMM,Health Sciences,Medical Laboratory Science,229,210
2022/2023,North Central,Benue,Gboko,University,Other University Admissions - Benue 4,Female,all,STEMM,Physical Sciences,Physics,22,21
2022/2023,North Central,Benue,Makurdi,Monotechnic,Other Monotechnic Admissions 1,Female,all,STEMM,Environmental Sciences,Urban and Regional Planning,16,15
2022/2023,North Central,Benue,Makurdi,Monotechnic,Other Monotechnic Admissions 2,Female,all,STEMM,Environmental Sciences,Urban and Regional Planning,16,15
2022/2023,North Central,Benue,Makurdi,Polytechnic,Other Polytechnic Admissions - Benue 1,Female,all,STEMM,Engineering,Chemical Engineering,205,188
2022/2023,North Central,Benue,Makurdi,Polytechnic,Other Polytechnic Admissions - Benue 1,Female,all,STEMM,Environmental Sciences,Estate Management,0,0
2022/2023,North Central,Benue,Makurdi,Polytechnic,Other Polytechnic Admissions - Benue 1,Female,all,STEMM,Environmental Sciences,Urban and Regional Planning,27,24
2022/2023,North Central,Benue,Oturkpo,College of Education,Other College of Education Admissions - Benue 1,Female,all,Non-STEMM,ART,Philosophy,224,206
2022/2023,North Central,Benue,Oturkpo,College of Education,Other College of Education Admissions - Benue 1,Female,all,STEMM,Environmental Sciences,Estate Management,20,18
2022/2023,North Central,Benue,Oturkpo,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Female,all,STEMM,Environmental Sciences,Estate Management,8,7
2022/2023,North Central,Benue,Oturkpo,Seminary/Theological College,Other Seminary/Theological College Admissions,Female,all,STEMM,Environmental Sciences,Estate Management,2,2
2022/2023,North Central,Benue,Gboko,School of Health,Other School of Health Admissions,Male,all,STEMM,Environmental Sciences,Estate Management,3,3
2022/2023,North Central,Benue,Gboko,University,Other University Admissions - Benue 1,Male,all,Non-STEMM,Education,Business Education,565,520
2022/2023,North Central,Benue,Gboko,University,Other University Admissions - Benue 1,Male,all,STEMM,Health Sciences,Medical Laboratory Science,202,185
2022/2023,North Central,Benue,Gboko,University,Other University Admissions - Benue 1,Male,all,STEMM,Physical Sciences,Physics,35,32
2022/2023,North Central,Benue,Gboko,University,Other University Admissions - Benue 2,Male,all,Non-STEMM,Education,Business Education,565,520
2022/2023,North Central,Benue,Gboko,University,Other University Admissions - Benue 2,Male,all,STEMM,Health Sciences,Medical Laboratory Science,202,185
2022/2023,North Central,Benue,Gboko,University,Other University Admissions - Benue 2,Male,all,STEMM,Physical Sciences,Physics,35,32
2022/2023,North Central,Benue,Gboko,University,Other University Admissions - Benue 3,Male,all,Non-STEMM,Education,Business Education,565,519
2022/2023,North Central,Benue,Gboko,University,Other University Admissions - Benue 3,Male,all,STEMM,Health Sciences,Medical Laboratory Science,202,186
2022/2023,North Central,Benue,Gboko,University,Other University Admissions - Benue 3,Male,all,STEMM,Physical Sciences,Physics,35,32
2022/2023,North Central,Benue,Gboko,University,Other University Admissions - Benue 4,Male,all,Non-STEMM,Education,Business Education,565,520
2022/2023,North Central,Benue,Gboko,University,Other University Admissions - Benue 4,Male,all,STEMM,Health Sciences,Medical Laboratory Science,202,185
2022/2023,North Central,Benue,Gboko,University,Other University Admissions - Benue 4,Male,all,STEMM,Physical Sciences,Physics,35,32
2022/2023,North Central,Benue,Makurdi,Monotechnic,Other Monotechnic Admissions 1,Male,all,STEMM,Environmental Sciences,Urban and Regional Planning,25,23
2022/2023,North Central,Benue,Makurdi,Monotechnic,Other Monotechnic Admissions 2,Male,all,STEMM,Environmental Sciences,Urban and Regional Planning,25,23
2022/2023,North Central,Benue,Makurdi,Polytechnic,Other Polytechnic Admissions - Benue 1,Male,all,STEMM,Engineering,Chemical Engineering,345,317
2022/2023,North Central,Benue,Makurdi,Polytechnic,Other Polytechnic Admissions - Benue 1,Male,all,STEMM,Environmental Sciences,Estate Management,1,1
2022/2023,North Central,Benue,Makurdi,Polytechnic,Other Polytechnic Admissions - Benue 1,Male,all,STEMM,Environmental Sciences,Urban and Regional Planning,42,38
2022/2023,North Central,Benue,Oturkpo,College of Education,Other College of Education Admissions - Benue 1,Male,all,Non-STEMM,ART,Philosophy,242,223
2022/2023,North Central,Benue,Oturkpo,College of Education,Other College of Education Admissions - Benue 1,Male,all,STEMM,Environmental Sciences,Estate Management,31,28
2022/2023,North Central,Benue,Oturkpo,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Male,all,STEMM,Environmental Sciences,Estate Management,12,11
2022/2023,North Central,Benue,Oturkpo,Seminary/Theological College,Other Seminary/Theological College Admissions,Male,all,STEMM,Environmental Sciences,Estate Management,4,3
2022/2023,North East,Borno,Biu,College of Education,Other College of Education Admissions - Borno 1,Female,all,STEMM,Physical Sciences,Industrial Chemistry,341,313
2022/2023,North East,Borno,Biu,Seminary/Theological College,Other Seminary/Theological College Admissions,Female,all,STEMM,Environmental Sciences,Estate Management,5,5
2022/2023,North East,Borno,Chibok,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Female,all,STEMM,Environmental Sciences,Estate Management,22,20
2022/2023,North East,Borno,Jere,Polytechnic,Other Polytechnic Admissions - Borno 1,Female,all,STEMM,Engineering,Petroleum Engineering,619,568
2022/2023,North East,Borno,Jere,Polytechnic,Other Polytechnic Admissions - Borno 1,Female,all,STEMM,Environmental Sciences,Estate Management,13,11
2022/2023,North East,Borno,Jere,School of Health,Other School of Health Admissions,Female,all,STEMM,Environmental Sciences,Estate Management,5,5
2022/2023,North East,Borno,Jere,University,University of Maiduguri,Female,all,Non-STEMM,Social Sciences,Criminology and Security Studies,8563,7867
2022/2023,North East,Borno,Jere,University,University of Maiduguri,Female,all,STEMM,Physical Sciences,Physics,441,406
2022/2023,North East,Borno,Maiduguri,Monotechnic,Other Monotechnic Admissions 1,Female,all,STEMM,Environmental Sciences,Urban and Regional Planning,47,44
2022/2023,North East,Borno,Maiduguri,Monotechnic,Other Monotechnic Admissions 2,Female,all,STEMM,Environmental Sciences,Urban and Regional Planning,47,44
2022/2023,North East,Borno,Biu,College of Education,Other College of Education Admissions - Borno 1,Male,all,STEMM,Environmental Sciences,Estate Management,2,2
2022/2023,North East,Borno,Biu,College of Education,Other College of Education Admissions - Borno 1,Male,all,STEMM,Physical Sciences,Industrial Chemistry,450,414
2022/2023,North East,Borno,Biu,Seminary/Theological College,Other Seminary/Theological College Admissions,Male,all,STEMM,Environmental Sciences,Estate Management,11,9
2022/2023,North East,Borno,Chibok,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Male,all,STEMM,Environmental Sciences,Estate Management,30,28
2022/2023,North East,Borno,Jere,Polytechnic,Other Polytechnic Admissions - Borno 1,Male,all,STEMM,Engineering,Petroleum Engineering,882,810
2022/2023,North East,Borno,Jere,Polytechnic,Other Polytechnic Admissions - Borno 1,Male,all,STEMM,Environmental Sciences,Estate Management,19,17
2022/2023,North East,Borno,Jere,School of Health,Other School of Health Admissions,Male,all,STEMM,Environmental Sciences,Estate Management,7,8
