session,zone,state,lga,institution_type,tertiary_institution,gender,disability_scope,programme_cluster,discipline_group,programme,loan_applications,loan_approved,loan_disbursed
2022/2023,North Central,Abuja Federal Capital Territory,Gwagwalada,College of Education,"Federal College of Education, Zuba",Male,disabled,Non-STEMM,Arts / Humanities,Theatre Arts,1,1,1
2022/2023,North Central,Abuja Federal Capital Territory,Gwagwalada,College of Education,"Federal College of Education, Zuba",Male,disabled,Non-STEMM,Business / Administration / Law,Marketing,1,1,1
2022/2023,North Central,Abuja Federal Capital Territory,Gwagwalada,College of Education,"Federal College of Education, Zuba",Male,disabled,Non-STEMM,Communication / Media,Broadcasting,1,1,1
2022/2023,North Central,Abuja Federal Capital Territory,Gwagwalada,College of Education,"Federal College of Education, Zuba",Male,disabled,Non-STEMM,Communication / Media,Development Communication,1,1,1
2022/2023,North Central,Abuja Federal Capital Territory,Gwagwalada,College of Education,"Federal College of Education, Zuba",Male,disabled,Non-STEMM,Communication / Media,Public Relations,1,1,1
2022/2023,North Central,Abuja Federal Capital Territory,Gwagwalada,College of Education,"Federal College of Education, Zuba",Male,disabled,Non-STEMM,Education,Adult Education,1,1,1
2022/2023,North Central,Abuja Federal Capital Territory,Gwagwalada,College of Education,"Federal College of Education, Zuba",Male,disabled,Non-STEMM,Education,Educational Technology,1,1,1
2022/2023,North Central,Abuja Federal Capital Territory,Gwagwalada,College of Education,"Federal College of Education, Zuba",Male,disabled,Non-STEMM,Education,Guidance and Counselling,1,1,1
2022/2023,North Central,Abuja Federal Capital Territory,Gwagwalada,College of Education,"Federal College of Education, Zuba",Male,disabled,Non-STEMM,Education,Primary Education Studies,1,1,1
2022/2023,North Central,Abuja Federal Capital Territory,Gwagwalada,College of Education,"Federal College of Education, Zuba",Male,disabled,Non-STEMM,Languages,English Language,1,1,1
2022/2023,North Central,Abuja Federal Capital Territory,Gwagwalada,College of Education,"Federal College of Education, Zuba",Male,disabled,Non-STEMM,Languages,Hausa,1,1,1
2022/2023,North Central,Abuja Federal Capital Territory,Gwagwalada,College of Education,"Federal College of Education, Zuba",Male,disabled,Non-STEMM,Languages,Yoruba,1,1,1
2022/2023,North Central,Abuja Federal Capital Territory,Gwagwalada,College of Education,"Federal College of Education, Zuba",Male,disabled,Non-STEMM,Social Sciences,Accounting,1,1,0
2022/2023,North Central,Abuja Federal Capital Territory,Gwagwalada,College of Education,"Federal College of Education, Zuba",Male,disabled,Non-STEMM,Social Sciences,Business Administration,1,1,1
2022/2023,North Central,Abuja Federal Capital Territory,Gwagwalada,College of Education,"Federal College of Education, Zuba",Male,disabled,Non-STEMM,Social Sciences,Criminology,1,1,1
2022/2023,North Central,Abuja Federal Capital Territory,Gwagwalada,College of Education,"Federal College of Education, Zuba",Male,disabled,Non-STEMM,Social Sciences,Economics,1,1,1
2022/2023,North Central,Abuja Federal Capital Territory,Gwagwalada,College of Education,"Federal College of Education, Zuba",Male,disabled,Non-STEMM,Social Sciences,Geography,1,1,1
2022/2023,North Central,Abuja Federal Capital Territory,Gwagwalada,College of Education,"Federal College of Education, Zuba",Male,disabled,Non-STEMM,Social Sciences,International Relations,1,1,1
2022/2023,North Central,Abuja Federal Capital Territory,Gwagwalada,College of Education,"Federal College of Education, Zuba",Male,disabled,Non-STEMM,Social Sciences,Sociology,1,1,1
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,Non-STEMM,Arts,English and Literary Studies,12,10,8
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,Non-STEMM,Arts,Law,19,15,13
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,Non-STEMM,Arts / Humanities,Fine and Applied Arts,16,12,11
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,Non-STEMM,Arts / Humanities,Philosophy,14,11,10
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,Non-STEMM,Arts / Humanities,Religious Studies,16,12,11
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,Non-STEMM,Business / Administration / Law,Insurance,25,20,17
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,Non-STEMM,Communication / Media,Broadcasting,15,11,10
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,Non-STEMM,Communication / Media,Development Communication,19,15,14
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,Non-STEMM,Communication / Media,Journalism and Media Studies,13,10,9
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,Non-STEMM,Communication / Media,Public Relations,13,11,9
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,Non-STEMM,Education,Curriculum Studies,18,15,13
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,Non-STEMM,Education,Educational Management,13,10,9
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,Non-STEMM,Education,Educational Technology,18,14,13
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,Non-STEMM,Education,Guidance and Counselling,14,10,9
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,Non-STEMM,Education,Primary Education Studies,15,12,10
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,Non-STEMM,Languages,Arabic Studies,12,9,7
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,Non-STEMM,Languages,English Language,12,10,10
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,Non-STEMM,Languages,French,12,9,8
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,Non-STEMM,Languages,Hausa,17,13,12
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,Non-STEMM,Languages,Igbo,17,14,12
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,Non-STEMM,Languages,Yoruba,13,11,10
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,Non-STEMM,Social Sciences,Accounting,15,11,10
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,Non-STEMM,Social Sciences,Banking and Finance,14,12,11
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,Non-STEMM,Social Sciences,Economics,12,10,9
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,Non-STEMM,Social Sciences,Geography,17,13,11
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,Non-STEMM,Social Sciences,International Relations,18,13,12
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,Non-STEMM,Social Sciences,Mass Communication,11,9,8
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,Non-STEMM,Social Sciences,Political Science,13,10,9
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,Non-STEMM,Social Sciences,Psychology,17,13,11
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,Non-STEMM,Social Sciences,Public Administration,17,13,12
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,Non-STEMM,Social Sciences,Sociology,15,12,11
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,STEMM,Biological Sciences,Biochemistry,14,11,10
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,STEMM,Computing / ICT,Computer Science,16,13,11
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,STEMM,Engineering,Chemical Engineering,14,11,10
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,STEMM,Engineering,Civil Engineering,13,11,10
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,STEMM,Engineering,Electrical Engineering,16,12,11
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,STEMM,Engineering,Mechanical Engineering,12,10,9
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,STEMM,Engineering,Mechatronics Engineering,22,17,14
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,STEMM,Engineering,Petroleum Engineering,20,16,14
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,STEMM,Mathematics / Statistics,Actuarial Science,18,15,14
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,STEMM,Mathematics / Statistics,Applied Mathematics,13,10,10
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,STEMM,Mathematics / Statistics,Mathematics,14,11,10
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,STEMM,Mathematics / Statistics,Operations Research,22,17,15
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,STEMM,Mathematics / Statistics,Statistics,16,12,10
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,STEMM,Medicine / Health Sciences,Anatomy,15,13,11
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,STEMM,Medicine / Health Sciences,Medical Laboratory Science,13,10,9
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,STEMM,Medicine / Health Sciences,Medicine and Surgery,12,9,7
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,STEMM,Medicine / Health Sciences,Nursing Science,12,9,8
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,STEMM,Physical Sciences,Microbiology,19,14,12
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,STEMM,Science,Geology,18,15,14
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,STEMM,Science,Industrial Chemistry,16,12,10
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,STEMM,Science,Physics,12,9,8
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,STEMM,Science,Plant Science,18,14,13
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,STEMM,Technology / ICT,Cybersecurity,16,13,11
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,STEMM,Technology / ICT,Data Science,20,17,15
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,all,STEMM,Technology / ICT,Software Engineering,15,12,12
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,disabled,Non-STEMM,Arts,English and Literary Studies,1,1,0
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,disabled,Non-STEMM,Arts,Law,2,1,1
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,disabled,Non-STEMM,Arts / Humanities,Fine and Applied Arts,1,1,1
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,disabled,Non-STEMM,Arts / Humanities,Philosophy,1,1,1
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,disabled,Non-STEMM,Arts / Humanities,Religious Studies,2,1,1
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,disabled,Non-STEMM,Business / Administration / Law,Insurance,2,1,1
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,disabled,Non-STEMM,Communication / Media,Broadcasting,1,1,1
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,disabled,Non-STEMM,Communication / Media,Development Communication,2,1,1
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,disabled,Non-STEMM,Communication / Media,Journalism and Media Studies,1,1,1
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,disabled,Non-STEMM,Communication / Media,Public Relations,1,1,1
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,disabled,Non-STEMM,Education,Curriculum Studies,1,1,1
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,disabled,Non-STEMM,Education,Educational Management,1,1,1
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,disabled,Non-STEMM,Education,Educational Technology,1,1,1
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,disabled,Non-STEMM,Education,Guidance and Counselling,1,1,1
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,disabled,Non-STEMM,Education,Primary Education Studies,1,1,1
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,disabled,Non-STEMM,Languages,Arabic Studies,1,1,1
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,disabled,Non-STEMM,Languages,English Language,1,1,1
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,disabled,Non-STEMM,Languages,French,1,1,1
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,disabled,Non-STEMM,Languages,Hausa,1,1,1
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,disabled,Non-STEMM,Languages,Igbo,1,1,1
2022/2023,North Central,Abuja Federal Capital Territory,Municipal Area Council,University,University of Abuja,Female,disabled,Non-STEMM,Languages,Yoruba,1,1,1
